Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig263,-5.3,2.169,5.503
Lig263,-5.2,5.095,8.648
Lig263,-5.1,2.761,3.329
Lig263,-5.0,5.022,8.162
Lig264,-6.4,0.000,0.000
Lig264,-5.9,2.063,5.342
Lig264,-5.8,3.799,6.122
Lig264,-5.8,2.804,6.759
Lig264,-5.6,7.579,9.197
Lig264,-5.6,3.896,6.366
Lig264,-5.5,7.581,10.273
Lig264,-5.5,4.200,6.729
Lig264,-5.4,2.519,4.592
Lig264,-5.4,5.119,8.079
Lig264,-5.4,5.275,8.986
Lig264,-5.3,4.616,6.514
Lig264,-5.3,4.553,7.353
Lig264,-5.3,5.730,7.868
Lig264,-5.2,6.079,8.495
Lig264,-5.2,2.853,5.122
Lig264,-5.2,2.801,6.385
Lig264,-5.2,3.266,6.890
Lig264,-5.2,2.263,3.649
Lig264,-5.0,5.566,7.780
Lig265,-5.3,0.000,0.000
Lig265,-5.1,2.190,3.463
Lig265,-5.0,2.395,3.655
Lig265,-4.9,1.822,2.599
Lig265,-4.8,2.732,3.738
Lig265,-4.7,2.117,3.832
Lig265,-4.6,2.595,4.816
Lig265,-4.5,2.708,4.113
Lig265,-4.5,2.236,3.765
Lig265,-4.4,2.804,4.159
Lig265,-4.4,2.562,4.818
Lig265,-4.4,2.600,4.973
Lig265,-4.2,2.043,3.335
Lig265,-4.2,6.722,7.918
Lig265,-4.1,2.093,3.415
Lig265,-4.1,1.857,3.574
Lig265,-4.0,8.647,10.386
Lig265,-3.9,3.359,5.618
Lig265,-3.9,5.724,7.411
Lig265,-3.8,1.866,2.321
Lig266,-5.0,0.000,0.000
Lig266,-4.5,2.503,4.242
Lig266,-4.5,1.813,2.918
Lig266,-4.5,2.265,3.906
Lig266,-4.4,2.014,3.648
Lig266,-4.2,3.019,4.817
Lig266,-4.1,1.748,2.485
Lig266,-4.1,1.732,3.392
Lig266,-4.0,6.455,8.292
Lig266,-4.0,7.683,8.946
Lig266,-4.0,2.992,5.060
Lig266,-3.9,2.443,4.718
Lig266,-3.8,3.582,5.026
Lig266,-3.8,2.140,3.993
Lig266,-3.7,8.391,10.036
Lig266,-3.7,7.385,8.678
Lig266,-3.6,3.678,4.588
Lig266,-3.6,7.478,9.035
Lig266,-3.6,8.583,9.574
Lig266,-3.4,2.917,4.504
Lig267,-5.5,0.000,0.000
Lig267,-5.3,3.167,6.166
Lig267,-5.1,2.007,3.680
Lig267,-5.0,2.060,5.350
Lig267,-4.8,1.748,2.134
Lig267,-4.7,4.246,5.702
Lig267,-4.7,7.600,9.397
Lig267,-4.7,3.187,5.789
Lig267,-4.7,2.329,6.041
Lig267,-4.6,2.919,4.544
Lig267,-4.5,2.860,4.255
Lig267,-4.5,6.172,7.841
Lig267,-4.5,3.309,5.542
Lig267,-4.5,2.863,5.884
Lig267,-4.5,3.259,5.241
Lig267,-4.4,3.588,5.006
Lig267,-4.3,2.632,4.599
Lig267,-4.2,7.054,8.522
Lig267,-4.2,3.062,7.187
Lig267,-4.2,4.795,6.597
Lig268,-5.5,0.000,0.000
Lig268,-5.3,2.161,3.401
Lig268,-5.3,1.431,4.456
Lig268,-5.1,1.965,4.692
Lig268,-5.0,1.928,4.271
Lig268,-4.6,5.514,7.371
Lig268,-4.6,3.381,6.127
Lig268,-4.5,1.995,3.925
Lig268,-4.5,5.148,7.808
Lig268,-4.4,2.170,5.152
Lig268,-4.3,2.717,5.436
Lig268,-4.2,5.769,8.129
Lig268,-4.2,3.592,5.960
Lig268,-4.2,3.753,6.136
Lig268,-4.2,5.638,7.305
Lig268,-4.2,2.872,5.159
Lig268,-4.1,3.596,4.623
Lig268,-4.1,2.540,4.744
Lig268,-4.1,8.036,9.911
Lig268,-4.0,6.512,7.989
Lig269,-6.1,0.000,0.000
Lig269,-6.0,1.760,2.274
Lig269,-5.7,3.618,6.683
Lig269,-5.6,3.511,6.236
Lig269,-5.5,2.247,6.403
Lig269,-5.4,4.824,8.817
Lig269,-5.4,2.287,4.181
Lig269,-5.4,5.138,9.826
Lig269,-5.4,2.370,5.752
Lig269,-5.3,4.275,7.702
Lig269,-5.3,5.449,10.290
Lig269,-5.3,2.651,4.169
Lig269,-5.2,3.273,7.835
Lig269,-5.2,4.040,7.417
Lig269,-5.2,3.491,8.111
Lig269,-5.1,5.218,8.308
Lig269,-5.1,6.590,9.116
Lig269,-5.0,2.859,7.952
Lig269,-4.9,7.460,10.096
Lig269,-4.9,3.418,6.055
Lig26,-7.4,0.000,0.000
Lig26,-7.1,2.092,5.885
Lig26,-7.0,2.128,3.236
Lig26,-6.9,1.148,1.764
Lig26,-6.7,6.955,10.824
Lig26,-6.7,2.443,4.250
Lig26,-6.7,2.609,4.261
Lig26,-6.6,2.044,8.623
Lig26,-6.5,2.168,8.734
Lig26,-6.4,2.522,4.651
Lig26,-6.4,7.499,11.016
Lig26,-6.4,5.215,9.811
Lig26,-6.3,4.399,6.056
Lig26,-6.2,4.819,9.836
Lig26,-6.1,2.381,5.626
Lig26,-6.1,5.082,7.028
Lig26,-6.1,3.277,5.757
Lig26,-6.0,2.101,8.840
Lig26,-5.9,3.377,6.656
Lig270,-5.9,0.000,0.000
Lig270,-5.6,1.033,1.159
Lig270,-5.5,4.362,8.602
Lig270,-5.4,3.701,6.874
Lig270,-5.4,2.215,2.909
Lig270,-5.4,3.668,6.825
Lig270,-5.2,3.240,5.804
Lig270,-5.2,5.555,8.316
Lig270,-5.1,2.947,4.835
Lig270,-5.1,4.391,9.175
Lig270,-5.1,4.752,9.320
Lig270,-5.0,2.445,3.659
Lig270,-5.0,3.681,5.670
Lig270,-4.9,2.489,6.207
Lig270,-4.9,2.808,4.452
Lig270,-4.8,2.818,7.385
Lig270,-4.8,3.725,7.197
Lig270,-4.8,2.645,6.859
Lig270,-4.7,4.697,8.548
Lig270,-4.7,3.276,4.884
Lig271,-6.4,0.000,0.000
Lig271,-6.1,4.152,9.165
Lig271,-6.1,4.815,9.766
Lig271,-6.0,4.079,9.359
Lig271,-5.9,6.744,9.975
Lig271,-5.9,1.908,2.690
Lig271,-5.8,2.096,4.034
Lig271,-5.6,3.973,7.221
Lig271,-5.5,1.549,2.061
Lig271,-5.4,4.900,9.965
Lig271,-5.4,2.493,4.387
Lig271,-5.3,3.898,6.735
Lig271,-5.3,4.570,9.941
Lig271,-5.2,4.624,6.564
Lig271,-5.1,3.965,6.121
Lig271,-5.1,8.289,12.172
Lig271,-5.0,5.219,8.142
Lig271,-5.0,5.595,7.131
Lig271,-4.8,4.648,9.941
Lig271,-4.7,2.413,3.299
Lig272,-6.3,0.000,0.000
Lig272,-6.3,3.931,8.122
Lig272,-6.3,4.202,9.489
Lig272,-6.2,2.534,6.869
Lig272,-6.1,3.962,6.552
Lig272,-6.1,2.152,3.772
Lig272,-6.0,2.862,4.970
Lig272,-5.7,2.962,7.532
Lig272,-5.7,6.662,9.052
Lig272,-5.7,2.837,5.327
Lig272,-5.6,3.377,7.908
Lig272,-5.6,7.056,10.197
Lig272,-5.6,3.082,8.209
Lig272,-5.6,1.721,2.255
Lig272,-5.5,4.050,9.170
Lig272,-5.4,4.717,6.963
Lig272,-5.3,3.511,7.916
Lig272,-5.3,3.626,8.939
Lig272,-5.1,2.364,3.812
Lig272,-5.1,4.488,6.312
Lig273,-6.3,0.000,0.000
Lig273,-6.3,3.725,5.867
Lig273,-6.1,3.684,5.866
Lig273,-6.0,4.356,8.526
Lig273,-5.9,4.776,8.120
Lig273,-5.9,3.576,5.845
Lig273,-5.9,3.744,8.842
Lig273,-5.9,4.883,9.903
Lig273,-5.8,4.715,8.053
Lig273,-5.7,3.440,5.036
Lig273,-5.7,2.454,5.758
Lig273,-5.6,3.244,7.219
Lig273,-5.5,4.612,8.138
Lig273,-5.5,4.167,7.898
Lig273,-5.5,5.775,7.353
Lig273,-5.4,3.853,8.099
Lig273,-5.4,6.898,9.960
Lig273,-5.4,5.328,10.271
Lig273,-5.3,4.334,6.468
Lig273,-5.1,4.044,7.437
Lig274,-6.6,0.000,0.000
Lig274,-6.3,2.489,3.560
Lig274,-6.3,1.812,2.824
Lig274,-6.1,6.262,8.367
Lig274,-6.0,6.875,9.245
Lig274,-6.0,4.743,8.128
Lig274,-5.9,6.435,8.611
Lig274,-5.9,4.233,6.541
Lig274,-5.8,8.701,10.369
Lig274,-5.8,3.469,6.737
Lig274,-5.7,4.165,5.990
Lig274,-5.6,6.558,8.378
Lig274,-5.5,10.319,13.087
Lig274,-5.5,11.077,13.393
Lig274,-5.5,9.014,10.520
Lig274,-5.4,5.139,7.944
Lig274,-5.1,6.392,9.679
Lig274,-5.1,9.425,12.464
Lig274,-5.1,4.425,7.118
Lig274,-5.1,7.343,9.719
Lig275,-6.0,0.000,0.000
Lig275,-6.0,2.940,7.775
Lig275,-5.6,5.163,9.085
Lig275,-5.5,5.304,8.915
Lig275,-5.5,5.176,8.246
Lig275,-5.2,6.056,10.016
Lig275,-5.2,2.604,7.082
Lig275,-5.0,2.473,4.531
Lig275,-5.0,2.964,6.675
Lig275,-5.0,5.765,8.624
Lig275,-5.0,5.436,7.480
Lig275,-5.0,3.821,8.961
Lig275,-5.0,2.453,5.365
Lig275,-4.9,3.369,8.562
Lig275,-4.9,6.344,8.207
Lig275,-4.8,3.232,8.259
Lig275,-4.8,5.724,8.375
Lig275,-4.7,3.734,8.508
Lig275,-4.7,5.367,7.833
Lig275,-4.5,2.341,4.582
Lig276,-6.0,0.000,0.000
Lig276,-5.9,2.984,7.789
Lig276,-5.8,2.696,4.870
Lig276,-5.6,0.859,1.385
Lig276,-5.5,2.686,4.945
Lig276,-5.5,2.846,4.810
Lig276,-5.4,3.438,4.936
Lig276,-5.3,3.616,7.533
Lig276,-5.2,3.956,6.914
Lig276,-5.2,2.745,6.524
Lig276,-5.1,1.263,1.621
Lig276,-5.1,2.236,6.728
Lig276,-5.1,3.798,6.079
Lig276,-4.8,2.500,7.152
Lig276,-4.8,2.873,5.798
Lig276,-4.8,2.029,3.127
Lig276,-4.6,2.313,3.267
Lig276,-4.6,2.677,6.863
Lig276,-4.5,2.229,6.562
Lig276,-4.5,3.444,5.651
Lig277,-7.1,0.000,0.000
Lig277,-7.0,2.719,9.133
Lig277,-6.9,3.401,5.450
Lig277,-6.6,3.105,5.090
Lig277,-6.6,0.984,1.459
Lig277,-6.4,3.208,6.158
Lig277,-6.3,4.272,9.509
Lig277,-6.2,3.215,8.895
Lig277,-6.0,4.464,8.861
Lig277,-6.0,4.431,9.095
Lig277,-6.0,5.518,7.500
Lig277,-5.9,5.701,9.488
Lig277,-5.9,5.196,9.173
Lig277,-5.9,3.173,4.904
Lig277,-5.8,3.384,6.097
Lig277,-5.8,4.717,9.286
Lig277,-5.8,2.777,8.927
Lig277,-5.7,4.473,7.308
Lig277,-5.7,3.652,8.775
Lig277,-5.6,5.016,9.927
Lig278,-7.9,0.000,0.000
Lig278,-7.3,7.854,10.974
Lig278,-7.2,9.376,13.679
Lig278,-7.1,1.926,6.738
Lig278,-6.8,7.450,9.897
Lig278,-6.7,8.767,12.525
Lig278,-6.6,8.097,10.149
Lig278,-6.5,8.585,10.822
Lig278,-6.4,11.468,14.484
Lig278,-6.4,9.074,12.607
Lig278,-6.3,8.258,12.332
Lig278,-6.3,7.152,8.817
Lig278,-6.0,9.656,12.471
Lig278,-5.9,9.970,12.379
Lig278,-5.9,6.845,10.077
Lig278,-5.8,7.906,11.657
Lig278,-5.8,6.874,9.347
Lig278,-5.8,7.149,10.714
Lig278,-5.7,8.754,12.122
Lig279,-6.7,0.000,0.000
Lig279,-6.3,8.137,11.303
Lig279,-6.1,10.940,14.840
Lig279,-6.1,8.143,11.949
Lig279,-6.0,8.570,12.146
Lig279,-5.9,3.108,6.647
Lig279,-5.8,2.711,4.126
Lig279,-5.8,12.172,13.366
Lig279,-5.8,2.978,7.051
Lig279,-5.5,9.244,12.678
Lig279,-5.4,10.835,13.698
Lig279,-5.4,9.572,13.613
Lig279,-5.4,3.299,7.061
Lig279,-5.3,5.874,9.379
Lig279,-5.3,6.739,10.147
Lig279,-5.3,9.479,13.266
Lig279,-5.2,8.281,11.598
Lig279,-5.1,9.675,12.477
Lig279,-5.0,4.509,7.551
Lig279,-4.9,2.979,4.319
Lig27,-7.7,0.000,0.000
Lig27,-7.7,2.081,3.328
Lig27,-7.7,1.576,2.551
Lig27,-7.6,0.543,1.559
Lig27,-7.6,4.039,6.012
Lig27,-7.5,3.996,5.961
Lig27,-7.4,4.326,8.364
Lig27,-7.3,6.996,10.706
Lig27,-7.3,1.472,1.805
Lig27,-7.3,2.769,6.161
Lig27,-7.1,2.339,5.725
Lig27,-7.1,4.172,9.750
Lig27,-7.0,2.661,9.042
Lig27,-6.9,2.386,8.802
Lig27,-6.8,6.967,9.995
Lig27,-6.8,4.702,8.910
Lig27,-6.7,4.575,7.073
Lig27,-6.5,4.793,7.107
Lig27,-6.5,3.594,6.538
Lig27,-6.3,3.954,6.794
Lig280,-6.8,0.000,0.000
Lig280,-6.6,3.855,5.709
Lig280,-6.6,3.049,7.567
Lig280,-6.5,2.755,7.220
Lig280,-6.5,4.150,7.387
Lig280,-6.4,3.442,8.212
Lig280,-6.3,6.126,9.734
Lig280,-6.3,2.570,7.577
Lig280,-6.2,5.016,8.170
Lig280,-6.1,3.733,6.656
Lig280,-6.1,5.140,8.364
Lig280,-6.1,4.821,7.477
Lig280,-6.1,3.505,6.311
Lig280,-5.9,3.948,7.141
Lig280,-5.9,1.492,1.910
Lig280,-5.8,3.204,5.739
Lig280,-5.7,2.538,5.720
Lig280,-5.6,5.999,9.333
Lig280,-5.6,4.320,6.606
Lig280,-5.4,2.913,6.850
Lig281,-4.9,0.000,0.000
Lig281,-4.8,2.845,4.964
Lig281,-4.4,1.636,2.078
Lig281,-4.4,3.636,4.712
Lig281,-4.3,2.789,4.908
Lig281,-4.3,1.803,2.540
Lig281,-4.3,3.575,5.307
Lig281,-4.2,1.709,1.997
Lig281,-4.2,2.399,4.325
Lig281,-4.2,5.223,6.933
Lig281,-4.2,2.748,4.406
Lig281,-4.1,5.411,7.793
Lig281,-4.1,2.470,4.072
Lig281,-4.1,2.747,3.814
Lig281,-4.0,2.496,4.848
Lig281,-3.8,6.185,7.999
Lig281,-3.8,4.138,6.027
Lig281,-3.8,2.371,3.792
Lig281,-3.7,5.489,7.692
Lig281,-3.6,5.716,8.443
Lig282,-5.1,0.000,0.000
Lig282,-5.0,1.921,3.915
Lig282,-5.0,2.317,3.456
Lig282,-4.7,2.241,4.236
Lig282,-4.6,2.435,5.022
Lig282,-4.6,2.157,4.333
Lig282,-4.5,4.223,5.475
Lig282,-4.5,2.255,4.216
Lig282,-4.4,3.715,5.208
Lig282,-4.3,3.688,6.078
Lig282,-4.3,7.669,9.360
Lig282,-4.3,2.022,3.849
Lig282,-4.3,2.706,4.491
Lig282,-4.2,4.527,6.268
Lig282,-4.2,5.411,7.691
Lig282,-4.1,3.356,4.526
Lig282,-4.0,4.001,6.790
Lig282,-4.0,5.611,7.374
Lig282,-3.9,5.939,9.022
Lig282,-3.9,3.010,5.536
Lig283,-6.3,0.000,0.000
Lig283,-6.0,0.698,1.931
Lig283,-5.9,1.740,6.441
Lig283,-5.8,1.557,3.217
Lig283,-5.7,4.984,9.129
Lig283,-5.6,1.722,6.468
Lig283,-5.4,1.876,6.742
Lig283,-5.4,8.794,10.856
Lig283,-5.4,3.470,6.825
Lig283,-5.4,2.788,6.577
Lig283,-5.3,2.992,5.816
Lig283,-5.3,2.677,6.639
Lig283,-5.3,5.141,9.496
Lig283,-5.3,3.794,6.386
Lig283,-5.2,5.057,9.094
Lig283,-5.1,8.456,10.539
Lig283,-5.1,2.499,5.788
Lig283,-5.1,2.860,5.681
Lig283,-4.9,8.797,10.983
Lig284,-6.8,0.000,0.000
Lig284,-6.5,1.692,3.477
Lig284,-6.4,1.077,1.079
Lig284,-6.3,2.438,6.311
Lig284,-6.2,9.770,11.378
Lig284,-6.1,1.652,2.450
Lig284,-5.8,1.768,6.188
Lig284,-5.8,2.119,6.094
Lig284,-5.7,3.316,4.969
Lig284,-5.6,9.472,10.677
Lig284,-5.6,9.937,12.103
Lig284,-5.5,2.031,3.036
Lig284,-5.4,9.647,11.118
Lig284,-5.4,2.319,4.151
Lig284,-5.4,8.433,11.003
Lig284,-5.4,4.027,7.503
Lig284,-5.4,2.579,4.569
Lig284,-5.4,3.273,5.869
Lig284,-5.3,7.764,10.109
Lig284,-5.3,3.446,7.197
Lig285,-5.7,0.000,0.000
Lig285,-5.6,2.162,4.056
Lig285,-5.3,1.853,3.770
Lig285,-5.0,6.319,8.277
Lig285,-4.8,5.000,6.907
Lig285,-4.8,2.491,3.902
Lig285,-4.8,6.864,8.924
Lig285,-4.8,6.423,7.958
Lig285,-4.8,2.398,5.125
Lig285,-4.8,6.940,9.710
Lig285,-4.7,6.205,8.032
Lig285,-4.6,6.322,7.585
Lig285,-4.6,2.642,4.841
Lig285,-4.6,1.822,3.056
Lig285,-4.6,3.287,5.240
Lig285,-4.5,3.728,4.979
Lig285,-4.4,3.426,5.576
Lig285,-4.4,5.281,7.686
Lig285,-4.4,4.080,5.235
Lig285,-4.3,3.604,5.663
Lig286,-5.8,0.000,0.000
Lig286,-5.4,1.574,1.680
Lig286,-5.2,1.842,3.830
Lig286,-4.8,1.970,4.118
Lig286,-4.8,2.291,4.235
Lig286,-4.7,7.207,9.655
Lig286,-4.7,1.724,2.497
Lig286,-4.7,1.909,4.107
Lig286,-4.6,9.138,10.110
Lig286,-4.5,6.969,9.426
Lig286,-4.5,5.403,7.325
Lig286,-4.4,1.970,3.818
Lig286,-4.2,7.192,8.835
Lig286,-4.2,3.699,6.044
Lig286,-4.2,7.382,8.826
Lig286,-4.1,6.880,9.507
Lig286,-4.0,8.890,10.266
Lig286,-4.0,6.453,8.936
Lig286,-4.0,8.331,9.692
Lig286,-3.9,2.759,4.595
Lig287,-5.5,0.000,0.000
Lig287,-4.8,3.992,5.172
Lig287,-4.7,4.442,5.471
Lig287,-4.6,2.633,3.746
Lig287,-4.6,2.756,3.842
Lig287,-4.5,4.021,5.163
Lig287,-4.5,5.771,7.601
Lig287,-4.5,8.319,9.882
Lig287,-4.4,7.473,8.652
Lig287,-4.4,4.326,5.245
Lig287,-4.4,5.023,6.513
Lig287,-4.2,5.744,7.369
Lig287,-4.2,6.887,8.505
Lig287,-4.2,2.580,3.454
Lig287,-4.2,2.466,3.349
Lig287,-4.2,7.376,8.122
Lig287,-4.0,8.269,8.903
Lig287,-4.0,7.306,8.977
Lig287,-3.9,5.751,6.976
Lig287,-3.9,6.205,7.996
Lig288,-5.4,0.000,0.000
Lig288,-5.0,2.932,4.382
Lig288,-4.7,6.143,7.780
Lig288,-4.7,2.537,2.977
Lig288,-4.7,2.662,4.077
Lig288,-4.5,5.225,7.415
Lig288,-4.3,7.251,8.536
Lig288,-4.3,3.911,5.265
Lig288,-4.3,4.897,6.379
Lig288,-4.3,8.767,9.831
Lig288,-4.1,5.806,7.776
Lig288,-4.1,4.537,5.962
Lig288,-4.1,5.204,6.955
Lig288,-4.0,3.265,5.004
Lig288,-4.0,5.520,7.270
Lig288,-4.0,5.045,6.385
Lig288,-4.0,6.613,7.552
Lig288,-3.9,6.350,7.750
Lig288,-3.8,7.118,8.450
Lig288,-3.8,3.631,4.920
Lig289,-5.1,0.000,0.000
Lig289,-4.9,2.598,4.662
Lig289,-4.7,1.903,3.377
Lig289,-4.7,8.943,9.980
Lig289,-4.6,2.090,3.664
Lig289,-4.4,1.813,3.063
Lig289,-4.4,7.808,8.663
Lig289,-4.4,5.693,7.444
Lig289,-4.2,2.867,5.415
Lig289,-4.2,4.268,6.588
Lig289,-4.2,8.331,10.102
Lig289,-4.2,2.238,4.463
Lig289,-4.1,2.449,4.100
Lig289,-4.0,6.757,7.665
Lig289,-3.9,2.771,4.808
Lig289,-3.9,3.273,4.674
Lig289,-3.8,6.732,8.161
Lig289,-3.8,4.839,7.612
Lig289,-3.7,5.380,8.366
Lig289,-3.7,6.349,8.949
Lig28,-7.8,0.000,0.000
Lig28,-7.5,1.859,2.581
Lig28,-7.4,2.399,4.483
Lig28,-7.4,2.663,6.523
Lig28,-7.2,2.247,8.621
Lig28,-7.2,3.548,5.478
Lig28,-7.1,3.206,6.465
Lig28,-7.0,2.563,5.175
Lig28,-6.9,2.661,6.889
Lig28,-6.9,2.316,5.302
Lig28,-6.8,6.760,10.724
Lig28,-6.8,3.166,6.819
Lig28,-6.7,4.620,9.248
Lig28,-6.6,3.606,5.378
Lig28,-6.6,7.551,10.330
Lig28,-6.6,2.337,3.292
Lig28,-6.5,5.013,9.758
Lig28,-6.5,2.480,4.209
Lig28,-6.4,4.089,6.197
Lig28,-6.3,2.447,8.405
Lig290,-4.8,0.000,0.000
Lig290,-4.5,8.665,9.704
Lig290,-4.4,2.132,3.515
Lig290,-4.2,2.613,4.675
Lig290,-4.1,5.486,7.112
Lig290,-4.1,5.663,7.377
Lig290,-4.0,2.824,4.218
Lig290,-4.0,8.363,10.338
Lig290,-3.9,3.229,5.065
Lig290,-3.9,3.712,6.893
Lig290,-3.8,3.306,4.896
Lig290,-3.8,3.480,5.789
Lig290,-3.6,6.073,7.919
Lig290,-3.6,5.057,6.735
Lig290,-3.6,5.014,7.383
Lig290,-3.5,6.838,8.475
Lig290,-3.5,7.357,9.155
Lig290,-3.5,6.377,8.467
Lig290,-3.4,3.978,6.082
Lig290,-3.4,3.008,4.789
Lig291,-6.5,0.000,0.000
Lig291,-6.5,0.158,1.020
Lig291,-6.2,4.938,7.618
Lig291,-6.1,2.189,4.020
Lig291,-5.9,9.906,10.918
Lig291,-5.9,2.487,7.540
Lig291,-5.8,3.728,8.847
Lig291,-5.7,5.553,10.527
Lig291,-5.6,5.696,8.492
Lig291,-5.6,4.944,10.025
Lig291,-5.6,2.310,3.025
Lig291,-5.5,5.087,10.331
Lig291,-5.5,2.819,6.995
Lig291,-5.3,4.590,7.296
Lig291,-5.2,5.658,8.689
Lig291,-5.1,4.238,9.790
Lig291,-5.0,2.673,4.592
Lig291,-5.0,3.767,5.299
Lig291,-4.9,4.305,6.761
Lig291,-4.8,6.910,9.810
Lig292,-6.5,0.000,0.000
Lig292,-6.4,4.446,7.000
Lig292,-6.3,4.465,6.889
Lig292,-6.2,2.169,4.025
Lig292,-6.0,2.220,2.569
Lig292,-5.9,7.883,10.882
Lig292,-5.9,3.864,9.006
Lig292,-5.9,3.643,8.228
Lig292,-5.9,2.621,7.663
Lig292,-5.8,2.964,7.494
Lig292,-5.7,5.489,10.629
Lig292,-5.6,4.129,6.315
Lig292,-5.5,2.187,2.606
Lig292,-5.4,4.129,9.324
Lig292,-5.4,6.416,9.417
Lig292,-5.4,4.073,9.715
Lig292,-5.4,4.777,9.645
Lig292,-5.3,5.352,10.429
Lig292,-5.3,3.514,8.822
Lig292,-5.3,3.096,7.151
Lig293,-5.5,0.000,0.000
Lig293,-5.5,2.091,3.131
Lig293,-5.1,2.942,5.034
Lig293,-4.9,4.755,6.834
Lig293,-4.7,1.838,3.771
Lig293,-4.7,1.835,2.472
Lig293,-4.7,2.505,4.199
Lig293,-4.6,2.955,6.051
Lig293,-4.6,3.457,5.276
Lig293,-4.5,1.986,3.615
Lig293,-4.5,2.935,6.016
Lig293,-4.4,2.377,4.366
Lig293,-4.3,2.124,2.922
Lig293,-4.3,2.020,2.619
Lig293,-4.3,2.885,4.835
Lig293,-4.2,2.082,4.309
Lig293,-4.2,2.854,6.805
Lig293,-4.2,6.692,8.948
Lig293,-4.1,2.322,3.258
Lig293,-4.1,2.249,4.167
Lig294,-5.8,0.000,0.000
Lig294,-5.7,1.038,1.615
Lig294,-5.4,2.791,5.373
Lig294,-5.4,1.746,4.224
Lig294,-5.3,2.289,3.251
Lig294,-5.2,2.034,5.636
Lig294,-5.2,2.377,4.612
Lig294,-5.1,1.849,4.068
Lig294,-5.0,2.208,5.074
Lig294,-4.7,2.118,4.672
Lig294,-4.7,2.596,4.643
Lig294,-4.7,8.061,9.605
Lig294,-4.6,4.763,7.817
Lig294,-4.5,2.556,3.620
Lig294,-4.5,4.383,7.801
Lig294,-4.5,5.272,8.145
Lig294,-4.4,6.735,8.640
Lig294,-4.4,2.570,4.707
Lig294,-4.4,1.880,2.271
Lig294,-4.3,3.368,6.837
Lig295,-5.4,0.000,0.000
Lig295,-5.3,1.130,1.495
Lig295,-5.3,2.401,5.163
Lig295,-5.2,2.110,5.698
Lig295,-5.1,1.604,3.542
Lig295,-5.1,1.793,4.397
Lig295,-5.0,2.015,5.457
Lig295,-5.0,2.991,5.100
Lig295,-4.9,2.900,5.786
Lig295,-4.9,2.913,5.469
Lig295,-4.8,2.384,3.959
Lig295,-4.8,4.322,7.450
Lig295,-4.7,7.119,8.990
Lig295,-4.7,3.002,6.821
Lig295,-4.7,2.339,3.792
Lig295,-4.6,1.728,4.458
Lig295,-4.5,2.332,5.100
Lig295,-4.5,4.344,7.294
Lig295,-4.5,4.234,8.463
Lig295,-4.5,2.001,5.137
Lig296,-5.5,0.000,0.000
Lig296,-5.3,2.058,4.701
Lig296,-5.3,1.668,2.297
Lig296,-5.2,4.920,8.609
Lig296,-5.2,2.125,5.880
Lig296,-5.2,2.849,5.372
Lig296,-5.1,2.534,5.846
Lig296,-4.9,2.314,6.536
Lig296,-4.8,4.123,7.682
Lig296,-4.8,4.788,8.158
Lig296,-4.8,2.581,6.100
Lig296,-4.8,2.170,4.824
Lig296,-4.8,2.511,5.052
Lig296,-4.8,2.380,5.395
Lig296,-4.8,2.405,6.630
Lig296,-4.7,2.691,6.094
Lig296,-4.6,6.748,8.991
Lig296,-4.4,3.256,6.658
Lig296,-4.4,3.981,7.533
Lig296,-4.4,2.872,3.668
Lig297,-5.4,0.000,0.000
Lig297,-4.8,3.086,5.473
Lig297,-4.7,3.213,6.352
Lig297,-4.7,3.482,6.156
Lig297,-4.7,1.973,5.491
Lig297,-4.6,2.140,4.391
Lig297,-4.5,4.123,5.431
Lig297,-4.4,4.629,7.560
Lig297,-4.4,1.798,3.693
Lig297,-4.4,6.158,8.192
Lig297,-4.3,7.072,8.554
Lig297,-4.3,3.049,4.887
Lig297,-4.3,2.959,4.387
Lig297,-4.2,2.110,5.033
Lig297,-4.2,6.741,8.376
Lig297,-4.1,7.909,9.091
Lig297,-4.0,7.180,9.268
Lig297,-3.9,2.816,5.006
Lig297,-3.9,4.125,6.796
Lig297,-3.9,5.412,7.491
Lig298,-5.5,0.000,0.000
Lig298,-5.3,3.260,5.979
Lig298,-4.9,2.057,5.586
Lig298,-4.9,1.641,3.770
Lig298,-4.8,10.831,12.466
Lig298,-4.8,1.894,2.258
Lig298,-4.8,1.732,5.004
Lig298,-4.8,7.539,10.309
Lig298,-4.7,10.107,11.673
Lig298,-4.6,5.746,9.063
Lig298,-4.6,2.400,4.680
Lig298,-4.5,8.105,10.659
Lig298,-4.5,10.604,12.152
Lig298,-4.5,2.953,5.250
Lig298,-4.4,7.684,9.662
Lig298,-4.4,10.679,12.165
Lig298,-4.4,7.775,11.147
Lig298,-4.4,2.528,4.759
Lig298,-4.3,6.852,10.218
Lig298,-4.3,2.614,4.642
Lig299,-5.6,0.000,0.000
Lig299,-5.1,2.017,5.590
Lig299,-5.1,2.352,4.394
Lig299,-5.1,2.469,4.897
Lig299,-5.0,2.167,4.986
Lig299,-4.9,1.846,2.147
Lig299,-4.8,1.823,3.669
Lig299,-4.8,2.402,3.616
Lig299,-4.6,2.920,5.943
Lig299,-4.4,3.351,4.427
Lig299,-4.4,2.114,4.476
Lig299,-4.3,1.758,4.689
Lig299,-4.3,2.193,4.877
Lig299,-4.2,5.199,7.711
