Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig194,-5.8,4.210,7.367
Lig194,-5.8,2.083,4.768
Lig194,-5.7,2.494,4.924
Lig194,-5.7,2.876,4.932
Lig194,-5.7,2.205,5.223
Lig194,-5.6,2.778,4.973
Lig194,-5.6,2.310,5.274
Lig194,-5.5,2.390,2.849
Lig194,-5.5,2.725,4.708
Lig194,-5.5,3.526,4.859
Lig194,-5.5,6.116,8.112
Lig194,-5.4,3.065,6.433
Lig194,-5.4,2.903,5.155
Lig194,-5.3,3.542,6.292
Lig194,-5.3,4.863,8.258
Lig195,-6.0,0.000,0.000
Lig195,-5.9,3.071,5.956
Lig195,-5.9,2.423,4.890
Lig195,-5.8,1.771,2.978
Lig195,-5.8,4.023,6.856
Lig195,-5.6,4.244,7.158
Lig195,-5.6,3.554,5.998
Lig195,-5.5,2.157,5.397
Lig195,-5.4,3.608,5.693
Lig195,-5.4,2.406,3.418
Lig195,-5.3,3.504,5.679
Lig195,-5.3,4.346,7.301
Lig195,-5.3,3.353,5.575
Lig195,-5.3,3.584,5.182
Lig195,-5.1,2.729,4.344
Lig195,-5.1,6.562,8.654
Lig195,-5.0,4.867,6.996
Lig195,-5.0,2.956,4.821
Lig195,-5.0,3.952,6.588
Lig195,-4.9,3.407,6.883
Lig196,-6.5,0.000,0.000
Lig196,-6.1,5.128,8.916
Lig196,-6.0,2.104,2.944
Lig196,-6.0,5.157,8.972
Lig196,-5.8,6.483,9.400
Lig196,-5.8,1.380,3.900
Lig196,-5.8,6.684,9.400
Lig196,-5.7,4.077,7.678
Lig196,-5.6,8.228,11.566
Lig196,-5.6,7.370,10.159
Lig196,-5.6,8.568,11.133
Lig196,-5.5,9.095,11.912
Lig196,-5.4,4.725,7.387
Lig196,-5.4,3.969,6.352
Lig196,-5.4,8.018,10.996
Lig196,-5.2,8.875,11.853
Lig196,-5.2,8.404,12.282
Lig196,-5.2,5.990,9.155
Lig196,-5.2,7.892,10.980
Lig196,-5.1,9.231,11.989
Lig197,-6.8,0.000,0.000
Lig197,-6.8,2.598,7.115
Lig197,-6.8,3.757,8.754
Lig197,-6.7,1.512,1.663
Lig197,-6.4,4.876,8.117
Lig197,-6.3,3.398,6.946
Lig197,-6.3,3.773,8.726
Lig197,-6.3,2.389,4.315
Lig197,-6.2,2.566,7.141
Lig197,-6.2,4.473,8.038
Lig197,-5.8,2.299,7.087
Lig197,-5.8,2.649,7.596
Lig197,-5.6,4.818,7.447
Lig197,-5.6,3.777,6.750
Lig197,-5.6,4.687,8.101
Lig197,-5.6,7.955,10.083
Lig197,-5.6,1.596,2.126
Lig197,-5.5,3.091,7.276
Lig197,-5.4,2.659,7.915
Lig197,-5.4,5.424,8.682
Lig198,-6.6,0.000,0.000
Lig198,-6.4,2.849,4.792
Lig198,-5.6,2.152,2.431
Lig198,-5.6,2.034,3.520
Lig198,-5.4,2.222,6.731
Lig198,-5.3,2.308,3.829
Lig198,-5.3,2.409,3.624
Lig198,-5.3,2.012,2.858
Lig198,-5.1,1.672,2.126
Lig198,-5.0,2.849,6.772
Lig198,-4.9,2.392,6.452
Lig198,-4.9,4.358,6.228
Lig198,-4.8,4.462,6.110
Lig198,-4.8,2.553,4.160
Lig198,-4.8,3.839,6.855
Lig198,-4.8,3.690,7.490
Lig198,-4.7,3.236,6.478
Lig198,-4.6,3.165,7.502
Lig198,-4.6,4.597,9.165
Lig198,-4.5,4.646,6.985
Lig199,-6.8,0.000,0.000
Lig199,-6.5,3.211,4.947
Lig199,-6.5,3.093,5.087
Lig199,-6.5,7.994,10.178
Lig199,-6.3,4.017,9.102
Lig199,-6.2,2.626,4.919
Lig199,-6.2,2.417,7.243
Lig199,-6.2,2.240,3.768
Lig199,-6.2,4.229,8.467
Lig199,-5.8,3.072,6.884
Lig199,-5.8,1.595,2.118
Lig199,-5.7,4.539,9.799
Lig199,-5.7,2.808,7.798
Lig199,-5.7,8.035,9.068
Lig199,-5.5,3.099,7.432
Lig199,-5.5,8.437,10.203
Lig199,-5.5,7.820,10.570
Lig199,-5.4,2.275,3.859
Lig199,-5.4,2.366,3.038
Lig199,-5.4,3.854,6.741
Lig19,-6.1,0.000,0.000
Lig19,-5.6,2.910,6.306
Lig19,-5.6,2.923,4.240
Lig19,-5.5,7.609,10.096
Lig19,-5.5,8.765,10.189
Lig19,-5.3,4.515,6.284
Lig19,-5.3,2.971,4.696
Lig19,-5.3,3.317,4.581
Lig19,-5.3,3.393,4.785
Lig19,-5.2,2.323,3.315
Lig19,-5.2,8.500,9.964
Lig19,-5.0,8.025,10.034
Lig19,-5.0,7.686,10.256
Lig19,-5.0,2.968,4.697
Lig19,-5.0,2.993,4.173
Lig19,-4.9,4.125,5.470
Lig19,-4.9,4.554,7.035
Lig19,-4.9,3.721,6.584
Lig19,-4.9,4.174,6.118
Lig19,-4.7,3.683,5.649
Lig1,-5.7,0.000,0.000
Lig1,-5.6,2.493,5.579
Lig1,-5.5,3.736,5.993
Lig1,-5.4,4.516,7.279
Lig1,-5.4,2.090,3.247
Lig1,-5.3,5.453,7.740
Lig1,-5.3,5.769,7.875
Lig1,-5.2,3.611,5.424
Lig1,-5.1,4.722,8.084
Lig1,-4.8,5.059,6.939
Lig1,-4.8,4.643,6.693
Lig1,-4.7,5.219,8.365
Lig1,-4.7,4.762,8.314
Lig1,-4.6,4.290,5.604
Lig1,-4.6,4.258,6.490
Lig1,-4.5,7.859,11.905
Lig1,-4.5,2.600,3.976
Lig1,-4.3,9.481,11.489
Lig1,-4.3,6.827,9.118
Lig1,-4.2,3.838,6.240
Lig200,-6.6,0.000,0.000
Lig200,-6.5,2.902,5.056
Lig200,-6.3,2.219,3.793
Lig200,-6.3,2.675,4.871
Lig200,-6.2,2.779,4.949
Lig200,-6.2,3.473,8.833
Lig200,-6.1,3.947,8.333
Lig200,-6.1,1.734,2.344
Lig200,-6.1,4.177,9.013
Lig200,-6.1,6.602,8.739
Lig200,-6.0,3.257,7.745
Lig200,-6.0,8.438,9.935
Lig200,-5.8,3.908,8.781
Lig200,-5.8,2.971,8.504
Lig200,-5.8,2.375,7.343
Lig200,-5.8,3.087,8.218
Lig200,-5.6,2.617,7.131
Lig200,-5.6,4.042,8.218
Lig200,-5.6,7.128,9.557
Lig200,-5.5,2.489,4.051
Lig201,-6.7,0.000,0.000
Lig201,-6.7,3.693,6.366
Lig201,-6.5,2.727,7.036
Lig201,-6.2,4.582,8.697
Lig201,-6.2,3.628,7.889
Lig201,-6.0,2.701,7.830
Lig201,-5.9,3.963,6.563
Lig201,-5.9,1.743,1.833
Lig201,-5.8,2.839,6.990
Lig201,-5.7,3.098,4.110
Lig201,-5.6,3.431,6.079
Lig201,-5.6,3.111,8.848
Lig201,-5.6,3.633,5.993
Lig201,-5.3,2.279,7.412
Lig201,-5.2,9.340,11.781
Lig201,-5.2,3.245,5.410
Lig201,-5.1,7.813,9.483
Lig201,-5.0,2.465,3.843
Lig201,-5.0,4.077,9.000
Lig201,-4.9,5.843,8.232
Lig202,-6.4,0.000,0.000
Lig202,-6.3,2.795,7.808
Lig202,-6.2,2.660,7.036
Lig202,-6.1,4.595,8.740
Lig202,-6.0,3.626,7.912
Lig202,-6.0,2.196,7.565
Lig202,-6.0,3.796,6.642
Lig202,-5.9,6.293,8.418
Lig202,-5.9,4.790,7.191
Lig202,-5.8,3.218,5.380
Lig202,-5.8,3.608,5.830
Lig202,-5.8,3.724,6.514
Lig202,-5.7,2.431,3.994
Lig202,-5.7,9.680,11.601
Lig202,-5.7,3.866,6.240
Lig202,-5.7,2.606,7.529
Lig202,-5.7,2.883,7.555
Lig202,-5.6,8.127,10.039
Lig202,-5.6,3.603,5.810
Lig202,-5.6,6.247,8.038
Lig203,-6.0,0.000,0.000
Lig203,-5.7,2.768,6.006
Lig203,-5.7,4.016,7.126
Lig203,-5.6,3.317,5.568
Lig203,-5.6,2.659,4.273
Lig203,-5.5,2.026,4.455
Lig203,-5.5,2.375,5.518
Lig203,-5.4,2.732,5.026
Lig203,-5.4,2.581,4.670
Lig203,-5.4,2.283,5.062
Lig203,-5.3,5.083,8.620
Lig203,-5.2,2.715,3.490
Lig203,-5.2,4.999,8.155
Lig203,-5.2,2.853,6.314
Lig203,-5.1,1.884,2.167
Lig203,-5.1,3.410,4.958
Lig203,-5.1,3.574,4.931
Lig203,-5.1,4.751,6.197
Lig203,-4.9,2.808,3.923
Lig203,-4.9,4.821,7.554
Lig204,-5.9,0.000,0.000
Lig204,-5.9,1.096,1.372
Lig204,-5.8,1.740,4.170
Lig204,-5.4,5.013,7.246
Lig204,-5.3,4.959,8.474
Lig204,-5.3,1.846,4.946
Lig204,-5.3,3.282,5.510
Lig204,-5.2,4.654,7.929
Lig204,-5.2,1.903,2.833
Lig204,-5.2,3.101,3.975
Lig204,-5.1,3.954,6.848
Lig204,-5.1,3.083,6.468
Lig204,-5.1,2.895,6.263
Lig204,-5.1,2.388,3.036
Lig204,-5.0,5.125,6.224
Lig204,-5.0,5.336,8.904
Lig204,-4.9,4.558,5.807
Lig204,-4.8,5.036,7.616
Lig204,-4.7,5.631,7.269
Lig204,-4.7,2.969,5.009
Lig205,-6.5,0.000,0.000
Lig205,-6.3,3.218,4.602
Lig205,-6.2,3.837,7.651
Lig205,-6.1,3.375,5.549
Lig205,-6.0,2.885,3.450
Lig205,-6.0,2.243,4.829
Lig205,-6.0,3.258,4.911
Lig205,-5.9,2.161,4.274
Lig205,-5.8,2.579,5.846
Lig205,-5.8,2.947,4.820
Lig205,-5.7,2.618,6.005
Lig205,-5.7,2.785,5.752
Lig205,-5.6,1.981,2.347
Lig205,-5.6,3.545,6.490
Lig205,-5.6,8.392,9.471
Lig205,-5.5,5.473,9.104
Lig205,-5.5,5.658,8.695
Lig205,-5.5,2.811,6.013
Lig205,-5.2,2.640,5.916
Lig205,-5.1,4.349,6.484
Lig206,-6.1,0.000,0.000
Lig206,-6.0,2.836,7.241
Lig206,-6.0,4.095,6.685
Lig206,-6.0,3.753,6.220
Lig206,-6.0,5.252,8.347
Lig206,-5.9,4.273,6.869
Lig206,-5.9,3.049,7.204
Lig206,-5.8,2.790,7.261
Lig206,-5.7,4.449,7.206
Lig206,-5.6,3.568,7.589
Lig206,-5.6,3.603,6.260
Lig206,-5.6,5.925,8.780
Lig206,-5.6,3.663,5.339
Lig206,-5.6,4.542,7.222
Lig206,-5.6,2.389,4.121
Lig206,-5.6,3.428,8.524
Lig206,-5.6,2.234,6.901
Lig206,-5.4,2.714,8.101
Lig206,-5.3,7.311,10.484
Lig206,-5.3,5.211,9.738
Lig207,-6.2,0.000,0.000
Lig207,-6.0,1.510,2.316
Lig207,-5.9,2.305,4.377
Lig207,-5.9,2.825,6.306
Lig207,-5.8,3.137,4.298
Lig207,-5.8,2.179,5.810
Lig207,-5.7,2.217,5.036
Lig207,-5.7,2.940,5.794
Lig207,-5.7,3.697,5.750
Lig207,-5.7,2.341,5.238
Lig207,-5.6,1.602,1.997
Lig207,-5.6,2.057,2.743
Lig207,-5.6,2.929,5.367
Lig207,-5.5,5.285,8.099
Lig207,-5.5,3.040,5.413
Lig207,-5.5,4.660,6.480
Lig207,-5.5,2.657,5.003
Lig207,-5.5,5.329,7.585
Lig207,-5.4,4.953,8.515
Lig207,-5.3,2.538,5.797
Lig208,-5.7,0.000,0.000
Lig208,-5.6,8.008,11.070
Lig208,-5.6,1.734,3.871
Lig208,-5.6,7.275,10.313
Lig208,-5.5,2.031,3.988
Lig208,-5.5,11.470,12.765
Lig208,-5.5,1.456,2.135
Lig208,-5.3,8.268,11.505
Lig208,-5.1,3.358,7.663
Lig208,-5.1,10.807,12.831
Lig208,-5.1,1.839,2.620
Lig208,-5.0,9.985,12.496
Lig208,-5.0,11.620,12.752
Lig208,-4.9,1.852,2.097
Lig208,-4.9,4.337,6.574
Lig208,-4.7,2.018,6.060
Lig208,-4.7,3.624,6.968
Lig208,-4.7,2.794,3.412
Lig208,-4.6,10.055,12.945
Lig208,-4.6,11.174,13.029
Lig209,-6.1,0.000,0.000
Lig209,-6.0,1.642,4.636
Lig209,-6.0,1.747,4.093
Lig209,-6.0,1.632,3.921
Lig209,-5.9,2.128,4.461
Lig209,-5.7,1.506,2.205
Lig209,-5.5,2.037,2.809
Lig209,-5.5,2.248,4.569
Lig209,-5.4,1.726,5.698
Lig209,-5.4,2.658,4.858
Lig209,-5.4,6.239,7.810
Lig209,-5.4,2.600,6.834
Lig209,-5.3,4.622,7.122
Lig209,-5.3,3.931,6.410
Lig209,-5.1,2.234,5.865
Lig209,-5.0,4.430,6.908
Lig209,-5.0,3.061,6.883
Lig209,-5.0,7.215,8.924
Lig209,-4.9,3.678,6.220
Lig209,-4.9,5.691,8.022
Lig20,-6.2,0.000,0.000
Lig20,-6.0,2.907,6.192
Lig20,-5.8,3.849,7.490
Lig20,-5.8,3.163,6.893
Lig20,-5.8,3.719,6.961
Lig20,-5.7,3.746,7.429
Lig20,-5.6,1.811,3.277
Lig20,-5.5,4.046,6.981
Lig20,-5.5,4.154,6.819
Lig20,-5.4,3.661,7.327
Lig20,-5.4,3.506,6.399
Lig20,-5.2,4.483,7.722
Lig20,-5.1,4.152,6.820
Lig20,-5.1,2.688,4.478
Lig20,-5.1,1.849,3.085
Lig20,-5.0,4.180,5.366
Lig20,-4.9,2.760,4.493
Lig20,-4.8,4.877,7.384
Lig20,-4.7,3.464,6.687
Lig20,-4.6,2.434,2.983
Lig210,-6.4,0.000,0.000
Lig210,-6.0,2.161,6.654
Lig210,-5.9,1.847,6.094
Lig210,-5.9,2.018,6.356
Lig210,-5.8,2.059,4.988
Lig210,-5.8,2.105,5.295
Lig210,-5.7,3.813,6.490
Lig210,-5.7,7.657,9.841
Lig210,-5.7,2.228,4.606
Lig210,-5.6,1.571,2.424
Lig210,-5.6,2.031,5.406
Lig210,-5.5,1.618,4.446
Lig210,-5.4,5.136,7.452
Lig210,-5.4,3.808,6.913
Lig210,-5.4,3.598,7.881
Lig210,-5.3,7.173,9.484
Lig210,-5.2,2.114,4.711
Lig210,-5.2,4.355,7.110
Lig210,-5.2,7.232,9.584
Lig210,-5.2,2.013,3.868
Lig211,-6.0,0.000,0.000
Lig211,-5.9,3.255,5.184
Lig211,-5.9,3.484,4.634
Lig211,-5.9,3.293,5.880
Lig211,-5.9,4.121,5.882
Lig211,-5.9,1.523,1.876
Lig211,-5.9,3.339,7.745
Lig211,-5.8,3.823,6.347
Lig211,-5.8,2.831,4.981
Lig211,-5.6,2.695,6.595
Lig211,-5.4,4.118,7.866
Lig211,-5.4,4.523,6.121
Lig211,-5.3,3.651,6.269
Lig211,-5.3,3.857,5.918
Lig211,-5.2,3.890,6.821
Lig211,-5.2,3.613,4.642
Lig211,-5.1,4.273,7.325
Lig211,-5.1,3.197,4.234
Lig211,-5.1,4.743,7.661
Lig211,-5.0,2.314,6.590
Lig212,-6.1,0.000,0.000
Lig212,-6.1,4.204,7.494
Lig212,-6.1,4.007,7.346
Lig212,-6.0,3.183,7.951
Lig212,-5.9,4.499,7.031
Lig212,-5.9,4.775,6.929
Lig212,-5.8,2.284,4.354
Lig212,-5.8,2.680,4.606
Lig212,-5.7,1.919,2.784
Lig212,-5.7,2.687,6.999
Lig212,-5.6,3.877,8.004
Lig212,-5.5,1.678,4.022
Lig212,-5.5,3.314,5.738
Lig212,-5.5,2.217,2.748
Lig212,-5.4,4.251,6.561
Lig212,-5.4,5.903,7.900
Lig212,-5.4,4.689,7.988
Lig212,-5.3,4.399,7.805
Lig212,-5.1,7.309,10.135
Lig212,-5.0,4.026,7.653
Lig213,-5.9,0.000,0.000
Lig213,-5.5,1.957,4.719
Lig213,-5.5,3.480,6.867
Lig213,-5.5,2.181,5.332
Lig213,-5.4,2.895,5.747
Lig213,-5.3,3.060,4.389
Lig213,-5.3,3.660,6.106
Lig213,-5.2,2.283,5.317
Lig213,-5.0,2.127,5.356
Lig213,-5.0,2.955,4.668
Lig213,-4.9,2.866,5.324
Lig213,-4.9,4.821,8.179
Lig213,-4.8,4.359,6.824
Lig213,-4.7,2.541,5.123
Lig213,-4.7,2.522,3.688
Lig213,-4.6,5.187,7.377
Lig213,-4.6,6.363,9.460
Lig213,-4.6,5.752,8.436
Lig213,-4.6,3.750,4.887
Lig213,-4.6,2.755,3.906
Lig214,-5.9,0.000,0.000
Lig214,-5.8,1.836,5.348
Lig214,-5.7,2.045,5.250
Lig214,-5.7,1.719,4.100
Lig214,-5.6,2.227,3.771
Lig214,-5.6,3.824,6.459
Lig214,-5.3,2.921,6.554
Lig214,-5.3,6.550,8.591
Lig214,-5.3,3.835,6.262
Lig214,-5.2,4.248,5.995
Lig214,-5.2,6.863,8.765
Lig214,-5.1,3.683,6.604
Lig214,-5.0,2.618,6.440
Lig214,-4.9,3.016,6.588
Lig214,-4.9,2.635,5.699
Lig214,-4.8,4.073,6.339
Lig214,-4.8,2.360,5.671
Lig214,-4.7,2.066,5.587
Lig214,-4.7,4.408,7.706
Lig215,-6.2,0.000,0.000
Lig215,-5.9,2.933,7.631
Lig215,-5.8,5.306,8.994
Lig215,-5.7,2.688,7.373
Lig215,-5.6,2.542,4.536
Lig215,-5.6,5.386,8.870
Lig215,-5.6,5.918,10.173
Lig215,-5.4,4.249,7.103
Lig215,-5.4,3.152,6.968
Lig215,-5.4,5.073,7.966
Lig215,-5.1,3.523,8.637
Lig215,-5.1,5.584,8.474
Lig215,-4.9,8.634,11.090
Lig215,-4.8,2.436,5.393
Lig215,-4.8,1.850,3.974
Lig215,-4.7,2.696,4.792
Lig215,-4.7,6.836,10.376
Lig215,-4.7,3.932,6.470
Lig215,-4.6,3.521,8.678
Lig215,-4.6,7.351,10.204
Lig216,-5.8,0.000,0.000
Lig216,-5.3,10.893,13.754
Lig216,-5.2,2.658,5.814
Lig216,-5.1,1.611,2.453
Lig216,-5.1,6.279,9.313
Lig216,-5.0,8.671,11.580
Lig216,-5.0,7.147,9.902
Lig216,-4.9,8.079,10.681
Lig216,-4.9,2.548,6.123
Lig216,-4.9,10.529,13.373
Lig216,-4.8,10.075,12.995
Lig216,-4.8,7.866,11.044
Lig216,-4.8,2.484,5.336
Lig216,-4.8,7.681,10.527
Lig216,-4.7,7.645,10.494
Lig216,-4.7,3.584,5.824
Lig216,-4.6,2.524,5.445
Lig216,-4.5,10.514,13.308
Lig216,-4.5,3.150,5.536
Lig216,-4.4,11.711,14.700
Lig217,-6.4,0.000,0.000
Lig217,-6.4,3.965,9.272
Lig217,-6.4,1.603,2.076
Lig217,-6.0,3.236,8.346
Lig217,-5.7,4.384,9.568
Lig217,-5.7,6.403,9.574
Lig217,-5.6,1.624,1.983
Lig217,-5.6,2.521,4.499
Lig217,-5.5,4.747,7.610
Lig217,-5.4,2.492,7.188
Lig217,-5.4,2.701,7.106
Lig217,-5.3,2.065,2.741
Lig217,-5.3,5.362,8.603
Lig217,-5.2,3.709,6.371
Lig217,-5.1,4.958,6.691
Lig217,-5.0,3.762,5.792
Lig217,-5.0,5.857,8.273
Lig217,-4.7,3.654,5.945
Lig217,-4.7,5.493,9.654
Lig217,-4.7,2.847,4.934
Lig218,-6.6,0.000,0.000
Lig218,-6.1,1.564,2.071
Lig218,-6.1,4.416,9.309
Lig218,-5.8,3.665,7.329
Lig218,-5.8,2.542,7.885
Lig218,-5.7,1.458,3.000
Lig218,-5.6,2.000,7.455
Lig218,-5.3,3.452,5.355
Lig218,-5.3,1.714,2.067
Lig218,-5.3,2.250,3.479
Lig218,-5.2,5.236,9.737
Lig218,-5.1,3.618,7.813
Lig218,-5.1,3.112,5.114
Lig218,-5.1,4.750,7.286
Lig218,-5.0,3.788,4.992
Lig218,-5.0,3.869,6.157
Lig218,-4.9,2.597,7.654
Lig218,-4.8,3.791,9.087
Lig218,-4.8,6.993,11.017
Lig218,-4.7,4.862,9.117
Lig219,-6.5,0.000,0.000
Lig219,-6.3,1.988,3.210
Lig219,-6.0,3.740,4.954
Lig219,-6.0,7.882,10.272
Lig219,-5.9,7.680,10.477
Lig219,-5.8,6.153,8.066
Lig219,-5.8,6.164,8.404
Lig219,-5.7,3.842,6.632
Lig219,-5.6,2.782,5.909
Lig219,-5.6,5.827,7.934
Lig219,-5.5,3.412,6.207
Lig219,-5.5,8.500,11.128
Lig219,-5.5,2.398,3.538
Lig219,-5.4,3.739,5.510
Lig219,-5.4,3.931,6.534
Lig219,-5.3,3.523,6.885
Lig219,-5.3,2.802,3.962
Lig219,-5.2,5.359,8.229
Lig219,-5.2,5.205,8.003
Lig219,-5.2,3.656,6.570
Lig21,-6.7,0.000,0.000
Lig21,-6.2,4.042,7.690
Lig21,-5.8,3.697,7.273
Lig21,-5.7,4.157,7.866
Lig21,-5.6,2.927,4.796
Lig21,-5.6,3.947,6.687
Lig21,-5.5,3.156,6.475
Lig21,-5.3,2.475,4.348
Lig21,-5.2,3.383,7.061
Lig21,-5.1,1.754,2.212
Lig21,-5.1,3.596,6.997
Lig21,-5.1,2.336,3.777
Lig21,-5.1,2.167,3.262
Lig21,-4.9,2.618,3.816
Lig21,-4.9,4.588,6.880
Lig21,-4.8,3.979,6.935
Lig21,-4.7,2.341,3.036
Lig21,-4.7,4.714,8.159
Lig21,-4.6,3.473,6.609
Lig21,-4.6,3.267,4.626
Lig220,-6.3,0.000,0.000
Lig220,-6.1,1.580,2.043
Lig220,-6.1,9.501,12.808
Lig220,-6.0,4.434,5.141
Lig220,-6.0,4.004,6.993
Lig220,-5.9,12.928,14.493
Lig220,-5.7,8.547,11.307
Lig220,-5.6,2.810,4.171
Lig220,-5.6,4.336,6.422
Lig220,-5.5,9.461,12.698
Lig220,-5.4,13.205,14.222
Lig220,-5.4,4.713,7.837
Lig220,-5.3,9.300,12.368
Lig220,-5.3,5.850,8.340
Lig220,-5.2,2.021,3.166
Lig220,-5.2,9.793,12.485
Lig220,-5.2,3.911,6.744
Lig220,-5.1,4.498,6.802
Lig220,-5.0,3.552,5.310
Lig220,-5.0,4.595,7.258
Lig221,-6.3,0.000,0.000
Lig221,-6.2,2.735,4.004
Lig221,-5.8,1.585,2.015
Lig221,-5.8,11.312,12.668
Lig221,-5.7,9.399,10.957
Lig221,-5.7,12.363,14.668
Lig221,-5.7,12.576,14.104
Lig221,-5.6,13.784,15.471
Lig221,-5.6,12.119,14.265
Lig221,-5.4,14.178,16.257
Lig221,-5.4,12.545,14.593
Lig221,-5.3,9.703,11.269
Lig221,-5.1,10.741,12.318
Lig221,-5.1,3.567,5.243
Lig221,-5.0,11.702,13.747
Lig221,-5.0,13.945,15.967
Lig221,-5.0,12.216,14.089
Lig221,-4.9,13.234,15.347
Lig221,-4.9,12.551,14.321
Lig221,-4.7,10.392,11.734
Lig222,-6.8,0.000,0.000
Lig222,-6.6,8.709,11.756
Lig222,-6.0,10.894,12.824
Lig222,-5.9,4.242,6.979
Lig222,-5.9,1.406,1.692
Lig222,-5.8,4.861,7.605
Lig222,-5.8,3.887,4.305
Lig222,-5.6,3.614,7.071
Lig222,-5.6,2.573,3.029
Lig222,-5.5,9.116,11.598
Lig222,-5.5,3.284,3.954
Lig222,-5.4,4.119,6.995
Lig222,-5.4,5.386,7.455
Lig222,-5.2,3.814,6.492
Lig222,-5.2,1.640,2.102
Lig222,-5.1,4.169,6.844
Lig222,-4.9,2.483,2.956
Lig222,-4.9,5.213,8.211
Lig222,-4.8,2.604,4.035
Lig222,-4.7,4.120,7.678
Lig223,-6.4,0.000,0.000
Lig223,-6.1,1.788,8.296
Lig223,-6.1,3.597,9.702
Lig223,-6.1,4.355,8.190
Lig223,-5.9,4.527,10.223
Lig223,-5.6,4.738,9.375
Lig223,-5.6,3.959,10.409
Lig223,-5.5,2.900,9.032
Lig223,-5.5,5.260,10.541
Lig223,-5.2,2.067,8.458
Lig223,-5.2,2.861,8.347
Lig223,-5.1,4.857,7.888
Lig223,-5.1,2.067,2.623
Lig223,-5.1,4.392,9.675
Lig223,-5.0,2.842,4.356
Lig223,-5.0,4.440,7.773
Lig223,-4.9,3.482,8.673
Lig223,-4.9,4.385,7.341
Lig223,-4.6,4.176,4.930
Lig223,-4.5,10.466,11.739
Lig224,-6.9,0.000,0.000
Lig224,-6.2,4.827,7.885
Lig224,-6.2,3.524,9.193
Lig224,-6.1,1.678,2.915
Lig224,-6.0,4.906,10.412
Lig224,-6.0,1.933,8.232
Lig224,-5.8,1.991,8.211
Lig224,-5.8,2.255,8.246
Lig224,-5.7,5.718,9.624
Lig224,-5.7,4.358,9.485
Lig224,-5.6,3.803,8.395
Lig224,-5.6,5.088,6.421
Lig224,-5.6,3.956,9.463
Lig224,-5.6,2.033,2.427
Lig224,-5.3,2.602,3.804
Lig224,-5.1,3.390,4.380
Lig224,-5.1,2.556,2.842
Lig224,-5.0,5.304,10.321
Lig224,-5.0,4.954,5.615
Lig224,-4.7,4.392,4.966
Lig225,-5.2,0.000,0.000
Lig225,-5.2,1.879,2.534
Lig225,-5.2,2.520,4.679
Lig225,-5.1,2.769,5.137
Lig225,-5.1,1.628,2.130
Lig225,-4.9,2.019,3.831
Lig225,-4.9,2.221,3.982
Lig225,-4.7,3.162,5.342
Lig225,-4.7,9.186,10.363
Lig225,-4.7,2.113,4.170
Lig225,-4.6,8.070,10.009
Lig225,-4.6,1.822,4.305
Lig225,-4.6,8.234,9.186
Lig225,-4.5,2.062,2.595
Lig225,-4.5,2.486,5.254
Lig225,-4.5,9.112,10.547
Lig225,-4.5,1.685,3.236
Lig225,-4.5,7.781,9.802
Lig225,-4.4,8.000,10.137
Lig225,-4.4,9.248,11.159
Lig226,-5.4,0.000,0.000
Lig226,-5.3,1.872,2.593
Lig226,-5.2,2.085,4.859
Lig226,-5.2,2.170,4.031
Lig226,-5.0,2.018,4.466
Lig226,-5.0,2.040,5.013
Lig226,-4.9,3.061,5.930
Lig226,-4.8,1.760,3.889
Lig226,-4.8,2.173,4.839
Lig226,-4.7,2.597,4.083
Lig226,-4.6,2.723,4.634
Lig226,-4.6,3.253,5.249
Lig226,-4.5,6.539,9.313
Lig226,-4.5,7.885,9.408
Lig226,-4.5,2.220,4.424
Lig226,-4.5,1.998,3.688
Lig226,-4.4,2.400,5.643
Lig226,-4.4,1.713,3.371
Lig226,-4.4,3.116,5.204
Lig226,-4.3,2.817,3.700
Lig227,-7.0,0.000,0.000
Lig227,-6.8,3.233,4.950
Lig227,-6.8,2.447,7.045
Lig227,-6.5,2.659,4.921
Lig227,-6.3,4.099,8.189
Lig227,-6.3,2.469,4.325
Lig227,-6.3,2.144,3.850
Lig227,-6.2,3.231,5.663
Lig227,-6.2,3.995,6.762
Lig227,-6.2,3.376,8.306
Lig227,-6.1,3.764,8.863
Lig227,-6.1,3.187,7.812
Lig227,-6.0,3.214,8.729
Lig227,-5.8,2.028,3.171
Lig227,-5.8,2.669,4.916
Lig227,-5.7,7.617,9.573
Lig227,-5.6,3.164,6.814
Lig227,-5.6,4.579,7.020
Lig227,-5.5,8.927,10.466
Lig227,-5.5,7.838,9.739
Lig228,-6.9,0.000,0.000
Lig228,-6.6,3.349,5.326
Lig228,-6.4,2.442,7.136
Lig228,-6.4,3.493,8.943
Lig228,-6.2,3.379,8.059
Lig228,-6.0,2.377,7.994
Lig228,-5.9,3.034,7.292
Lig228,-5.9,4.119,8.484
Lig228,-5.9,3.335,8.565
Lig228,-5.9,2.692,4.973
Lig228,-5.8,3.816,6.744
Lig228,-5.8,2.540,4.404
Lig228,-5.7,7.042,9.559
Lig228,-5.6,5.610,8.349
Lig228,-5.6,1.627,2.249
Lig228,-5.6,2.104,3.608
Lig228,-5.6,4.085,9.115
Lig228,-5.5,8.083,10.467
Lig228,-5.5,4.826,9.221
Lig228,-5.4,7.084,9.298
Lig229,-5.5,0.000,0.000
