,Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
2959,Lig234,-5.9,2.096,5.257000000000001
2960,Lig234,-5.8,2.844,6.004
2961,Lig234,-5.6,2.524,6.349
2962,Lig234,-5.6,2.42,2.991
2963,Lig234,-5.6,2.8280000000000003,4.28
2964,Lig234,-5.5,2.718,7.202999999999999
2965,Lig234,-5.5,2.476,6.843999999999999
2966,Lig234,-5.4,2.116,2.863
2967,Lig234,-5.4,2.16,5.619
2968,Lig234,-5.4,2.215,6.697
2969,Lig234,-5.4,2.714,5.781000000000001
2970,Lig234,-5.4,4.484,8.192
2971,Lig234,-5.3,6.405,8.177
2972,Lig234,-5.2,3.097,7.154
2973,Lig235,-6.3,0.0,0.0
2974,Lig235,-6.3,4.846,7.095
2975,Lig235,-6.1,2.843,4.879
2976,Lig235,-6.0,4.433,6.897
2977,Lig235,-5.9,2.1319999999999997,5.695
2978,Lig235,-5.9,5.53,9.426
2979,Lig235,-5.7,3.1639999999999997,4.659
2980,Lig235,-5.7,3.2560000000000002,6.59
2981,Lig235,-5.7,8.451,10.825999999999999
2982,Lig235,-5.6,4.248,8.156
2983,Lig235,-5.5,3.37,5.459
2984,Lig235,-5.5,4.194,6.997999999999999
2985,Lig235,-5.5,4.455,6.5360000000000005
2986,Lig235,-5.4,7.0120000000000005,9.142999999999999
2987,Lig235,-5.3,3.452,5.182
2988,Lig235,-5.3,4.422,7.4639999999999995
2989,Lig235,-5.3,5.529,8.525
2990,Lig235,-5.2,4.346,7.122000000000001
2991,Lig235,-5.2,3.472,6.263999999999999
2992,Lig235,-5.2,3.718,6.959
2993,Lig236,-6.4,0.0,0.0
2994,Lig236,-6.2,5.949,7.478
2995,Lig236,-6.2,1.545,1.994
2996,Lig236,-6.2,2.563,4.038
2997,Lig236,-6.2,1.325,2.332
2998,Lig236,-6.1,4.842,6.776
2999,Lig236,-6.1,5.356,8.868
3000,Lig236,-6.0,2.887,4.378
3001,Lig236,-5.9,4.3919999999999995,7.102
3002,Lig236,-5.9,5.655,8.866
3003,Lig236,-5.9,5.638,7.28
3004,Lig236,-5.9,5.162999999999999,6.771
3005,Lig236,-5.9,4.8180000000000005,7.475
3006,Lig236,-5.8,3.2960000000000003,6.011
3007,Lig236,-5.8,2.858,6.186
3008,Lig236,-5.7,2.528,5.808
3009,Lig236,-5.7,3.375,6.044
3010,Lig236,-5.6,2.872,4.062
3011,Lig236,-5.6,3.91,6.312
3012,Lig236,-5.6,6.356,9.766
3013,Lig237,-6.7,0.0,0.0
3014,Lig237,-6.4,3.205,7.222
3015,Lig237,-6.3,3.6180000000000003,7.619
3016,Lig237,-5.8,3.66,6.24
3017,Lig237,-5.8,3.733,5.388
3018,Lig237,-5.7,3.8930000000000002,5.112
3019,Lig237,-5.4,4.545,7.85
3020,Lig237,-5.3,4.563,8.532
3021,Lig237,-5.3,5.13,8.309
3022,Lig237,-5.3,2.1719999999999997,2.983
3023,Lig237,-5.3,3.549,8.14
3024,Lig237,-5.2,4.82,7.292999999999999
3025,Lig237,-5.2,2.9819999999999998,4.5489999999999995
3026,Lig237,-5.0,5.516,8.663
3027,Lig237,-4.9,4.2,5.417000000000001
3028,Lig237,-4.9,5.897,8.562999999999999
3029,Lig237,-4.9,3.319,4.52
3030,Lig237,-4.9,4.42,8.687000000000001
3031,Lig237,-4.9,5.5089999999999995,8.368
3032,Lig237,-4.9,4.643,7.318
3033,Lig238,-5.6,0.0,0.0
3034,Lig238,-5.6,4.408,9.029
3035,Lig238,-5.5,10.624,12.719000000000001
3036,Lig238,-5.4,4.9430000000000005,9.743
3037,Lig238,-5.4,3.377,4.157
3038,Lig238,-5.3,1.595,1.837
3039,Lig238,-5.0,2.78,3.425
3040,Lig238,-5.0,3.943,5.558
3041,Lig238,-4.9,2.305,3.464
3042,Lig238,-4.8,2.977,4.441
3043,Lig238,-4.8,1.501,2.026
3044,Lig238,-4.8,3.111,4.428
3045,Lig238,-4.8,2.2119999999999997,3.397
3046,Lig238,-4.8,2.535,6.954
3047,Lig238,-4.8,3.358,7.599
3048,Lig238,-4.5,3.38,4.899
3049,Lig238,-4.4,3.23,4.907
3050,Lig238,-4.4,11.073,12.575999999999999
3051,Lig238,-4.3,4.2010000000000005,6.4
3052,Lig238,-4.3,10.957,12.54
3053,Lig239,-6.7,0.0,0.0
3054,Lig239,-6.7,6.372000000000001,10.002
3055,Lig239,-6.5,3.1069999999999998,8.652000000000001
3056,Lig239,-6.5,2.086,7.837000000000001
3057,Lig239,-6.2,2.9810000000000003,7.309
3058,Lig239,-6.2,3.278,5.4
3059,Lig239,-6.1,2.758,7.385
3060,Lig239,-6.1,6.308,9.142999999999999
3061,Lig239,-6.1,1.993,2.821
3062,Lig239,-6.1,3.207,7.027
3063,Lig239,-6.0,2.682,5.003
3064,Lig239,-6.0,5.0889999999999995,8.624
3065,Lig239,-6.0,3.477,6.89
3066,Lig239,-5.9,3.127,7.961
3067,Lig239,-5.9,2.832,7.535
3068,Lig239,-5.9,3.614,8.368
3069,Lig239,-5.9,4.059,8.238
3070,Lig239,-5.9,6.497999999999999,8.935
3071,Lig239,-5.8,2.0869999999999997,7.922000000000001
3072,Lig239,-5.7,3.676,5.69
3073,Lig23,-7.6,0.0,0.0
3074,Lig23,-7.4,2.647,4.499
3075,Lig23,-7.3,2.5540000000000003,3.4739999999999998
3076,Lig23,-7.2,0.691,1.692
3077,Lig23,-7.2,2.334,6.12
3078,Lig23,-7.1,2.717,6.351
3079,Lig23,-7.1,8.344,12.186
3080,Lig23,-7.0,2.3,5.846
3081,Lig23,-6.9,2.767,6.577999999999999
3082,Lig23,-6.8,8.169,11.237
3083,Lig23,-6.7,3.2960000000000003,6.442
3084,Lig23,-6.6,2.509,6.12
3085,Lig23,-6.5,1.5090000000000001,2.036
3086,Lig23,-6.4,8.299,12.397
3087,Lig23,-6.4,3.745,7.081
3088,Lig23,-6.4,9.79,13.085
3089,Lig23,-6.3,2.9939999999999998,7.702000000000001
3090,Lig23,-6.3,2.3040000000000003,3.017
3091,Lig23,-6.3,4.915,8.122
3092,Lig23,-6.2,3.1660000000000004,7.222
3093,Lig240,-6.9,0.0,0.0
3094,Lig240,-6.7,5.992000000000001,9.342
3095,Lig240,-6.6,1.939,2.878
3096,Lig240,-6.5,1.5019999999999998,6.9479999999999995
3097,Lig240,-6.3,6.704,10.199
3098,Lig240,-6.3,7.061,9.482999999999999
3099,Lig240,-6.3,7.712999999999999,11.208
3100,Lig240,-6.2,2.528,5.689
3101,Lig240,-6.1,1.8030000000000002,6.831
3102,Lig240,-6.1,6.688,11.481
3103,Lig240,-6.1,2.8569999999999998,4.225
3104,Lig240,-6.0,2.001,7.0760000000000005
3105,Lig240,-5.9,9.338,13.214
3106,Lig240,-5.9,7.657,12.058
3107,Lig240,-5.9,8.904,11.288
3108,Lig240,-5.8,7.382000000000001,11.112
3109,Lig240,-5.8,2.028,5.653
3110,Lig240,-5.7,6.88,10.649000000000001
3111,Lig240,-5.7,1.494,6.909
3112,Lig240,-5.4,8.07,10.831
3113,Lig241,-6.3,0.0,0.0
3114,Lig241,-5.8,2.028,3.054
3115,Lig241,-5.8,3.367,7.443
3116,Lig241,-5.7,3.557,7.357
3117,Lig241,-5.7,3.392,8.111
3118,Lig241,-5.6,3.386,7.141
3119,Lig241,-5.5,2.758,4.352
3120,Lig241,-5.4,5.872000000000001,9.75
3121,Lig241,-5.4,3.2889999999999997,5.652
3122,Lig241,-5.4,2.722,3.472
3123,Lig241,-5.3,3.457,7.075
3124,Lig241,-5.2,3.5389999999999997,4.8389999999999995
3125,Lig241,-5.1,6.077000000000001,10.061
3126,Lig241,-5.1,5.7989999999999995,9.347999999999999
3127,Lig241,-5.1,3.378,7.284
3128,Lig241,-5.0,3.739,7.379
3129,Lig241,-4.9,2.352,7.046
3130,Lig241,-4.8,2.8369999999999997,6.976
3131,Lig241,-4.8,5.375,9.552
3132,Lig241,-4.7,3.075,7.05
3133,Lig242,-6.4,0.0,0.0
3134,Lig242,-6.1,1.749,2.8
3135,Lig242,-5.9,1.93,2.975
3136,Lig242,-5.9,3.661,7.525
3137,Lig242,-5.7,3.695,8.372
3138,Lig242,-5.7,3.653,7.505
3139,Lig242,-5.5,5.193,9.585
3140,Lig242,-5.5,3.7910000000000004,8.125
3141,Lig242,-5.5,2.6439999999999997,4.033
3142,Lig242,-5.4,2.615,3.427
3143,Lig242,-5.4,3.114,4.82
3144,Lig242,-5.3,2.33,6.6
3145,Lig242,-5.3,3.451,6.999
3146,Lig242,-5.3,2.385,3.7560000000000002
3147,Lig242,-5.1,5.273,8.195
3148,Lig242,-5.0,1.8530000000000002,2.0180000000000002
3149,Lig242,-5.0,3.6239999999999997,5.8870000000000005
3150,Lig242,-5.0,2.918,6.962000000000001
3151,Lig242,-4.8,6.3629999999999995,10.503
3152,Lig242,-4.7,6.276,9.857999999999999
3153,Lig243,-5.6,0.0,0.0
3154,Lig243,-5.3,3.322,5.659
3155,Lig243,-5.3,2.5989999999999998,4.862
3156,Lig243,-5.2,2.4419999999999997,3.926
3157,Lig243,-5.0,2.351,4.926
3158,Lig243,-4.9,2.371,4.485
3159,Lig243,-4.7,2.363,4.793
3160,Lig243,-4.7,3.37,5.053
3161,Lig243,-4.7,1.936,3.7889999999999997
3162,Lig243,-4.5,4.303,7.392
3163,Lig243,-4.5,1.992,4.71
3164,Lig243,-4.4,2.16,4.761
3165,Lig243,-4.3,2.072,4.848
3166,Lig243,-4.3,7.244,8.943
3167,Lig243,-4.2,5.8020000000000005,7.256
3168,Lig243,-4.2,6.17,9.173
3169,Lig243,-4.2,4.096,7.093999999999999
3170,Lig243,-4.1,3.028,5.325
3171,Lig243,-4.1,8.935,10.117
3172,Lig243,-4.0,3.665,7.994
3173,Lig244,-5.8,0.0,0.0
3174,Lig244,-5.8,2.213,4.01
3175,Lig244,-5.7,2.0,4.311
3176,Lig244,-5.6,1.895,2.6630000000000003
3177,Lig244,-5.5,1.7990000000000002,4.622
3178,Lig244,-5.5,1.969,4.229
3179,Lig244,-5.5,1.7,2.332
3180,Lig244,-5.4,2.039,5.0889999999999995
3181,Lig244,-5.3,2.123,4.126
3182,Lig244,-5.2,1.84,4.23
3183,Lig244,-5.2,8.564,10.800999999999998
3184,Lig244,-5.1,2.7569999999999997,3.529
3185,Lig244,-5.1,2.3890000000000002,4.598
3186,Lig244,-5.1,4.973,8.169
3187,Lig244,-5.0,2.7230000000000003,5.272
3188,Lig244,-5.0,2.821,5.891
3189,Lig244,-4.9,2.852,4.011
3190,Lig244,-4.8,2.36,4.2669999999999995
3191,Lig244,-4.7,4.783,7.777
3192,Lig244,-4.7,3.042,4.521
3193,Lig245,-6.6,0.0,0.0
3194,Lig245,-6.4,0.996,1.7080000000000002
3195,Lig245,-6.1,3.117,4.276
3196,Lig245,-6.1,2.807,3.908
3197,Lig245,-6.1,3.6010000000000004,5.027
3198,Lig245,-5.9,3.608,5.2860000000000005
3199,Lig245,-5.9,4.493,6.761
3200,Lig245,-5.8,5.917999999999999,9.335
3201,Lig245,-5.8,2.5860000000000003,3.93
3202,Lig245,-5.8,4.658,8.728
3203,Lig245,-5.8,6.497999999999999,9.117
3204,Lig245,-5.8,2.5869999999999997,3.875
3205,Lig245,-5.7,2.943,4.085
3206,Lig245,-5.7,3.472,4.69
3207,Lig245,-5.7,3.139,4.953
3208,Lig245,-5.7,2.443,4.4830000000000005
3209,Lig245,-5.6,3.3139999999999996,5.682
3210,Lig245,-5.5,3.451,5.121
3211,Lig245,-5.5,4.084,6.845
3212,Lig245,-5.4,2.495,3.69
3213,Lig246,-7.5,0.0,0.0
3214,Lig246,-7.4,1.304,2.334
3215,Lig246,-7.0,3.594,7.67
3216,Lig246,-6.9,1.389,2.347
3217,Lig246,-6.9,3.904,6.73
3218,Lig246,-6.9,3.5810000000000004,8.067
3219,Lig246,-6.8,1.921,3.285
3220,Lig246,-6.6,3.562,8.354
3221,Lig246,-6.6,2.655,8.498
3222,Lig246,-6.4,4.149,6.169
3223,Lig246,-6.2,3.0039999999999996,6.532
3224,Lig246,-6.2,3.648,8.542
3225,Lig246,-6.2,2.076,7.4270000000000005
3226,Lig246,-6.2,2.687,8.891
3227,Lig246,-6.1,5.683,9.062999999999999
3228,Lig246,-6.1,3.8989999999999996,8.835
3229,Lig246,-6.1,3.548,8.146
3230,Lig246,-6.0,2.289,3.215
3231,Lig246,-5.9,4.454,7.412999999999999
3232,Lig246,-5.9,2.718,6.797000000000001
3233,Lig247,-5.8,0.0,0.0
3234,Lig247,-5.6,2.7039999999999997,3.286
3235,Lig247,-5.6,2.371,3.42
3236,Lig247,-5.4,2.63,4.772
3237,Lig247,-5.3,8.353,9.993
3238,Lig247,-5.2,2.396,4.67
3239,Lig247,-5.2,2.745,5.093999999999999
3240,Lig247,-5.1,3.495,6.183
3241,Lig247,-5.1,5.581,7.3389999999999995
3242,Lig247,-5.0,4.0889999999999995,8.425
3243,Lig247,-5.0,3.388,5.811
3244,Lig247,-5.0,2.068,5.225
3245,Lig247,-5.0,2.742,5.092
3246,Lig247,-4.8,2.9619999999999997,4.159
3247,Lig247,-4.7,6.28,9.027999999999999
3248,Lig247,-4.6,3.015,4.513999999999999
3249,Lig247,-4.6,5.813,8.133
3250,Lig247,-4.5,2.8989999999999996,5.02
3251,Lig247,-4.5,6.256,8.101
3252,Lig247,-4.5,2.7769999999999997,6.034
3253,Lig248,-5.5,0.0,0.0
3254,Lig248,-5.5,1.895,4.305
3255,Lig248,-5.2,2.414,4.9639999999999995
3256,Lig248,-5.1,2.9019999999999997,5.023
3257,Lig248,-5.0,2.407,3.3710000000000004
3258,Lig248,-4.9,2.617,4.666
3259,Lig248,-4.9,2.438,2.897
3260,Lig248,-4.8,2.722,5.197
3261,Lig248,-4.7,3.9739999999999998,5.215
3262,Lig248,-4.7,2.761,5.22
3263,Lig248,-4.7,3.2689999999999997,4.422
3264,Lig248,-4.7,2.428,4.935
3265,Lig248,-4.7,8.254,9.533999999999999
3266,Lig248,-4.7,5.095,7.31
3267,Lig248,-4.6,2.859,3.5410000000000004
3268,Lig248,-4.5,3.623,4.977
3269,Lig248,-4.5,3.593,5.9670000000000005
3270,Lig248,-4.4,4.658,7.477
3271,Lig248,-4.4,7.392,8.707
3272,Lig248,-4.3,7.912999999999999,10.347999999999999
3273,Lig249,-5.9,0.0,0.0
3274,Lig249,-5.6,1.175,1.4569999999999999
3275,Lig249,-5.3,2.7460000000000004,5.0489999999999995
3276,Lig249,-5.1,1.9509999999999998,4.323
3277,Lig249,-4.8,2.6519999999999997,3.8360000000000003
3278,Lig249,-4.7,2.109,4.496
3279,Lig249,-4.7,4.507,7.16
3280,Lig249,-4.7,1.99,4.8660000000000005
3281,Lig249,-4.6,6.732,10.421
3282,Lig249,-4.6,3.09,5.325
3283,Lig249,-4.6,2.125,4.123
3284,Lig249,-4.5,2.7310000000000003,5.263
3285,Lig249,-4.3,5.048,7.029
3286,Lig249,-4.3,2.782,4.935
3287,Lig249,-4.2,2.425,3.7460000000000004
3288,Lig249,-4.1,5.569,7.035
3289,Lig249,-4.1,4.445,6.841
3290,Lig249,-3.9,7.019,9.512
3291,Lig249,-3.9,4.712,6.992000000000001
3292,Lig249,-3.9,7.3660000000000005,10.103
3293,Lig24,-7.3,0.0,0.0
3294,Lig24,-7.2,2.008,5.942
3295,Lig24,-7.2,1.232,2.0580000000000003
3296,Lig24,-7.1,2.1590000000000003,3.363
3297,Lig24,-6.9,2.307,5.983
3298,Lig24,-6.7,2.628,4.0760000000000005
3299,Lig24,-6.7,2.49,4.025
3300,Lig24,-6.7,2.447,5.817
3301,Lig24,-6.6,1.422,2.017
3302,Lig24,-6.6,4.0489999999999995,6.045
3303,Lig24,-6.5,5.1579999999999995,9.692
3304,Lig24,-6.5,2.17,8.676
3305,Lig24,-6.4,4.4030000000000005,9.638
3306,Lig24,-6.4,2.458,4.612
3307,Lig24,-6.4,3.755,9.245
3308,Lig24,-6.3,2.418,6.135
3309,Lig24,-6.3,2.387,3.508
3310,Lig24,-6.2,4.843999999999999,6.81
3311,Lig24,-6.2,1.633,2.591
3312,Lig24,-5.9,3.0660000000000003,5.881
3313,Lig250,-5.9,0.0,0.0
3314,Lig250,-5.9,2.617,4.838
3315,Lig250,-5.6,2.908,5.202000000000001
3316,Lig250,-5.0,2.799,3.86
3317,Lig250,-5.0,4.762,7.25
3318,Lig250,-4.9,3.335,5.626
3319,Lig250,-4.9,2.045,5.157
3320,Lig250,-4.9,2.246,3.3789999999999996
3321,Lig250,-4.8,1.8840000000000001,4.553
3322,Lig250,-4.8,2.002,5.541
3323,Lig250,-4.8,3.534,6.367999999999999
3324,Lig250,-4.7,3.582,5.9270000000000005
3325,Lig250,-4.6,1.715,4.685
3326,Lig250,-4.5,2.407,4.732
3327,Lig250,-4.5,6.921,10.386
3328,Lig250,-4.4,2.8989999999999996,4.088
3329,Lig250,-4.4,5.557,8.407
3330,Lig250,-4.3,2.222,4.523
3331,Lig250,-4.2,4.401,5.66
3332,Lig250,-4.1,6.4510000000000005,8.87
3333,Lig251,-6.1,0.0,0.0
3334,Lig251,-6.0,1.422,1.7
3335,Lig251,-6.0,2.105,2.531
3336,Lig251,-5.9,3.748,6.747999999999999
3337,Lig251,-5.9,3.12,5.164
3338,Lig251,-5.8,4.688,7.334
3339,Lig251,-5.7,3.5380000000000003,5.86
3340,Lig251,-5.7,2.873,4.958
3341,Lig251,-5.6,2.844,5.127000000000001
3342,Lig251,-5.6,2.804,4.935
3343,Lig251,-5.5,2.3409999999999997,2.83
3344,Lig251,-5.5,3.051,3.458
3345,Lig251,-5.4,3.359,5.207000000000001
3346,Lig251,-5.4,2.468,2.577
3347,Lig251,-5.1,7.796,9.097000000000001
3348,Lig251,-5.1,6.025,7.886
3349,Lig251,-4.9,2.991,4.13
3350,Lig251,-4.9,6.95,8.958
3351,Lig251,-4.9,4.824,7.207000000000001
3352,Lig251,-4.7,5.725,8.312000000000001
3353,Lig252,-6.3,0.0,0.0
3354,Lig252,-6.2,2.496,4.167
3355,Lig252,-6.2,3.045,4.321000000000001
3356,Lig252,-6.0,2.494,4.531000000000001
3357,Lig252,-5.9,5.162999999999999,7.343
3358,Lig252,-5.8,2.945,4.414
3359,Lig252,-5.7,4.445,6.357
3360,Lig252,-5.5,4.527,7.871
3361,Lig252,-5.5,4.878,6.796
3362,Lig252,-5.5,4.906000000000001,6.426
3363,Lig252,-5.4,2.427,2.908
3364,Lig252,-5.4,5.2860000000000005,8.504
3365,Lig252,-5.3,6.129,8.164
3366,Lig252,-5.1,1.847,4.718
3367,Lig252,-4.9,4.9639999999999995,7.531000000000001
3368,Lig252,-4.9,3.4530000000000003,5.97
3369,Lig252,-4.8,4.055,6.013
3370,Lig252,-4.8,2.5180000000000002,3.05
3371,Lig252,-4.7,3.687,5.4510000000000005
3372,Lig252,-4.7,4.623,7.019
3373,Lig253,-4.9,0.0,0.0
3374,Lig253,-4.8,2.123,3.5260000000000002
3375,Lig253,-4.7,8.951,10.042
3376,Lig253,-4.7,3.6310000000000002,5.614
3377,Lig253,-4.7,1.643,2.926
3378,Lig253,-4.6,1.9069999999999998,3.76
3379,Lig253,-4.6,1.881,2.333
3380,Lig253,-4.5,3.035,4.836
3381,Lig253,-4.5,2.951,5.01
3382,Lig253,-4.3,3.384,4.9
3383,Lig253,-4.2,2.802,4.731
3384,Lig253,-4.1,2.43,3.932
3385,Lig253,-4.1,6.32,8.014
3386,Lig253,-4.0,8.67,9.777999999999999
3387,Lig253,-3.9,6.309,8.017999999999999
3388,Lig253,-3.9,3.4610000000000003,5.392
3389,Lig253,-3.9,2.978,4.3
3390,Lig253,-3.8,2.7060000000000004,3.968
3391,Lig253,-3.8,2.9560000000000004,4.478
3392,Lig253,-3.3,9.522,10.459000000000001
3393,Lig254,-4.9,0.0,0.0
3394,Lig254,-4.8,9.342,10.238999999999999
3395,Lig254,-4.8,7.765,9.006
3396,Lig254,-4.8,8.445,9.375
3397,Lig254,-4.8,9.449,10.913
3398,Lig254,-4.7,8.629,10.335999999999999
3399,Lig254,-4.5,10.545,12.212
3400,Lig254,-4.4,8.392000000000001,9.607000000000001
3401,Lig254,-4.4,2.1959999999999997,3.622
3402,Lig254,-4.3,8.171,10.129
3403,Lig254,-4.2,4.262,6.372999999999999
3404,Lig254,-4.1,6.937,8.017999999999999
3405,Lig254,-4.1,4.71,7.47
3406,Lig254,-4.1,5.417000000000001,6.8
3407,Lig254,-4.0,4.888,7.684
3408,Lig254,-4.0,6.757999999999999,7.709
3409,Lig254,-3.9,12.940999999999999,14.030999999999999
3410,Lig254,-3.9,3.6,5.3020000000000005
3411,Lig254,-3.8,4.901,7.0329999999999995
3412,Lig254,-3.8,11.187999999999999,12.360999999999999
3413,Lig255,-5.6,0.0,0.0
3414,Lig255,-5.4,3.168,5.62
3415,Lig255,-5.2,2.041,4.655
3416,Lig255,-5.2,5.843,8.075
3417,Lig255,-5.1,1.035,1.794
3418,Lig255,-5.0,7.226,9.047
3419,Lig255,-5.0,2.51,3.937
3420,Lig255,-4.9,3.4610000000000003,6.191
3421,Lig255,-4.8,2.294,5.976
3422,Lig255,-4.8,2.189,4.465
3423,Lig255,-4.8,1.944,4.203
3424,Lig255,-4.8,2.66,5.26
3425,Lig255,-4.8,1.972,5.043
3426,Lig255,-4.7,3.303,6.316
3427,Lig255,-4.7,3.082,5.189
3428,Lig255,-4.6,2.006,3.385
3429,Lig255,-4.4,4.6739999999999995,7.022
3430,Lig255,-4.3,3.819,6.827999999999999
3431,Lig255,-4.3,6.965,8.625
3432,Lig255,-4.3,3.304,5.375
3433,Lig256,-5.9,0.0,0.0
3434,Lig256,-5.8,2.503,4.848
3435,Lig256,-5.6,3.0069999999999997,5.251
3436,Lig256,-5.5,5.904,7.974
3437,Lig256,-5.4,3.0210000000000004,5.287000000000001
3438,Lig256,-5.3,1.922,4.595
3439,Lig256,-5.1,2.176,4.666
3440,Lig256,-4.9,6.9110000000000005,8.775
3441,Lig256,-4.9,5.332999999999999,8.275
3442,Lig256,-4.8,5.078,6.856
3443,Lig256,-4.8,2.112,5.099
3444,Lig256,-4.8,1.642,4.939
3445,Lig256,-4.8,2.008,4.462
3446,Lig256,-4.8,3.5780000000000003,6.572
3447,Lig256,-4.7,6.484,9.709
3448,Lig256,-4.7,3.766,6.05
3449,Lig256,-4.6,4.289,5.581
3450,Lig256,-4.5,1.8630000000000002,4.73
3451,Lig256,-4.5,4.34,6.686
3452,Lig256,-4.5,6.626,8.181000000000001
3453,Lig257,-6.0,0.0,0.0
3454,Lig257,-5.9,3.295,6.393
3455,Lig257,-5.9,3.716,5.665
3456,Lig257,-5.9,2.594,4.223
3457,Lig257,-5.8,4.67,7.401
3458,Lig257,-5.8,4.771,7.079
3459,Lig257,-5.8,3.542,5.269
3460,Lig257,-5.8,6.79,9.977
3461,Lig257,-5.7,1.8159999999999998,2.6260000000000003
3462,Lig257,-5.7,2.9010000000000002,3.405
3463,Lig257,-5.7,5.907,8.275
3464,Lig257,-5.6,3.3139999999999996,5.42
3465,Lig257,-5.6,3.035,4.891
3466,Lig257,-5.5,4.257,6.291
3467,Lig257,-5.5,3.258,5.979
3468,Lig257,-5.5,2.833,4.376
3469,Lig257,-5.5,2.0869999999999997,3.492
3470,Lig257,-5.4,4.041,6.022
3471,Lig257,-5.3,2.8480000000000003,4.215
3472,Lig257,-5.3,3.214,5.707000000000001
3473,Lig258,-6.4,0.0,0.0
3474,Lig258,-6.2,5.814,8.234
3475,Lig258,-6.1,4.575,7.107
3476,Lig258,-6.0,3.9219999999999997,7.122999999999999
3477,Lig258,-5.9,8.504,11.162
3478,Lig258,-5.9,4.391,7.091
3479,Lig258,-5.9,8.324,10.372
3480,Lig258,-5.9,7.318,10.407
3481,Lig258,-5.8,1.76,4.024
3482,Lig258,-5.8,4.248,6.975
3483,Lig258,-5.7,4.526,6.877999999999999
3484,Lig258,-5.7,5.34,9.071
3485,Lig258,-5.7,4.813,8.235
3486,Lig258,-5.6,7.397,9.996
3487,Lig258,-5.5,7.524,10.236
3488,Lig258,-5.4,7.841,11.557
3489,Lig258,-5.3,8.204,10.13
3490,Lig258,-5.2,8.976,11.081
3491,Lig258,-5.1,5.534,7.582000000000001
3492,Lig258,-5.0,3.5439999999999996,5.757000000000001
3493,Lig259,-6.2,0.0,0.0
3494,Lig259,-6.1,2.342,4.498
3495,Lig259,-6.0,1.8619999999999999,4.958
3496,Lig259,-5.9,2.5380000000000003,3.556
3497,Lig259,-5.9,2.5869999999999997,4.8180000000000005
3498,Lig259,-5.8,2.169,5.04
3499,Lig259,-5.7,4.401,6.912000000000001
3500,Lig259,-5.7,2.146,4.388999999999999
3501,Lig259,-5.6,1.83,2.254
3502,Lig259,-5.6,1.9780000000000002,2.861
3503,Lig259,-5.5,8.898,10.055
3504,Lig259,-5.4,4.212,6.417999999999999
3505,Lig259,-5.3,1.965,2.181
3506,Lig259,-5.3,3.802,7.9639999999999995
3507,Lig259,-5.3,4.317,6.211
3508,Lig259,-5.3,2.439,4.921
3509,Lig259,-5.3,3.699,7.402
3510,Lig259,-5.2,3.255,5.4270000000000005
3511,Lig259,-5.2,1.931,4.685
3512,Lig259,-5.0,4.25,7.027
3513,Lig25,-7.0,0.0,0.0
3514,Lig25,-6.9,3.676,5.778
3515,Lig25,-6.8,3.812,6.1370000000000005
3516,Lig25,-6.8,6.325,11.587
3517,Lig25,-6.7,2.372,8.883
3518,Lig25,-6.6,2.537,9.14
3519,Lig25,-6.6,1.848,2.9139999999999997
3520,Lig25,-6.5,1.902,8.297
3521,Lig25,-6.5,3.662,6.221
3522,Lig25,-6.5,2.126,7.728
3523,Lig25,-6.4,3.028,5.165
3524,Lig25,-6.3,3.698,10.101
3525,Lig25,-6.3,3.533,6.178999999999999
3526,Lig25,-6.2,1.857,7.539
3527,Lig25,-6.1,5.196000000000001,8.972999999999999
3528,Lig25,-6.1,4.532,10.008
3529,Lig25,-6.1,7.399,11.26
3530,Lig25,-6.0,3.02,9.121
3531,Lig25,-5.9,7.949,12.793
3532,Lig25,-5.9,9.465,12.805
3533,Lig260,-6.1,0.0,0.0
3534,Lig260,-5.9,2.694,4.997
3535,Lig260,-5.8,0.97,1.925
3536,Lig260,-5.8,1.515,2.388
3537,Lig260,-5.8,1.815,3.313
3538,Lig260,-5.7,4.191,7.69
3539,Lig260,-5.7,2.378,4.453
3540,Lig260,-5.6,3.0189999999999997,4.006
3541,Lig260,-5.6,2.26,4.721
3542,Lig260,-5.5,3.013,5.404
3543,Lig260,-5.5,1.895,3.0980000000000003
3544,Lig260,-5.4,1.821,4.216
3545,Lig260,-5.3,2.5989999999999998,4.857
3546,Lig260,-5.2,4.879,8.482999999999999
3547,Lig260,-5.2,4.916,6.468999999999999
3548,Lig260,-5.2,2.283,2.9810000000000003
3549,Lig260,-5.1,2.659,5.375
3550,Lig260,-5.1,2.7680000000000002,4.79
3551,Lig260,-5.0,2.798,5.098
3552,Lig260,-4.9,2.542,5.22
3553,Lig261,-6.4,0.0,0.0
3554,Lig261,-6.2,2.8810000000000002,4.3580000000000005
3555,Lig261,-6.0,2.6319999999999997,4.838
3556,Lig261,-5.9,4.183,7.472
3557,Lig261,-5.8,2.903,4.973
3558,Lig261,-5.8,2.476,4.456
3559,Lig261,-5.7,2.64,5.5889999999999995
3560,Lig261,-5.7,4.17,8.698
3561,Lig261,-5.7,2.533,5.739
3562,Lig261,-5.6,2.209,2.528
3563,Lig261,-5.6,2.546,5.478
3564,Lig261,-5.5,2.9610000000000003,4.891
3565,Lig261,-5.5,4.354,7.341
3566,Lig261,-5.5,4.817,6.285
3567,Lig261,-5.4,2.2,5.787000000000001
3568,Lig261,-5.4,3.259,6.272
