,q_3c,d_3c,f_3c,ECR,Molecule
98,0.0002258290471306333,0.003040503131260899,8.30778636586967e-05,0.003349410042050229,99
9,0.0018441583700620008,0.00039141887746128867,0.0010120955722902195,0.003247672819813509,10
114,2.6305506355803187e-05,0.0027511610028203614,0.00020433857192320333,0.002981805081099368,115
6,0.0027511610028203614,3.377693875969222e-05,2.1537127028784376e-05,0.002806475068608838,7
147,0.0003723291535462169,0.002142606343352009,0.00021481523453761698,0.002729750731435843,148
88,3.377693875969222e-05,0.0009157819444367089,0.0007497788410238852,0.0016993377242202862,89
21,0.0005554498269121153,0.0010120955722902195,4.3370447865350125e-05,0.001610915847067685,22
53,0.0010639868219188583,6.154559513367405e-05,0.0004780800965271752,0.0016036125135797075,54
67,4.559409827772581e-05,0.00033689734995427336,0.0011758872928004553,0.0015583787410324546,68
36,0.00023740754997057388,0.00026237591995906923,0.000962735088769346,0.001462518558698989,37
46,0.0001066740885018854,0.0012995564389377673,2.9072080609687777e-05,0.0014353026080493405,47
25,0.0005025917872316793,4.3370447865350125e-05,0.0008286337700880627,0.001374596005185092,26
151,0.0003204666723128192,0.0008711187319746757,9.652270681138547e-05,0.0012881081110988801,152
26,0.00041148735245100153,0.0003541704464526059,0.0005025917872316793,0.0012682495861352867,27
56,8.733735681305598e-05,0.0004780800965271752,0.0005554498269121153,0.0011208672802523465,57
85,3.924320406554658e-05,0.0001302920259204249,0.0007882208242427243,0.0009577560542286958,86
75,0.00024957969534551087,4.125524616329523e-05,0.0006453406290239936,0.0009361755705327996,76
60,7.150577991539372e-05,0.0007497788410238852,7.902610843681085e-05,0.0009003107293760898,61
41,0.00013697224093841843,2.9072080609687777e-05,0.0006784279506100467,0.000844472272158153,42
95,0.0007497788410238852,2.6305506355803187e-05,3.377693875969222e-05,0.0008098612861393806,96
32,0.00033689734995427336,0.00021481523453761698,0.0002258290471306333,0.0007775416316225237,33
93,0.00039141887746128867,0.00020433857192320333,0.0001302920259204249,0.0007260494753049169,94
55,7.902610843681085e-05,0.00027582822103803856,0.00033689734995427336,0.0006917516794291228,56
38,0.00017587583874560642,3.732929041883396e-05,0.0004547638550847908,0.0006679689842492312,39
146,0.0001302920259204249,0.00011214338597429017,0.0003048373282757819,0.000547272740170497,147
132,3.0562638056478614e-05,0.0004547638550847908,6.154559513367405e-05,0.0005468720882749435,133
59,6.80184018773947e-05,2.3802206451113468e-05,0.0004325847601560317,0.0005244053684845399,60
91,3.2129618017777894e-05,0.00011789310032451164,0.0003723291535462169,0.0005223518718885064,92
143,0.0001848931858241466,2.502257167203054e-05,0.00024957969534551087,0.000459495452841688,144
37,0.00021481523453761698,4.559409827772581e-05,0.0001848931858241466,0.0004453025186394894,38
65,5.8543981039558724e-05,6.47011052732924e-05,0.0002899702363421071,0.00041321532265495823,66
39,0.0001672982728735636,0.0001066740885018854,0.00013697224093841843,0.00041094460231386746,40
61,6.154559513367405e-05,5.8543981039558724e-05,0.00027582822103803856,0.00039591779721127136,62
152,0.00015137773726879076,0.00017587583874560642,5.038927145242552e-05,0.0003776428474668227,153
149,5.5688757392240165e-05,0.0001848931858241466,7.150577991539372e-05,0.00031208772313178043,150
124,2.3802206451113468e-05,0.0002258290471306333,4.559409827772581e-05,0.00029522535185947264,125
142,0.00012393760883331792,2.2641359144339846e-05,0.00011789310032451164,0.0002644720683021694,143
127,8.30778636586967e-05,9.181523885144535e-05,8.733735681305598e-05,0.00026223045932319804,128
150,0.00011789310032451164,7.517195964887862e-05,5.8543981039558724e-05,0.000251609041012949,151
112,2.9072080609687777e-05,4.793175768470099e-05,0.00014399495790441214,0.0002209987961988009,113
144,2.1537127028784376e-05,2.1537127028784376e-05,0.00015137773726879076,0.00019445199132635951,145
64,5.297278464538051e-05,9.652270681138547e-05,2.765421850739168e-05,0.00017714970996415768,65
121,4.793175768470099e-05,5.038927145242552e-05,6.80184018773947e-05,0.00016633943101452121,122
92,9.181523885144535e-05,3.0562638056478614e-05,2.6305506355803187e-05,0.00014868338326372716,93
140,2.502257167203054e-05,3.5508719442127454e-05,2.2641359144339846e-05,8.317265025849784e-05,141
126,2.2641359144339846e-05,2.765421850739168e-05,2.502257167203054e-05,7.531814932376207e-05,127
