,q_2n,d_2n,f_2n,ECR,Molecule
146,0.00013697224093841843,4.793175768470099e-05,0.0003541704464526059,0.0005390744450757253,147
60,7.902610843681085e-05,0.00041148735245100153,2.1537127028784376e-05,0.0005120505879165968,61
151,0.0003048373282757819,4.559409827772581e-05,0.00015137773726879076,0.0005018091638222985,152
140,2.3802206451113468e-05,9.181523885144535e-05,0.0002899702363421071,0.0004055876816446659,141
55,8.30778636586967e-05,2.1537127028784376e-05,0.00026237591995906923,0.00036699091064655034,56
152,0.00015137773726879076,0.00015913903982548333,3.732929041883396e-05,0.000347846067513108,153
61,6.154559513367405e-05,3.377693875969222e-05,0.0002258290471306333,0.00032115158102399957,62
121,4.3370447865350125e-05,3.732929041883396e-05,0.00023740754997057388,0.00031810728825475794,122
112,2.765421850739168e-05,3.2129618017777894e-05,0.00024957969534551087,0.0003093635318706804,113
83,3.924320406554658e-05,8.733735681305598e-05,0.0001014715318147867,0.00022805209269338928,84
144,2.1537127028784376e-05,5.297278464538051e-05,0.0001302920259204249,0.0002048019375945898,145
149,5.8543981039558724e-05,6.80184018773947e-05,3.2129618017777894e-05,0.00015869200093473131,150
