Number,Molecule,affinity_(kcal/mol),rmsd_lb,rmsd_ub
5221,Lig336,-4.5,3.8310000000000004,9.016
5222,Lig336,-4.5,5.891,11.18
5223,Lig336,-4.4,5.2829999999999995,7.621
5224,Lig336,-4.4,6.483,9.439
5225,Lig337,-5.8,0.0,0.0
5226,Lig337,-5.5,2.9019999999999997,5.138999999999999
5227,Lig337,-5.5,2.073,2.695
5228,Lig337,-5.4,1.4969999999999999,1.518
5229,Lig337,-5.0,2.667,4.572
5230,Lig337,-4.8,2.322,3.955
5231,Lig337,-4.8,1.922,3.7230000000000003
5232,Lig337,-4.8,2.032,2.6460000000000004
5233,Lig337,-4.6,1.9469999999999998,3.3310000000000004
5234,Lig337,-4.6,2.0269999999999997,3.4410000000000003
5235,Lig337,-4.5,2.24,2.911
5236,Lig337,-4.5,3.093,5.742000000000001
5237,Lig337,-4.4,1.933,5.124
5238,Lig337,-4.4,8.999,10.606
5239,Lig337,-4.4,6.985,8.693999999999999
5240,Lig337,-4.3,1.8119999999999998,5.39
5241,Lig337,-4.3,8.197000000000001,9.78
5242,Lig337,-4.3,9.283,10.65
5243,Lig337,-4.2,8.511000000000001,9.84
5244,Lig337,-4.2,2.314,4.737
5245,Lig338,-5.2,0.0,0.0
5246,Lig338,-5.2,1.8619999999999999,2.423
5247,Lig338,-5.2,2.54,4.7010000000000005
5248,Lig338,-5.1,2.637,5.06
5249,Lig338,-4.9,1.9980000000000002,3.8289999999999997
5250,Lig338,-4.7,3.437,5.68
5251,Lig338,-4.7,2.356,5.2010000000000005
5252,Lig338,-4.6,1.9040000000000001,2.352
5253,Lig338,-4.5,8.156,9.07
5254,Lig338,-4.5,2.089,4.066
5255,Lig338,-4.4,8.65,10.172
5256,Lig338,-4.4,8.341000000000001,10.189
5257,Lig338,-4.4,1.625,3.3110000000000004
5258,Lig338,-4.4,1.935,5.348
5259,Lig338,-4.3,1.74,3.1719999999999997
5260,Lig338,-4.3,8.051,9.392999999999999
5261,Lig338,-4.3,2.177,4.05
5262,Lig338,-4.2,2.513,4.271
5263,Lig338,-4.2,2.485,2.9419999999999997
5264,Lig339,-5.8,0.0,0.0
5265,Lig339,-5.3,2.553,5.047
5266,Lig339,-5.2,1.784,5.36
5267,Lig339,-5.2,3.165,5.846
5268,Lig339,-5.0,2.048,5.524
5269,Lig339,-4.8,2.187,4.172
5270,Lig339,-4.8,2.306,5.027
5271,Lig339,-4.8,1.569,3.134
5272,Lig339,-4.7,2.3,3.168
5273,Lig339,-4.7,2.928,4.197
5274,Lig339,-4.5,2.8789999999999996,4.662
5275,Lig339,-4.5,8.049,9.968
5276,Lig339,-4.5,2.148,4.897
5277,Lig339,-4.4,2.109,5.475
5278,Lig339,-4.4,4.495,5.622000000000001
5279,Lig339,-4.4,3.0860000000000003,4.303
5280,Lig339,-4.4,3.18,7.525
5281,Lig339,-4.4,6.704,8.609
5282,Lig339,-4.4,6.148,7.468
5283,Lig339,-4.3,4.044,6.795
5284,Lig33,-5.6,0.0,0.0
5285,Lig33,-5.4,5.8229999999999995,9.062999999999999
5286,Lig33,-5.3,4.413,6.4079999999999995
5287,Lig33,-5.2,5.319,7.216
5288,Lig33,-5.2,4.502,6.877999999999999
5289,Lig33,-5.2,5.196000000000001,7.375
5290,Lig33,-5.0,5.682,8.051
5291,Lig33,-5.0,6.559,8.478
5292,Lig33,-5.0,3.259,6.221
5293,Lig33,-5.0,6.1770000000000005,9.705
5294,Lig33,-4.7,1.5859999999999999,2.171
5295,Lig33,-4.7,6.44,8.459
5296,Lig33,-4.7,5.071000000000001,7.035
5297,Lig33,-4.5,6.4910000000000005,8.629
5298,Lig33,-4.5,6.941,9.488
5299,Lig33,-4.5,5.027,7.14
5300,Lig33,-4.5,4.373,5.882999999999999
5301,Lig33,-4.4,7.072,10.540999999999999
5302,Lig33,-4.4,7.07,10.165
5303,Lig33,-4.4,6.432,8.68
5304,Lig340,-6.9,0.0,0.0
5305,Lig340,-6.6,3.304,5.315
5306,Lig340,-6.4,2.45,7.058
5307,Lig340,-6.4,3.5010000000000003,8.975
5308,Lig340,-6.1,2.681,4.9639999999999995
5309,Lig340,-6.0,3.315,9.215
5310,Lig340,-6.0,2.5069999999999997,4.323
5311,Lig340,-5.9,3.263,8.581
5312,Lig340,-5.8,4.226,8.549
5313,Lig340,-5.8,3.773,6.6979999999999995
5314,Lig340,-5.8,7.122999999999999,9.575
5315,Lig340,-5.7,3.2560000000000002,8.207
5316,Lig340,-5.4,2.9960000000000004,7.23
5317,Lig340,-5.4,4.944,8.584
5318,Lig340,-5.3,2.9610000000000003,7.023
5319,Lig340,-5.2,7.797000000000001,8.995
5320,Lig340,-5.1,4.438,7.367000000000001
5321,Lig340,-5.1,9.496,10.749
5322,Lig340,-5.1,7.896,9.833
5323,Lig340,-5.0,4.664,5.702000000000001
5324,Lig341,-7.0,0.0,0.0
5325,Lig341,-6.8,3.1519999999999997,4.966
5326,Lig341,-6.7,2.485,7.024
5327,Lig341,-6.6,4.761,9.041
5328,Lig341,-6.3,3.815,8.842
5329,Lig341,-6.3,3.735,8.853
5330,Lig341,-6.3,3.7089999999999996,7.997000000000001
5331,Lig341,-6.3,4.022,8.112
5332,Lig341,-6.3,3.679,7.934
5333,Lig341,-6.1,3.221,8.446
5334,Lig341,-6.1,4.416,9.54
5335,Lig341,-6.0,2.8110000000000004,7.446000000000001
5336,Lig341,-6.0,3.135,7.72
5337,Lig341,-6.0,4.692,8.499
5338,Lig341,-5.9,7.819,9.228
5339,Lig341,-5.8,8.171,10.651
5340,Lig341,-5.7,2.162,2.9360000000000004
5341,Lig341,-5.6,7.716,9.47
5342,Lig341,-5.5,3.302,7.622999999999999
5343,Lig341,-5.5,4.2780000000000005,8.072000000000001
5344,Lig342,-6.9,0.0,0.0
5345,Lig342,-6.4,3.193,5.647
5346,Lig342,-6.4,2.431,7.135
5347,Lig342,-6.4,3.513,8.984
5348,Lig342,-6.2,4.633,8.991
5349,Lig342,-6.2,3.589,7.954
5350,Lig342,-6.2,3.319,8.004
5351,Lig342,-6.2,3.6889999999999996,9.04
5352,Lig342,-6.1,3.3089999999999997,9.169
5353,Lig342,-6.0,2.2680000000000002,7.96
5354,Lig342,-5.9,3.0589999999999997,7.091
5355,Lig342,-5.9,3.3,8.589
5356,Lig342,-5.9,4.2669999999999995,8.605
5357,Lig342,-5.7,7.059,9.511000000000001
5358,Lig342,-5.7,1.9580000000000002,7.114
5359,Lig342,-5.7,3.725,8.904
5360,Lig342,-5.6,3.967,8.988999999999999
5361,Lig342,-5.6,3.285,7.734
5362,Lig342,-5.5,2.477,4.262
5363,Lig342,-5.5,2.193,3.804
5364,Lig343,-5.5,0.0,0.0
5365,Lig343,-4.9,2.562,4.091
5366,Lig343,-4.6,1.788,2.373
5367,Lig343,-4.5,3.082,4.226
5368,Lig343,-4.5,3.377,5.229
5369,Lig343,-4.5,2.012,3.46
5370,Lig343,-4.4,2.072,3.4989999999999997
5371,Lig343,-4.4,2.334,4.322
5372,Lig343,-4.3,8.874,10.07
5373,Lig343,-4.2,2.52,3.9939999999999998
5374,Lig343,-4.2,2.076,3.568
5375,Lig343,-4.1,8.908999999999999,9.687000000000001
5376,Lig343,-4.1,8.991,10.328
5377,Lig343,-4.1,2.68,4.448
5378,Lig343,-4.1,6.449,8.283999999999999
5379,Lig343,-4.0,6.6739999999999995,7.928999999999999
5380,Lig343,-3.9,2.505,3.4
5381,Lig343,-3.8,3.4589999999999996,5.184
5382,Lig343,-3.8,8.879,10.225
5383,Lig343,-3.7,8.32,8.961
5384,Lig344,-5.2,0.0,0.0
5385,Lig344,-5.0,1.844,3.938
5386,Lig344,-4.9,1.709,3.488
5387,Lig344,-4.8,2.16,4.095
5388,Lig344,-4.6,2.1,4.468
5389,Lig344,-4.4,2.846,4.131
5390,Lig344,-4.4,9.362,10.321
5391,Lig344,-4.4,1.956,3.5860000000000003
5392,Lig344,-4.4,9.171,10.039
5393,Lig344,-4.3,6.127000000000001,7.595
5394,Lig344,-4.2,5.468,7.141
5395,Lig344,-4.2,2.452,4.271
5396,Lig344,-4.2,8.351,10.043
5397,Lig344,-4.1,6.989,8.812000000000001
5398,Lig344,-4.1,8.092,9.501
5399,Lig344,-4.0,7.544,9.748
5400,Lig344,-4.0,2.951,5.532
5401,Lig344,-3.9,7.249,9.309
5402,Lig344,-3.9,7.41,9.28
5403,Lig344,-3.9,7.662999999999999,9.623
5404,Lig345,-5.7,0.0,0.0
5405,Lig345,-5.2,1.7069999999999999,2.1959999999999997
5406,Lig345,-5.2,2.153,3.484
5407,Lig345,-4.7,2.673,4.031000000000001
5408,Lig345,-4.6,1.59,1.911
5409,Lig345,-4.5,1.9709999999999999,3.325
5410,Lig345,-4.5,2.7430000000000003,3.986
5411,Lig345,-4.4,2.033,3.7110000000000003
5412,Lig345,-4.4,2.4330000000000003,4.4
5413,Lig345,-4.3,2.024,3.2680000000000002
5414,Lig345,-4.2,7.098,8.797
5415,Lig345,-4.2,7.727,8.883
5416,Lig345,-4.2,2.659,4.793
5417,Lig345,-4.1,6.7620000000000005,8.109
5418,Lig345,-4.0,2.2359999999999998,3.512
5419,Lig345,-4.0,2.27,2.7119999999999997
5420,Lig345,-4.0,2.658,4.792
5421,Lig345,-3.9,2.597,3.8369999999999997
5422,Lig345,-3.9,7.876,9.572000000000001
5423,Lig346,-7.0,0.0,0.0
5424,Lig346,-6.7,3.9789999999999996,9.748
5425,Lig346,-6.5,4.314,10.659
5426,Lig346,-6.1,1.847,8.173
5427,Lig346,-6.0,4.691,10.402999999999999
5428,Lig346,-5.9,3.1289999999999996,9.296
5429,Lig346,-5.7,2.895,9.056000000000001
5430,Lig346,-5.7,1.8730000000000002,8.45
5431,Lig346,-5.6,1.831,8.41
5432,Lig346,-5.6,2.171,8.369
5433,Lig346,-5.4,5.611000000000001,10.761
5434,Lig346,-5.4,5.21,9.265
5435,Lig346,-5.4,4.343999999999999,9.357999999999999
5436,Lig346,-5.2,1.932,3.235
5437,Lig346,-5.1,2.826,8.08
5438,Lig346,-5.1,3.832,10.169
5439,Lig346,-5.1,3.397,4.803
5440,Lig346,-5.0,5.218,7.9479999999999995
5441,Lig346,-4.8,2.3040000000000003,8.202
5442,Lig346,-4.8,4.244,10.4
5443,Lig347,-6.4,0.0,0.0
5444,Lig347,-5.7,5.209,8.019
5445,Lig347,-5.6,1.795,3.3339999999999996
5446,Lig347,-5.5,1.8630000000000002,3.287
5447,Lig347,-5.3,7.781000000000001,13.355
5448,Lig347,-5.2,1.472,2.075
5449,Lig347,-5.1,3.859,8.802999999999999
5450,Lig347,-5.1,7.186,10.113
5451,Lig347,-5.1,7.605,9.982000000000001
5452,Lig347,-4.9,7.9910000000000005,11.027999999999999
5453,Lig347,-4.9,3.404,8.776
5454,Lig347,-4.9,6.928999999999999,13.095999999999998
5455,Lig347,-4.7,5.415,8.408
5456,Lig347,-4.6,3.1289999999999996,7.898
5457,Lig347,-4.6,6.4879999999999995,8.46
5458,Lig347,-4.6,7.211,9.856
5459,Lig347,-4.5,5.21,7.172000000000001
5460,Lig347,-4.4,11.172,13.532
5461,Lig347,-4.4,3.353,4.955
5462,Lig347,-4.3,5.511,10.508
5463,Lig348,-6.5,0.0,0.0
5464,Lig348,-6.1,2.2119999999999997,7.86
5465,Lig348,-6.0,4.846,10.65
5466,Lig348,-5.7,2.426,7.665
5467,Lig348,-5.7,2.529,3.737
5468,Lig348,-5.5,6.406000000000001,11.052
5469,Lig348,-5.3,6.5,11.181
5470,Lig348,-5.2,2.3209999999999997,7.832000000000001
5471,Lig348,-5.1,3.391,8.081
5472,Lig348,-5.0,2.177,2.889
5473,Lig348,-5.0,6.278,11.293
5474,Lig348,-5.0,4.906000000000001,9.906
5475,Lig348,-5.0,3.472,8.666
5476,Lig348,-4.9,5.353,8.222000000000001
5477,Lig348,-4.7,3.7689999999999997,5.347
5478,Lig348,-4.7,3.57,5.07
5479,Lig348,-4.5,8.675,11.527000000000001
5480,Lig348,-4.5,3.463,4.23
5481,Lig348,-4.5,8.46,10.504000000000001
5482,Lig348,-4.4,6.8020000000000005,10.163
5483,Lig349,-6.8,0.0,0.0
5484,Lig349,-6.6,3.068,5.115
5485,Lig349,-6.4,3.083,5.961
5486,Lig349,-6.3,4.194,8.097999999999999
5487,Lig349,-6.2,4.164,8.179
5488,Lig349,-6.1,3.0660000000000003,4.692
5489,Lig349,-6.0,2.431,6.013
5490,Lig349,-5.9,1.636,2.208
5491,Lig349,-5.9,2.468,6.904
5492,Lig349,-5.9,1.629,4.361000000000001
5493,Lig349,-5.9,5.959,8.107999999999999
5494,Lig349,-5.9,2.5610000000000004,3.556
5495,Lig349,-5.7,2.588,6.666
5496,Lig349,-5.6,2.528,6.5760000000000005
5497,Lig349,-5.6,4.624,7.461
5498,Lig349,-5.5,2.4619999999999997,6.172000000000001
5499,Lig349,-5.5,2.2680000000000002,5.66
5500,Lig349,-5.4,2.1109999999999998,2.964
5501,Lig349,-5.3,3.008,4.423
5502,Lig349,-5.2,7.604,8.574
5503,Lig34,-7.2,0.0,0.0
5504,Lig34,-6.9,1.77,2.474
5505,Lig34,-6.9,6.922999999999999,11.235
5506,Lig34,-6.9,2.7310000000000003,8.69
5507,Lig34,-6.8,2.82,9.124
5508,Lig34,-6.8,4.263,8.854
5509,Lig34,-6.8,2.415,8.702
5510,Lig34,-6.7,4.671,7.506
5511,Lig34,-6.7,2.775,8.253
5512,Lig34,-6.7,2.5669999999999997,7.621
5513,Lig34,-6.7,4.086,7.103
5514,Lig34,-6.6,1.45,8.344
5515,Lig34,-6.5,4.1930000000000005,8.761000000000001
5516,Lig34,-6.5,3.674,6.25
5517,Lig34,-6.5,4.537,6.64
5518,Lig34,-6.4,3.272,8.835
5519,Lig34,-6.3,6.784,10.993
5520,Lig34,-6.2,3.87,6.112
5521,Lig34,-6.2,5.0760000000000005,7.688
5522,Lig34,-6.1,5.129,8.402000000000001
5523,Lig350,-6.3,0.0,0.0
5524,Lig350,-6.2,3.165,6.059
5525,Lig350,-6.1,2.803,4.288
5526,Lig350,-6.0,2.55,6.327999999999999
5527,Lig350,-5.9,2.8089999999999997,6.682
5528,Lig350,-5.9,3.497,7.636
5529,Lig350,-5.8,3.219,5.89
5530,Lig350,-5.8,2.119,5.019
5531,Lig350,-5.7,6.032,9.411
5532,Lig350,-5.6,2.418,2.98
5533,Lig350,-5.6,2.785,3.873
5534,Lig350,-5.5,4.676,7.67
5535,Lig350,-5.5,4.776,9.227
5536,Lig350,-5.5,2.9939999999999998,4.375
5537,Lig350,-5.5,7.517,9.158999999999999
5538,Lig350,-5.5,2.6860000000000004,4.968999999999999
5539,Lig350,-5.5,2.468,6.834
5540,Lig350,-5.4,2.63,6.042000000000001
5541,Lig350,-5.3,4.505,8.361
5542,Lig350,-5.3,5.131,9.335
5543,Lig351,-6.2,0.0,0.0
5544,Lig351,-6.2,3.174,6.082999999999999
5545,Lig351,-6.1,2.6889999999999996,4.255
5546,Lig351,-6.0,4.396,8.568999999999999
5547,Lig351,-6.0,1.821,2.253
5548,Lig351,-5.9,2.103,5.19
5549,Lig351,-5.9,2.8489999999999998,6.744
5550,Lig351,-5.8,1.617,1.771
5551,Lig351,-5.8,2.685,6.787999999999999
5552,Lig351,-5.8,3.863,8.002
5553,Lig351,-5.8,3.165,5.043
5554,Lig351,-5.5,2.3409999999999997,5.775
5555,Lig351,-5.5,4.749,7.685
5556,Lig351,-5.5,2.249,2.722
5557,Lig351,-5.5,4.685,9.078
5558,Lig351,-5.4,3.128,6.018
5559,Lig351,-5.3,3.323,5.263
5560,Lig351,-5.3,2.969,4.413
5561,Lig351,-5.1,7.821000000000001,10.129
5562,Lig351,-5.0,5.194,8.915
5563,Lig352,-6.3,0.0,0.0
5564,Lig352,-6.3,3.676,5.03
5565,Lig352,-6.3,5.819,7.404
5566,Lig352,-6.2,5.593999999999999,9.089
5567,Lig352,-6.2,5.626,7.268
5568,Lig352,-6.2,4.169,5.755
5569,Lig352,-6.1,4.678,6.001
5570,Lig352,-6.1,3.011,4.361000000000001
5571,Lig352,-6.1,4.588,7.546
5572,Lig352,-6.0,6.021,7.803999999999999
5573,Lig352,-5.9,1.295,2.383
5574,Lig352,-5.8,4.864,6.779
5575,Lig352,-5.7,4.495,7.24
5576,Lig352,-5.7,5.555,8.78
5577,Lig352,-5.6,6.652,9.105
5578,Lig352,-5.6,8.433,10.409
5579,Lig352,-5.5,6.569,8.105
5580,Lig352,-5.4,3.9219999999999997,5.291
5581,Lig352,-5.4,2.659,3.72
5582,Lig352,-5.4,6.917000000000001,8.835
5583,Lig353,-6.3,0.0,0.0
5584,Lig353,-6.1,5.653,7.212999999999999
5585,Lig353,-6.0,1.338,2.075
5586,Lig353,-6.0,5.375,8.697000000000001
5587,Lig353,-5.9,5.47,8.635
5588,Lig353,-5.9,3.0380000000000003,4.3469999999999995
5589,Lig353,-5.8,2.42,4.2
5590,Lig353,-5.8,4.718,7.562
5591,Lig353,-5.7,4.591,5.888999999999999
5592,Lig353,-5.7,5.405,7.225
5593,Lig353,-5.7,4.312,6.537999999999999
5594,Lig353,-5.6,2.9210000000000003,6.028
5595,Lig353,-5.6,1.18,1.89
5596,Lig353,-5.5,3.1039999999999996,5.379
5597,Lig353,-5.5,5.675,8.248
5598,Lig353,-5.4,6.367000000000001,8.31
5599,Lig353,-5.4,6.318,9.738999999999999
5600,Lig353,-5.4,6.956,8.394
5601,Lig353,-5.3,3.7439999999999998,6.593
5602,Lig353,-5.2,3.332,5.497000000000001
5603,Lig354,-6.2,0.0,0.0
5604,Lig354,-6.1,2.063,2.747
5605,Lig354,-6.0,1.706,1.9969999999999999
5606,Lig354,-6.0,4.33,7.507000000000001
5607,Lig354,-6.0,8.174,10.062000000000001
5608,Lig354,-6.0,4.8839999999999995,6.256
5609,Lig354,-5.9,1.391,2.279
5610,Lig354,-5.9,3.725,6.0520000000000005
5611,Lig354,-5.7,3.485,5.68
5612,Lig354,-5.7,4.5969999999999995,5.902
5613,Lig354,-5.5,4.011,5.766
5614,Lig354,-5.5,6.72,8.658
5615,Lig354,-5.4,1.709,2.375
5616,Lig354,-5.4,4.37,6.89
5617,Lig354,-5.3,3.7910000000000004,5.343999999999999
5618,Lig354,-5.3,5.4670000000000005,7.49
5619,Lig354,-5.2,2.316,2.987
5620,Lig354,-5.1,3.49,5.159
5621,Lig354,-5.1,5.9270000000000005,7.715
5622,Lig354,-5.1,3.219,6.077999999999999
5623,Lig355,-6.1,0.0,0.0
5624,Lig355,-5.9,5.439,8.068999999999999
5625,Lig355,-5.7,5.3660000000000005,8.041
5626,Lig355,-5.5,5.255,7.5760000000000005
5627,Lig355,-5.5,5.9079999999999995,8.676
5628,Lig355,-5.3,4.935,7.707999999999999
5629,Lig355,-5.3,2.889,4.383
5630,Lig355,-5.3,6.867999999999999,10.459000000000001
5631,Lig355,-5.3,2.455,6.651
5632,Lig355,-5.2,2.484,6.726
5633,Lig355,-5.0,6.313,9.434
5634,Lig355,-5.0,5.832000000000001,8.705
5635,Lig355,-4.9,2.092,6.439
5636,Lig355,-4.9,2.884,6.611000000000001
5637,Lig355,-4.8,7.754,11.027999999999999
5638,Lig355,-4.7,8.904,11.311
5639,Lig355,-4.7,7.812,10.843
5640,Lig355,-4.6,7.127000000000001,10.752
5641,Lig355,-4.6,8.853,10.974
5642,Lig355,-4.2,4.808,7.349
5643,Lig356,-6.2,0.0,0.0
5644,Lig356,-6.1,2.373,2.9530000000000003
5645,Lig356,-6.1,1.883,2.391
5646,Lig356,-6.0,4.035,8.726
5647,Lig356,-6.0,4.7330000000000005,7.562
5648,Lig356,-5.9,4.643,9.615
5649,Lig356,-5.9,10.439,12.633
5650,Lig356,-5.6,5.857,7.436
5651,Lig356,-5.6,3.741,7.681
5652,Lig356,-5.4,3.013,3.9189999999999996
5653,Lig356,-5.3,2.924,7.346
5654,Lig356,-5.3,4.584,5.544
5655,Lig356,-5.3,3.3710000000000004,7.845
5656,Lig356,-5.2,3.1180000000000003,4.281000000000001
5657,Lig356,-5.1,3.6239999999999997,4.601
5658,Lig356,-5.0,2.659,3.555
5659,Lig356,-5.0,10.642000000000001,12.48
5660,Lig356,-5.0,4.6160000000000005,6.247999999999999
5661,Lig356,-5.0,6.034,8.006
5662,Lig356,-4.9,2.44,3.52
5663,Lig357,-5.6,0.0,0.0
5664,Lig357,-5.6,2.327,6.931
5665,Lig357,-5.5,1.855,7.232
5666,Lig357,-5.5,3.228,7.645
5667,Lig357,-5.4,4.505,8.08
5668,Lig357,-5.2,5.727,9.144
5669,Lig357,-5.2,2.0380000000000003,7.1739999999999995
5670,Lig357,-5.0,6.25,10.378
5671,Lig357,-5.0,5.477,7.239
5672,Lig357,-4.9,6.805,11.171
5673,Lig357,-4.9,4.77,6.556
5674,Lig357,-4.8,2.206,7.497999999999999
5675,Lig357,-4.8,6.209,9.6
5676,Lig357,-4.7,3.889,5.705
5677,Lig357,-4.4,7.042000000000001,10.013
5678,Lig357,-4.4,3.992,6.502999999999999
5679,Lig357,-4.4,3.333,5.044
5680,Lig357,-4.4,3.813,6.273
5681,Lig357,-4.4,3.952,6.787999999999999
5682,Lig357,-4.3,4.221,8.514
5683,Lig358,-6.7,0.0,0.0
5684,Lig358,-6.6,6.492000000000001,10.11
5685,Lig358,-6.4,1.804,7.041
5686,Lig358,-6.3,8.477,10.995
5687,Lig358,-6.2,6.494,10.407
5688,Lig358,-6.1,8.001,10.469000000000001
5689,Lig358,-6.1,2.38,6.385
5690,Lig358,-6.0,7.348,10.177
5691,Lig358,-5.9,7.641,10.13
5692,Lig358,-5.9,4.15,6.784
5693,Lig358,-5.8,5.495,7.712999999999999
5694,Lig358,-5.8,9.017999999999999,11.635
5695,Lig358,-5.8,4.902,9.47
5696,Lig358,-5.8,5.381,10.136000000000001
5697,Lig358,-5.8,4.833,8.648
5698,Lig358,-5.7,4.863,7.901
5699,Lig358,-5.7,4.328,8.562000000000001
5700,Lig358,-5.7,2.451,5.486000000000001
5701,Lig358,-5.6,3.313,6.142
5702,Lig358,-5.5,3.717,6.204
5703,Lig359,-6.8,0.0,0.0
5704,Lig359,-6.7,6.516,10.135
5705,Lig359,-6.5,9.1,11.92
5706,Lig359,-6.5,7.002999999999999,10.195
5707,Lig359,-6.2,4.513999999999999,8.629
5708,Lig359,-6.2,8.847000000000001,11.547
5709,Lig359,-5.9,8.873,13.255
5710,Lig359,-5.8,7.733,10.177999999999999
5711,Lig359,-5.8,1.6569999999999998,7.372999999999999
5712,Lig359,-5.7,8.425,12.515999999999998
5713,Lig359,-5.6,2.0340000000000003,2.5469999999999997
5714,Lig359,-5.6,7.795,12.267999999999999
5715,Lig359,-5.6,3.784,6.287000000000001
5716,Lig359,-5.6,2.424,5.48
5717,Lig359,-5.6,6.72,10.072000000000001
5718,Lig359,-5.5,6.667999999999999,11.013
5719,Lig359,-5.4,3.9589999999999996,8.145
5720,Lig359,-5.3,3.548,6.47
5721,Lig359,-5.3,8.396,12.078
5722,Lig359,-5.2,11.305,14.364
5723,Lig35,-7.4,0.0,0.0
5724,Lig35,-7.2,2.238,3.332
5725,Lig35,-7.1,2.177,5.643
5726,Lig35,-7.1,2.248,5.61
5727,Lig35,-7.1,6.8870000000000005,10.963
5728,Lig35,-7.0,1.591,2.041
5729,Lig35,-6.9,2.529,4.374
5730,Lig35,-6.8,2.445,3.918
5731,Lig35,-6.7,2.6060000000000003,5.154
5732,Lig35,-6.7,2.2030000000000003,8.915
5733,Lig35,-6.6,2.659,4.675
5734,Lig35,-6.6,1.797,2.515
5735,Lig35,-6.4,3.347,5.757999999999999
5736,Lig35,-6.3,4.552,6.386
5737,Lig35,-6.3,4.777,9.672
5738,Lig35,-6.2,3.0860000000000003,6.85
5739,Lig35,-6.1,2.32,3.897
5740,Lig35,-6.1,2.6460000000000004,3.965
5741,Lig35,-6.0,5.008,9.796
5742,Lig35,-5.9,3.853,9.084
5743,Lig360,-6.7,0.0,0.0
5744,Lig360,-6.5,6.435,10.047
5745,Lig360,-6.3,1.732,7.053
5746,Lig360,-6.2,6.478,10.485
5747,Lig360,-6.2,8.611,11.145999999999999
5748,Lig360,-6.1,7.417999999999999,11.524000000000001
5749,Lig360,-6.1,2.867,7.485
5750,Lig360,-6.0,5.46,9.992
5751,Lig360,-6.0,6.108,10.017999999999999
5752,Lig360,-5.9,3.97,7.752000000000001
5753,Lig360,-5.9,8.808,13.068
5754,Lig360,-5.8,1.422,7.287999999999999
5755,Lig360,-5.8,3.678,5.96
5756,Lig360,-5.8,5.523,7.946000000000001
5757,Lig360,-5.8,4.107,6.726
5758,Lig360,-5.8,10.742,13.3
5759,Lig360,-5.8,7.691,10.39
5760,Lig360,-5.7,4.248,8.533
5761,Lig360,-5.7,6.197,9.508
5762,Lig360,-5.6,7.553999999999999,11.745
5763,Lig361,-6.3,0.0,0.0
5764,Lig361,-6.2,1.722,3.0780000000000003
5765,Lig361,-5.8,1.255,1.48
5766,Lig361,-5.8,1.955,2.773
5767,Lig361,-5.7,3.5410000000000004,8.234
5768,Lig361,-5.7,2.315,3.407
5769,Lig361,-5.7,3.339,7.443
5770,Lig361,-5.7,3.509,7.131
5771,Lig361,-5.7,3.957,6.007999999999999
5772,Lig361,-5.6,5.296,7.755
5773,Lig361,-5.6,3.05,4.375
5774,Lig361,-5.5,2.623,4.2860000000000005
5775,Lig361,-5.5,2.801,4.297
5776,Lig361,-5.5,2.812,3.676
5777,Lig361,-5.5,2.767,6.695
5778,Lig361,-5.4,3.467,7.093
5779,Lig361,-5.3,5.585,8.795
5780,Lig361,-5.3,3.4960000000000004,7.553
5781,Lig361,-5.3,6.077000000000001,8.92
5782,Lig361,-5.2,5.332000000000001,8.202
5783,Lig362,-6.3,0.0,0.0
5784,Lig362,-5.8,3.5439999999999996,8.248
5785,Lig362,-5.8,3.377,7.484
5786,Lig362,-5.8,3.5669999999999997,7.343
5787,Lig362,-5.5,3.042,7.513
5788,Lig362,-5.5,1.8659999999999999,2.841
5789,Lig362,-5.5,1.3530000000000002,1.903
5790,Lig362,-5.4,2.508,4.08
5791,Lig362,-5.4,4.114,7.247999999999999
5792,Lig362,-5.3,3.0210000000000004,4.0969999999999995
5793,Lig362,-5.3,3.543,7.619
5794,Lig362,-5.3,3.035,6.63
5795,Lig362,-5.3,5.67,8.908
5796,Lig362,-5.3,2.1109999999999998,2.673
5797,Lig362,-5.3,2.627,3.841
5798,Lig362,-5.2,2.8569999999999998,6.605
5799,Lig362,-5.2,2.59,4.273
5800,Lig362,-5.0,4.756,8.517999999999999
5801,Lig362,-5.0,2.293,3.034
5802,Lig362,-4.9,3.236,6.515
5803,Lig363,-5.9,0.0,0.0
5804,Lig363,-5.9,3.6289999999999996,7.496
5805,Lig363,-5.8,3.015,6.98
5806,Lig363,-5.8,2.193,5.97
5807,Lig363,-5.8,4.918,8.139
5808,Lig363,-5.7,7.518,9.332
5809,Lig363,-5.7,3.3510000000000004,6.23
5810,Lig363,-5.7,4.529,7.1610000000000005
5811,Lig363,-5.7,3.987,8.38
5812,Lig363,-5.6,7.785,9.238
5813,Lig363,-5.6,2.617,4.333
5814,Lig363,-5.5,2.948,4.879
5815,Lig363,-5.5,2.476,5.778
5816,Lig363,-5.4,3.6889999999999996,6.006
5817,Lig363,-5.4,3.8080000000000003,7.926
5818,Lig363,-5.3,4.582,7.067
5819,Lig363,-5.3,4.5280000000000005,7.082000000000001
5820,Lig363,-5.2,6.79,8.738
5821,Lig363,-5.2,5.272,7.919
5822,Lig363,-5.1,1.8940000000000001,3.145
5823,Lig364,-5.3,0.0,0.0
5824,Lig364,-5.3,1.8230000000000002,2.169
5825,Lig364,-5.2,2.444,4.68
5826,Lig364,-5.1,2.636,4.949
