Number,Molecule,Affinity
209,Lig104,-5.94750166
210,Lig104,-5.91162395
211,Lig104,-5.75261641
212,Lig104,-5.67193508
213,Lig104,-5.61486006
214,Lig104,-5.6125288
215,Lig104,-5.58947039
216,Lig104,-5.58467007
217,Lig104,-5.47818422
218,Lig104,-5.46298885
219,Lig104,-5.43867111
220,Lig104,-5.3612752
221,Lig104,-5.26421642
222,Lig104,-5.24302292
223,Lig104,-5.17347622
224,Lig104,-5.04367304
225,Lig104,-5.00628567
226,Lig104,-4.85602427
227,Lig104,-4.82747412
228,Lig104,-4.78086901
229,Lig104,-4.7679019
230,Lig104,-4.72246599
231,Lig104,-4.68945742
232,Lig104,-4.68771219
233,Lig104,-4.64216328
234,Lig104,-4.61021185
235,Lig104,-4.55368519
236,Lig104,-4.54138422
237,Lig104,-4.53958273
238,Lig104,-4.50315046
239,Lig104,-4.5030303
240,Lig104,-4.44778204
241,Lig104,-4.44173813
242,Lig104,-4.41181755
243,Lig104,-4.38607454
244,Lig104,-4.34722185
245,Lig104,-4.33710718
246,Lig104,-4.32377291
247,Lig104,-4.3161931
248,Lig105,-5.45128202
249,Lig105,-4.6003356
250,Lig105,-4.53396368
251,Lig105,-4.52548552
252,Lig105,-4.4474535
253,Lig105,-4.44569016
254,Lig105,-4.32640505
255,Lig105,-4.30011988
256,Lig105,-4.21516085
257,Lig105,-4.20647287
258,Lig105,-4.19758892
259,Lig105,-4.14502573
260,Lig105,-4.10394239
261,Lig105,-4.01317024
262,Lig105,-3.99446607
263,Lig105,-3.98016715
264,Lig105,-3.93995047
265,Lig105,-3.82374573
266,Lig105,-3.80804944
267,Lig105,-3.79365611
268,Lig105,-3.56523252
269,Lig105,-3.52583504
270,Lig105,-3.48300886
271,Lig105,-3.48092794
272,Lig105,-3.44786
273,Lig105,-3.40320635
274,Lig105,-3.40316653
275,Lig105,-3.3347137000000004
276,Lig105,-3.30687356
277,Lig105,-3.29214406
278,Lig105,-3.28280783
279,Lig105,-3.24030352
280,Lig105,-3.22869301
281,Lig105,-3.20224929
282,Lig105,-3.19165444
283,Lig105,-3.14996815
284,Lig105,-3.14033651
285,Lig105,-3.12116981
286,Lig105,-3.09500313
287,Lig105,-3.05325961
288,Lig105,-3.00584626
289,Lig105,-3.00311255
290,Lig105,-2.99509859
291,Lig105,-2.98958135
292,Lig105,-2.97801399
293,Lig105,-2.97008085
294,Lig105,-2.89671969
295,Lig105,-2.85441995
296,Lig105,-2.7600956
297,Lig106,-4.3152194
298,Lig106,-4.2404212999999995
299,Lig106,-4.20967197
300,Lig106,-4.19779778
301,Lig106,-4.1682601
302,Lig106,-4.06999922
303,Lig106,-4.03537703
304,Lig106,-3.98189664
305,Lig106,-3.91347909
306,Lig106,-3.9035449
307,Lig106,-3.85698414
308,Lig106,-3.78064609
309,Lig106,-3.76712632
310,Lig106,-3.67740798
311,Lig106,-3.62549496
312,Lig106,-3.5559112999999996
313,Lig106,-3.55168962
314,Lig106,-3.50071907
315,Lig106,-3.37520885
316,Lig106,-3.32942271
317,Lig106,-3.30828261
318,Lig106,-3.28343797
319,Lig106,-3.23178887
320,Lig106,-3.19377971
321,Lig106,-3.17937613
322,Lig106,-3.12705946
323,Lig106,-3.08200073
324,Lig106,-3.05175281
325,Lig106,-3.03334594
326,Lig106,-3.03111339
327,Lig106,-3.00943112
328,Lig106,-2.99084401
329,Lig106,-2.91899037
330,Lig106,-2.79700041
331,Lig106,-2.75996208
332,Lig106,-2.75279164
333,Lig106,-2.74925542
334,Lig106,-2.7369988
335,Lig106,-2.72331834
336,Lig106,-2.66517687
337,Lig106,-2.63661098
338,Lig106,-2.63599777
339,Lig106,-2.60955739
340,Lig106,-2.59714246
341,Lig106,-2.57768393
342,Lig106,-2.53444362
343,Lig106,-2.53372383
344,Lig106,-2.48256993
345,Lig106,-2.42849517
346,Lig106,-2.37422514
347,Lig107,-5.41519737
348,Lig107,-4.94859314
349,Lig107,-4.51746416
350,Lig107,-4.27366114
351,Lig107,-4.10425997
352,Lig107,-4.07835817
353,Lig107,-3.98635387
354,Lig107,-3.97147584
355,Lig107,-3.96479511
356,Lig107,-3.95059037
357,Lig107,-3.84331799
358,Lig107,-3.78731084
359,Lig107,-3.73511791
360,Lig107,-3.6933557999999995
361,Lig107,-3.52962208
362,Lig107,-3.47842574
363,Lig107,-3.46774769
364,Lig107,-3.41141915
365,Lig107,-3.39923358
366,Lig107,-3.38714004
367,Lig107,-3.37922907
368,Lig107,-3.37907362
369,Lig107,-3.34252644
370,Lig107,-3.32885027
371,Lig107,-3.32814074
372,Lig107,-3.26146913
373,Lig107,-3.23851657
374,Lig107,-3.20573139
375,Lig107,-3.19974709
376,Lig107,-3.17762089
377,Lig107,-3.17484713
378,Lig107,-3.17462397
379,Lig107,-3.16648698
380,Lig107,-3.12824035
381,Lig107,-3.12093425
382,Lig107,-3.08753443
383,Lig107,-3.03323722
384,Lig107,-3.03100586
385,Lig107,-3.01407886
386,Lig107,-2.98063278
387,Lig107,-2.94496942
388,Lig107,-2.93516803
389,Lig107,-2.93426585
390,Lig107,-2.92538142
391,Lig107,-2.92427707
392,Lig107,-2.8791194
393,Lig107,-2.86155224
394,Lig107,-2.83166909
395,Lig107,-2.76976347
396,Lig108,-5.40194321
397,Lig108,-4.9089613
398,Lig108,-4.29478264
399,Lig108,-4.27979612
400,Lig108,-4.20992517
401,Lig108,-4.07516813
402,Lig108,-4.03922272
403,Lig108,-3.97953367
404,Lig108,-3.97430825
405,Lig108,-3.88117814
406,Lig108,-3.86321759
407,Lig108,-3.79935265
408,Lig108,-3.79931688
409,Lig108,-3.74360061
410,Lig108,-3.65790915
411,Lig108,-3.62251544
412,Lig108,-3.58492541
413,Lig108,-3.56314111
414,Lig108,-3.54703999
415,Lig108,-3.51232743
416,Lig108,-3.4627676
417,Lig108,-3.45563436
418,Lig108,-3.45521688
419,Lig108,-3.39323521
420,Lig108,-3.37651539
421,Lig108,-3.3733324999999996
422,Lig108,-3.36957908
423,Lig108,-3.34278727
424,Lig108,-3.3292625
425,Lig108,-3.30893111
426,Lig108,-3.25213814
427,Lig108,-3.23079491
428,Lig108,-3.22587609
429,Lig108,-3.20030618
430,Lig108,-3.17137241
431,Lig108,-3.14695024
432,Lig108,-3.14217567
433,Lig108,-3.11862206
434,Lig108,-3.11168456
435,Lig108,-3.11099052
436,Lig108,-3.07718706
437,Lig108,-3.03476596
438,Lig108,-3.03034949
439,Lig108,-2.99228358
440,Lig108,-2.96435738
441,Lig108,-2.89841938
442,Lig108,-2.89741659
443,Lig108,-2.88834953
444,Lig108,-2.86621046
445,Lig108,-2.84069228
446,Lig109,-5.41123009
447,Lig109,-5.2638545
448,Lig109,-4.95411253
449,Lig109,-4.71646833
450,Lig109,-4.64763832
451,Lig109,-4.28339291
452,Lig109,-4.21974277
453,Lig109,-4.06444645
454,Lig109,-4.05489206
455,Lig109,-4.04333639
456,Lig109,-4.03909111
457,Lig109,-3.90115786
458,Lig109,-3.84146619
459,Lig109,-3.70396423
460,Lig109,-3.62601638
461,Lig109,-3.6246921999999997
462,Lig109,-3.61028624
463,Lig109,-3.51466799
464,Lig109,-3.5068593
465,Lig109,-3.50525308
466,Lig109,-3.44060588
467,Lig109,-3.41015553
468,Lig109,-3.36106896
469,Lig109,-3.35943508
470,Lig109,-3.31044459
471,Lig109,-3.18054032
472,Lig109,-3.17938924
473,Lig109,-3.1603272000000002
474,Lig109,-3.15364885
475,Lig109,-3.13302994
476,Lig109,-3.11385894
477,Lig109,-3.07144856
478,Lig109,-3.06743312
479,Lig109,-3.05309367
480,Lig109,-3.02759123
481,Lig109,-3.02730036
482,Lig109,-3.01910567
483,Lig109,-2.95375466
484,Lig109,-2.91513062
485,Lig109,-2.90931296
486,Lig109,-2.86604953
487,Lig109,-2.83442497
488,Lig109,-2.79803324
489,Lig109,-2.77564144
490,Lig109,-2.77116179
491,Lig109,-2.76886892
492,Lig109,-2.73492765
493,Lig109,-2.68273234
494,Lig109,-2.63885903
495,Lig109,-2.53785586
496,Lig10,-5.34569359
497,Lig10,-4.96678114
498,Lig10,-4.85194016
499,Lig10,-4.65969038
500,Lig10,-4.49595881
501,Lig10,-4.46587563
502,Lig10,-4.43388891
503,Lig10,-4.4086585
504,Lig10,-4.36838865
505,Lig10,-4.31291294
506,Lig10,-4.26287603
507,Lig10,-4.1331706
508,Lig10,-4.12073231
509,Lig10,-4.05296516
510,Lig10,-4.042825700000001
511,Lig10,-4.02030706
512,Lig10,-3.90256953
513,Lig10,-3.85102177
514,Lig10,-3.80913639
515,Lig10,-3.79557705
516,Lig10,-3.70265388
517,Lig10,-3.70114779
518,Lig10,-3.69104505
519,Lig10,-3.5795660000000002
520,Lig10,-3.51816654
521,Lig10,-3.50814295
522,Lig10,-3.4575572
523,Lig10,-3.41430306
524,Lig10,-3.41429305
525,Lig10,-3.39555597
526,Lig10,-3.38067031
527,Lig10,-3.35977077
528,Lig10,-3.33898139
529,Lig10,-3.28595567
530,Lig10,-3.27454114
531,Lig10,-3.24991798
532,Lig10,-3.20225763
533,Lig10,-3.20029497
534,Lig10,-3.19992018
535,Lig10,-3.17043781
536,Lig10,-3.16705275
537,Lig10,-3.1386292
538,Lig10,-3.12744808
539,Lig10,-3.08594775
540,Lig10,-3.0448873
541,Lig10,-3.03949118
542,Lig10,-3.03629613
543,Lig10,-3.01040602
544,Lig10,-2.97631145
545,Lig10,-2.91151285
546,Lig110,-5.46761036
547,Lig110,-5.28890944
548,Lig110,-4.95672131
549,Lig110,-4.64036655
550,Lig110,-4.35613966
551,Lig110,-4.28974628
552,Lig110,-4.06277657
553,Lig110,-4.05229616
554,Lig110,-4.02311039
555,Lig110,-3.94646835
556,Lig110,-3.93945932
557,Lig110,-3.91790819
558,Lig110,-3.89272332
559,Lig110,-3.83400846
560,Lig110,-3.70909262
561,Lig110,-3.68047667
562,Lig110,-3.65830302
563,Lig110,-3.60670972
564,Lig110,-3.58569336
565,Lig110,-3.49336815
566,Lig110,-3.48687148
567,Lig110,-3.44332981
568,Lig110,-3.43551707
569,Lig110,-3.43508005
570,Lig110,-3.41677833
571,Lig110,-3.36261678
572,Lig110,-3.34074736
573,Lig110,-3.32053733
574,Lig110,-3.19965601
575,Lig110,-3.16648722
576,Lig110,-3.11822963
577,Lig110,-3.11099434
578,Lig110,-3.08001304
579,Lig110,-3.06560516
580,Lig110,-3.00709558
581,Lig110,-3.00567007
582,Lig110,-3.00250435
583,Lig110,-2.94842649
584,Lig110,-2.9258585
585,Lig110,-2.9053185
586,Lig110,-2.87329578
587,Lig110,-2.84580874
588,Lig110,-2.83856249
589,Lig110,-2.83322358
590,Lig110,-2.80185294
591,Lig110,-2.78072047
592,Lig110,-2.68912411
593,Lig110,-2.64513111
594,Lig110,-2.52583814
595,Lig111,-5.01031208
596,Lig111,-4.69338036
597,Lig111,-4.23445988
598,Lig111,-4.201095099999999
599,Lig111,-4.01298571
600,Lig111,-3.96892238
601,Lig111,-3.93084383
602,Lig111,-3.87620878
603,Lig111,-3.72838116
604,Lig111,-3.72776842
605,Lig111,-3.69088626
606,Lig111,-3.69054985
607,Lig111,-3.68956923
608,Lig111,-3.58872342
609,Lig111,-3.57666016
610,Lig111,-3.56441021
611,Lig111,-3.56074548
612,Lig111,-3.51068497
613,Lig111,-3.49121881
614,Lig111,-3.38994026
615,Lig111,-3.37002921
616,Lig111,-3.36415553
617,Lig111,-3.34696388
618,Lig111,-3.33469152
619,Lig111,-3.28088355
620,Lig111,-3.27108717
621,Lig111,-3.24391627
622,Lig111,-3.18364882
623,Lig111,-3.13483667
624,Lig111,-3.07237124
625,Lig111,-3.07086873
626,Lig111,-3.0448668
627,Lig111,-3.0218575
628,Lig111,-2.99879193
629,Lig111,-2.98112559
630,Lig111,-2.96872044
631,Lig111,-2.95056486
632,Lig111,-2.93407631
633,Lig111,-2.82919574
634,Lig111,-2.82016778
635,Lig111,-2.80182505
636,Lig111,-2.76628613
637,Lig111,-2.7538116
638,Lig111,-2.71447802
639,Lig111,-2.70321774
640,Lig111,-2.61591339
641,Lig111,-2.59795308
642,Lig111,-2.5282042000000002
643,Lig112,-4.49584532
644,Lig112,-4.39354086
645,Lig112,-4.27710104
646,Lig112,-4.16642237
647,Lig112,-3.81146598
648,Lig112,-3.78195429
649,Lig112,-3.77088642
650,Lig112,-3.7370975
651,Lig112,-3.71928263
652,Lig112,-3.71563029
653,Lig112,-3.70593357
654,Lig112,-3.62280107
655,Lig112,-3.59879398
656,Lig112,-3.5881318999999996
657,Lig112,-3.38102627
658,Lig112,-3.37533975
659,Lig112,-3.35239697
660,Lig112,-3.34653068
661,Lig112,-3.30206943
662,Lig112,-3.25747466
663,Lig112,-3.23414993
664,Lig112,-3.20102072
665,Lig112,-3.17717028
666,Lig112,-3.1402638
667,Lig112,-3.05375266
668,Lig112,-3.04324889
669,Lig112,-3.00626636
670,Lig112,-3.00484681
671,Lig112,-2.98959041
672,Lig112,-2.97641659
673,Lig112,-2.97280097
674,Lig112,-2.96151662
675,Lig112,-2.95686221
676,Lig112,-2.95540643
677,Lig112,-2.89227247
678,Lig112,-2.88696051
679,Lig112,-2.86830354
680,Lig112,-2.78983402
681,Lig112,-2.78028154
682,Lig112,-2.77431417
683,Lig112,-2.77034545
684,Lig112,-2.75166297
685,Lig112,-2.72115421
686,Lig112,-2.70427728
687,Lig112,-2.67812824
688,Lig112,-2.66204977
689,Lig112,-2.65504098
690,Lig112,-2.65480638
691,Lig112,-2.62848067
692,Lig113,-6.10563755
693,Lig113,-5.6708889000000005
694,Lig113,-5.65779734
695,Lig113,-5.30771685
696,Lig113,-5.16749287
697,Lig113,-5.09926367
698,Lig113,-5.07338953
699,Lig113,-5.02224112
700,Lig113,-4.91175413
701,Lig113,-4.89192486
702,Lig113,-4.7785511
703,Lig113,-4.70849133
704,Lig113,-4.60784292
705,Lig113,-4.58359766
706,Lig113,-4.53568888
707,Lig113,-4.36329126
708,Lig113,-4.29514885
709,Lig113,-4.27620888
710,Lig113,-4.27300549
711,Lig113,-4.26335955
712,Lig113,-4.22021961
713,Lig113,-4.16978359
714,Lig113,-4.15359211
715,Lig113,-4.09213352
716,Lig113,-4.05783272
717,Lig113,-4.0568161
718,Lig113,-3.98946786
719,Lig113,-3.93280292
720,Lig113,-3.92515779
721,Lig113,-3.90922832
722,Lig113,-3.88507581
723,Lig113,-3.83067799
724,Lig113,-3.79132104
725,Lig113,-3.77735066
726,Lig113,-3.76618218
727,Lig113,-3.74061227
728,Lig113,-3.70959258
729,Lig113,-3.70577288
730,Lig113,-3.6932497000000004
731,Lig113,-3.68783593
732,Lig113,-3.6860826
733,Lig113,-3.67718315
734,Lig113,-3.67055321
735,Lig113,-3.65863967
736,Lig113,-3.62802386
737,Lig113,-3.59430218
738,Lig113,-3.56514287
739,Lig113,-3.55733705
740,Lig113,-3.46333838
741,Lig113,-3.45400453
742,Lig114,-6.1599431
743,Lig114,-5.62569427
744,Lig114,-5.58966494
745,Lig114,-5.32254553
746,Lig114,-5.1655426
747,Lig114,-4.96413612
748,Lig114,-4.95079851
749,Lig114,-4.88244867
750,Lig114,-4.85259342
751,Lig114,-4.72398233
752,Lig114,-4.69835758
753,Lig114,-4.60804176
754,Lig114,-4.59246922
755,Lig114,-4.55203247
756,Lig114,-4.41234446
757,Lig114,-4.33127308
758,Lig114,-4.29300213
759,Lig114,-4.28363276
760,Lig114,-4.22832203
761,Lig114,-4.22154236
762,Lig114,-4.20714569
763,Lig114,-4.18007755
764,Lig114,-4.15932035
765,Lig114,-4.07875443
766,Lig114,-4.07748365
767,Lig114,-4.07444
768,Lig114,-4.066082
769,Lig114,-4.06353474
770,Lig114,-4.03978729
771,Lig114,-4.03258801
772,Lig114,-3.96068501
773,Lig114,-3.92965174
774,Lig114,-3.91856766
775,Lig114,-3.87731934
776,Lig114,-3.73021173
777,Lig114,-3.72751045
778,Lig114,-3.72455359
779,Lig114,-3.69201136
780,Lig114,-3.6864078
781,Lig114,-3.66477537
782,Lig114,-3.66457796
783,Lig114,-3.62290883
784,Lig114,-3.60066223
785,Lig114,-3.58480763
786,Lig114,-3.58434391
787,Lig114,-3.57030964
788,Lig114,-3.54245877
789,Lig114,-3.53886366
790,Lig114,-3.4734056000000004
791,Lig115,-4.73036861
792,Lig115,-4.67395592
793,Lig115,-4.47587919
794,Lig115,-4.46504879
795,Lig115,-4.46141434
796,Lig115,-4.45596123
797,Lig115,-4.43150806
798,Lig115,-4.35287094
799,Lig115,-4.33853817
800,Lig115,-4.31938076
801,Lig115,-4.3064332
802,Lig115,-4.28781557
803,Lig115,-4.01896715
804,Lig115,-4.00524282
805,Lig115,-3.90930414
806,Lig115,-3.8808856
807,Lig115,-3.85856652
808,Lig115,-3.82414985
809,Lig115,-3.81634998
810,Lig115,-3.78433752
811,Lig115,-3.77062631
812,Lig115,-3.74095321
813,Lig115,-3.66686058
814,Lig115,-3.5928247000000004
815,Lig115,-3.57532597
816,Lig115,-3.56238413
817,Lig115,-3.54890347
818,Lig115,-3.53879619
819,Lig115,-3.51483202
820,Lig115,-3.51079917
821,Lig115,-3.49492168
822,Lig115,-3.35281515
823,Lig115,-3.32201409
824,Lig115,-3.30923867
825,Lig115,-3.29183412
826,Lig115,-3.17569971
827,Lig115,-3.16367126
828,Lig115,-3.09309411
829,Lig115,-3.06847143
830,Lig115,-3.06365919
831,Lig115,-3.04863381
832,Lig115,-3.04247665
833,Lig115,-3.04010797
834,Lig115,-3.02375746
835,Lig115,-2.98370647
836,Lig115,-2.95866799
837,Lig115,-2.93198133
838,Lig115,-2.92183876
839,Lig115,-2.851717
840,Lig115,-2.82061577
841,Lig116,-6.05864382
842,Lig116,-5.2598505
843,Lig116,-4.94881058
844,Lig116,-4.61564875
845,Lig116,-4.599771499999999
846,Lig116,-4.34044027
847,Lig116,-4.2183013
848,Lig116,-4.1810894
849,Lig116,-4.12824631
850,Lig116,-4.04749918
851,Lig116,-3.92560625
852,Lig116,-3.81770062
853,Lig116,-3.79510403
854,Lig116,-3.73198938
855,Lig116,-3.68036389
856,Lig116,-3.67320919
857,Lig116,-3.6088139999999997
858,Lig116,-3.55465865
859,Lig116,-3.54531479
860,Lig116,-3.50972319
861,Lig116,-3.49702501
862,Lig116,-3.44040608
863,Lig116,-3.39843416
864,Lig116,-3.34805918
865,Lig116,-3.33305287
866,Lig116,-3.28204894
867,Lig116,-3.22233915
868,Lig116,-3.21022773
869,Lig116,-3.19386649
870,Lig116,-3.18334556
871,Lig116,-3.16473103
872,Lig116,-3.15967155
873,Lig116,-3.15599298
874,Lig116,-3.08783984
875,Lig116,-3.08734345
876,Lig116,-3.07808185
877,Lig116,-3.06145501
878,Lig117,-5.85560608
879,Lig117,-5.78016758
880,Lig117,-4.63196373
881,Lig117,-4.61741447
882,Lig117,-4.61304426
883,Lig117,-4.46802902
884,Lig117,-4.44491816
885,Lig117,-4.43409014
886,Lig117,-4.08646727
887,Lig117,-4.01452494
888,Lig117,-4.00922298
889,Lig117,-3.97667766
890,Lig117,-3.97308612
891,Lig117,-3.9391675000000004
892,Lig117,-3.90562725
893,Lig117,-3.89814425
894,Lig117,-3.87734604
895,Lig117,-3.85974956
896,Lig117,-3.74920201
897,Lig117,-3.69634628
898,Lig117,-3.65329981
899,Lig117,-3.60587072
900,Lig117,-3.5895977
901,Lig117,-3.52846932
902,Lig117,-3.5021614999999997
903,Lig117,-3.48518085
904,Lig117,-3.43889785
905,Lig117,-3.40587211
906,Lig117,-3.3958807
907,Lig117,-3.38134408
908,Lig117,-3.34755945
909,Lig117,-3.34497976
910,Lig117,-3.3359735
911,Lig117,-3.33137131
912,Lig117,-3.31408668
913,Lig117,-3.26839995
914,Lig117,-3.25235462
915,Lig117,-3.18266273
916,Lig117,-3.17848563
917,Lig117,-3.15865946
918,Lig117,-3.12552714
919,Lig117,-3.09732819
920,Lig117,-2.95460892
921,Lig117,-2.9456706
922,Lig117,-2.88298368
923,Lig117,-2.8738357999999997
924,Lig118,-5.45168591
925,Lig118,-4.92874098
926,Lig118,-4.87978506
927,Lig118,-4.5258832
928,Lig118,-4.45107937
929,Lig118,-4.42846823
930,Lig118,-4.29086781
931,Lig118,-4.22097683
932,Lig118,-4.01529169
933,Lig118,-3.99897909
934,Lig118,-3.96474075
935,Lig118,-3.95157003
936,Lig118,-3.82558894
937,Lig118,-3.8103497
938,Lig118,-3.77869797
939,Lig118,-3.74115229
940,Lig118,-3.72994304
941,Lig118,-3.63566589
942,Lig118,-3.63354063
943,Lig118,-3.51650786
944,Lig118,-3.46779513
945,Lig118,-3.4589962999999995
946,Lig118,-3.44069219
947,Lig118,-3.4097693
948,Lig118,-3.37131715
949,Lig118,-3.35171151
950,Lig118,-3.33395195
951,Lig118,-3.30101442
952,Lig118,-3.27794409
953,Lig118,-3.26700568
954,Lig118,-3.2561357
955,Lig118,-3.24835086
956,Lig118,-3.21932769
957,Lig118,-3.2112186
958,Lig118,-3.20129275
959,Lig118,-3.10874391
960,Lig118,-3.08343983
961,Lig118,-3.07479906
962,Lig118,-3.00787091
963,Lig118,-2.91648602
964,Lig118,-2.89881682
965,Lig118,-2.89736295
966,Lig118,-2.8744247000000005
967,Lig118,-2.86273074
968,Lig118,-2.84616709
969,Lig118,-2.84098411
970,Lig118,-2.83634472
971,Lig118,-2.83398056
972,Lig118,-2.76009035
973,Lig119,-5.13838911
974,Lig119,-4.98200941
975,Lig119,-4.88550901
976,Lig119,-4.42334604
977,Lig119,-4.37403727
978,Lig119,-4.33758926
979,Lig119,-4.25771761
980,Lig119,-4.08551264
981,Lig119,-4.0119772000000005
982,Lig119,-4.00365448
983,Lig119,-3.99463797
984,Lig119,-3.96292353
985,Lig119,-3.88813925
986,Lig119,-3.82757115
987,Lig119,-3.79623985
988,Lig119,-3.79297972
989,Lig119,-3.73964643
990,Lig119,-3.69490337
991,Lig119,-3.66397476
992,Lig119,-3.65638947
