,LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
232,ZINC000100656214_entry_00233_conf_01,-72.6997,-56.6997,-3.30453,-25.9453,-0.233515,-10.7265,-20.2352,-2.7961400000000003,1974922,6.729030000000001
156,122253_entry_00157_conf_01,-72.6526,-54.6526,-3.30239,-25.9285,-0.233364,-10.7196,-19.5046,-2.90611,2141987,7.52233
157,122253_entry_00158_conf_01,-72.578,-54.578,-3.299,-25.9019,-0.23312399999999997,-10.7086,-19.477999999999998,-2.79146,2245566,7.907089999999999
241,ZINC000101136391_entry_00242_conf_01,-72.5739,-56.5739,-3.8196800000000004,-27.1975,-0.268494,-11.2244,-21.2014,-3.15539,1699979,5.59601
84,6713972_entry_00085_conf_01,-72.4305,-54.4305,-4.0239199999999995,-27.6374,-0.272052,-11.259,-20.7691,-3.14915,2027438,6.92709
268,ZINC000252694384_entry_00269_conf_01,-72.3893,-46.3893,-3.14736,-25.4545,-0.217113,-10.4395,-16.3121,-2.68109,4272457,16.6131
150,193108_entry_00151_conf_01,-72.2792,-56.2792,-4.51745,-28.684,-0.24084899999999998,-10.7959,-22.3344,-3.28542,1587165,4.92075
158,118328_entry_00159_conf_01,-72.2751,-58.2751,-2.67686,-24.0917,-0.19052,-9.98403,-19.425,-2.33146,1828956,6.76283
22,52948856_entry_00023_conf_01,-72.0929,-42.0929,-2.00258,-21.8336,-0.145459,-9.1098,-12.748,-1.84854,5022719,26.8798
38,45933887_entry_00039_conf_01,-71.9833,-59.9833,-5.99861,-31.4416,-0.39950399999999997,-12.7447,-26.2001,-4.23431,876588,2.35984
134,439174_entry_00135_conf_01,-71.9195,-57.9195,-4.794630000000001,-29.1619,-0.325119,-11.8917,-23.4852,-3.78524,1218998,3.52469
32,49802606_entry_00033_conf_01,-71.9132,-55.9132,-3.9951800000000004,-27.44,-0.261326,-11.056,-21.3349,-3.1266599999999998,1511625,4.77118
71,12600646_entry_00072_conf_01,-71.896,-53.896,-3.5948,-26.4867,-0.22845500000000002,-10.5699,-19.8555,-2.99567,2036720,7.201039999999999
3,129878031_entry_00004_conf_01,-71.8954,-53.8954,-4.22914,-27.9609,-0.288433,-11.4239,-20.9605,-3.26797,1985838,6.2466800000000005
26,52944903_entry_00027_conf_01,-71.6654,-45.6654,-2.1078099999999997,-22.1216,-0.153272,-9.23338,-14.0959,-1.9369,4364133,21.589000000000002
57,25243963_entry_00058_conf_01,-71.6586,-57.6586,-3.7715,-26.8545,-0.239523,-10.7142,-21.6079,-3.11559,1456453,4.58056
92,5317448_entry_00093_conf_01,-71.6192,-59.6192,-5.96826,-31.2825,-0.397482,-12.6802,-26.0411,-4.21289,876431,2.37396
160,112106_entry_00161_conf_01,-71.5827,-57.5827,-2.86331,-24.4809,-0.206078,-10.1832,-19.692999999999998,-2.55652,1599166,5.62535
296,ZINC000616582683_entry_00297_conf_01,-71.5805,-53.5805,-3.97669,-27.3131,-0.273969,-11.1969,-20.4448,-3.25366,1991221,6.38112
294,ZINC000616582453_entry_00295_conf_01,-71.5739,-47.5739,-3.4082800000000004,-25.9427,-0.23438699999999998,-10.6287,-17.2437,-2.8629599999999997,3192992,11.9746
240,ZINC000101136391_entry_00241_conf_01,-71.5672,-55.5672,-3.76669,-26.8202,-0.265761,-11.0825,-20.8241,-3.1116200000000003,1645152,5.44365
244,ZINC000101361998_entry_00245_conf_01,-71.5637,-49.5637,-2.46771,-23.2931,-0.177393,-9.68517,-16.1324,-2.30851,3654047,15.2824
44,45266741_entry_00045_conf_01,-71.4663,-59.4663,-5.95552,-31.2158,-0.398865,-12.6768,-25.9743,-4.2039,857374,2.3009
45,45266741_entry_00046_conf_01,-71.4182,-59.4182,-5.95151,-31.1948,-0.396367,-12.6446,-25.9533,-4.20107,842078,2.2664400000000002
132,439213_entry_00133_conf_01,-71.3214,-59.3214,-5.94345,-31.1525,-0.39583,-12.6275,-25.910999999999998,-4.19538,849311,2.31567
261,ZINC000106382965_entry_00262_conf_01,-71.3096,-53.3096,-3.10042,-25.0749,-0.219204,-10.3685,-18.7455,-2.74268,2076257,7.7157
176,35717_entry_00177_conf_01,-71.2541,-59.2541,-4.7502699999999995,-28.8921,-0.32211100000000004,-11.7817,-24.0264,-3.56271,976433,2.77514
87,6420074_entry_00088_conf_01,-71.1589,-57.1589,-3.95327,-27.1522,-0.26829200000000003,-11.0753,-21.8102,-3.09387,1388303,4.32596
300,ZINC000616582904_entry_00301_conf_01,-71.1424,-53.1424,-3.9523599999999997,-27.1459,-0.27441,-11.1571,-20.2776,-3.23375,1904800,6.2740599999999995
41,45357367_entry_00042_conf_01,-71.0791,-57.0791,-3.94884,-27.1218,-0.26697600000000005,-11.0489,-21.7798,-3.0904,1277524,4.14792
238,ZINC000101135603_entry_00239_conf_01,-71.0013,-49.0013,-2.4483200000000003,-23.11,-0.17686400000000002,-9.62477,-15.9493,-2.2187900000000003,3546825,14.9937
175,82313_entry_00176_conf_01,-70.9885,-56.9885,-4.73257,-28.7844,-0.32091,-11.7378,-23.1077,-3.5494199999999996,1197751,3.51744
193,ZINC000001471333_entry_00194_conf_01,-70.9538,-54.9538,-3.22517,-25.3222,-0.22790700000000003,-10.4689,-19.6121,-2.72899,1833128,6.36932
40,45357367_entry_00041_conf_01,-70.9489,-56.9489,-3.9416,-27.0721,-0.267499,-11.0426,-21.7301,-3.08473,1320951,4.14846
275,ZINC000257346903_entry_00276_conf_01,-70.8705,-50.8705,-2.72579,-23.9226,-0.19832,-9.986939999999999,-17.1715,-2.44381,2573373,10.3556
305,ZINC000616583781_entry_00306_conf_01,-70.8602,-52.8602,-3.72948,-26.5553,-0.255523,-10.8662,-19.8097,-3.08088,2234135,7.3522300000000005
256,ZINC000106382931_entry_00257_conf_01,-70.7978,-54.7978,-3.21808,-25.2665,-0.224545,-10.4019,-19.5564,-2.8319099999999997,1788413,6.24648
115,446101_entry_00116_conf_01,-70.7516,-54.7516,-3.7237699999999996,-26.5146,-0.23563299999999998,-10.5658,-20.5185,-3.21598,1658161,5.35065
29,51351654_entry_00030_conf_01,-70.7171,-56.7171,-4.41982,-28.0641,-0.273858,-11.1052,-22.5082,-3.3674800000000005,1298775,3.9281699999999997
47,44630437_entry_00048_conf_01,-70.7039,-56.7039,-4.419,-28.0589,-0.300566,-11.4536,-22.503,-3.36685,1214850,3.49685
301,ZINC000616582904_entry_00302_conf_01,-70.6609,-52.6609,-3.92561,-26.9622,-0.27255300000000005,-11.0816,-20.0939,-3.2118599999999997,1930092,6.27609
189,899_entry_00190_conf_01,-70.6595,-56.6595,-4.71063,-28.651,-0.319423,-11.6834,-22.9743,-3.5329699999999997,1148478,3.3815199999999996
304,ZINC000616583781_entry_00305_conf_01,-70.6449,-52.6449,-3.71815,-26.4746,-0.254747,-10.8332,-19.729,-3.07152,2073490,6.78622
205,ZINC000015205814_entry_00206_conf_01,-70.6425,-52.6425,-2.9434400000000003,-24.4904,-0.20637399999999997,-10.0986,-18.2502,-2.52295,2182898,8.381910000000001
131,439281_entry_00132_conf_01,-70.6391,-58.6391,-4.70927,-28.6427,-0.31933,-11.68,-23.776999999999997,-3.53195,997703,2.80049
73,12302999_entry_00074_conf_01,-70.5911,-58.5911,-5.88259,-30.8335,-0.391777,-12.4982,-25.592,-3.92173,864902,2.3864099999999997
274,ZINC000257346903_entry_00275_conf_01,-70.49,-50.49,-2.71115,-23.7941,-0.19725499999999999,-9.93332,-17.0431,-2.4306900000000002,2508836,9.9526
262,ZINC000106384102_entry_00263_conf_01,-70.4747,-56.4747,-3.20339,-25.1512,-0.22636799999999999,-10.3983,-20.1548,-2.7105599999999996,1490311,5.0326
194,ZINC000003956714_entry_00195_conf_01,-70.3956,-52.3956,-3.1998,-25.123,-0.22611399999999998,-10.3866,-18.6991,-2.70752,2217147,7.85305
117,445621_entry_00118_conf_01,-70.3463,-58.3463,-5.86219,-30.7266,-0.390418,-12.4548,-25.4851,-4.13802,887681,2.41577
206,ZINC000015205840_entry_00207_conf_01,-70.3433,-52.3433,-2.93097,-24.3867,-0.205499,-10.0558,-18.1464,-2.60531,2184439,8.32155
42,45266822_entry_00043_conf_01,-70.2161,-48.2161,-2.80864,-24.0136,-0.181749,-9.640839999999999,-16.4897,-2.42124,3317157,12.6266
181,24154_entry_00182_conf_01,-70.1958,-58.1958,-5.84965,-30.6608,-0.389583,-12.4282,-25.4193,-3.8997599999999997,816229,2.2363
231,ZINC000100342293_entry_00232_conf_01,-70.1395,-54.1395,-3.33998,-25.4228,-0.23592,-10.5091,-19.6234,-2.80558,1894765,6.30439
250,ZINC000102974493_entry_00251_conf_01,-70.0826,-54.0826,-3.1855700000000002,-25.0113,-0.21125500000000003,-10.1238,-19.3012,-2.8033099999999997,1852005,6.4055
190,739_entry_00191_conf_01,-70.0479,-58.0479,-5.83732,-30.5962,-0.388762,-12.402000000000001,-25.3547,-3.89155,810225,2.22929
213,ZINC000015205956_entry_00214_conf_01,-70.0387,-54.0387,-3.3351800000000003,-25.3863,-0.23558099999999998,-10.494000000000002,-19.5869,-2.80155,1771395,6.04424
254,ZINC000106381125_entry_00255_conf_01,-70.00399999999999,-54.004,-3.5002,-25.7897,-0.240283,-10.5598,-19.8952,-2.91683,1808374,5.793419999999999
217,ZINC000019898298_entry_00218_conf_01,-69.9847,-53.9847,-3.33261,-25.3667,-0.23539899999999997,-10.4859,-19.5673,-2.7993900000000003,1731742,5.8407
159,118328_entry_00160_conf_01,-69.9321,-55.9321,-2.59008,-23.3107,-0.184343,-9.66036,-18.644000000000002,-2.2558700000000003,1834680,6.74614
251,ZINC000102974493_entry_00252_conf_01,-69.7354,-55.7354,-3.1697900000000003,-24.8874,-0.210208,-10.0736,-19.891,-2.68213,1593896,5.33726
60,24847493_entry_00061_conf_01,-69.6184,-47.6184,-3.48092,-25.6476,-0.22192800000000001,-10.245999999999999,-17.5428,-2.90077,2630281,9.64847
35,46174147_entry_00036_conf_01,-69.5465,-55.5465,-3.8637,-26.537,-0.26319699999999996,-10.8379,-21.195,-3.02376,1444719,4.6893
260,ZINC000106382965_entry_00261_conf_01,-69.5323,-53.5323,-3.02314,-24.4499,-0.21374,-10.11,-18.8238,-2.7812900000000003,1989334,7.003080000000001
183,24139_entry_00184_conf_01,-69.5298,-55.5298,-4.63532,-28.1929,-0.314316,-11.4966,-22.5162,-3.6594599999999997,1200407,3.52514
39,45933887_entry_00040_conf_01,-69.516,-57.516000000000005,-5.792999999999999,-30.3639,-0.387981,-12.3309,-25.1224,-3.862,885436,2.31396
103,2733787_entry_00104_conf_01,-69.5117,-53.5117,-2.57451,-23.1706,-0.18323499999999998,-9.60229,-17.8372,-2.3170599999999997,2062119,8.00276
203,ZINC000013545464_entry_00204_conf_01,-69.5048,-53.5048,-3.30975,-25.1927,-0.233785,-10.4139,-19.3933,-2.89603,1590996,5.374219999999999
222,ZINC000044021353_entry_00223_conf_01,-69.3651,-53.3651,-3.3031,-25.1421,-0.23331500000000002,-10.392999999999999,-19.3427,-2.77461,1649562,5.41131
258,ZINC000106382957_entry_00259_conf_01,-69.3532,-53.3532,-3.01536,-24.3869,-0.21319000000000002,-10.084,-18.7608,-2.5686400000000003,1866721,6.6889199999999995
101,2801971_entry_00102_conf_01,-69.2713,-53.2713,-3.14869,-24.7217,-0.222503,-10.2207,-19.0116,-2.6642799999999998,1805822,6.11675
109,449462_entry_00110_conf_01,-69.2666,-57.2666,-5.77222,-30.255,-0.38442600000000005,-12.2637,-25.0135,-4.07451,878785,2.3888700000000003
100,2801971_entry_00101_conf_01,-69.2634,-53.2634,-3.14833,-24.7189,-0.222477,-10.2195,-19.0088,-2.77053,1979135,6.52069
298,ZINC000616582813_entry_00299_conf_01,-69.2354,-53.2354,-4.07267,-26.9264,-0.27776100000000004,-11.0013,-20.7038,-3.2969199999999996,1539559,4.80515
63,24779679_entry_00064_conf_01,-69.2282,-49.2282,-3.2965800000000005,-25.0925,-0.226003,-10.2698,-17.8433,-2.66262,2615366,9.29318
14,57339292_entry_00015_conf_01,-69.2123,-49.2123,-3.46061,-25.498,-0.23603400000000002,-10.4179,-18.13,-2.7684900000000003,2424464,8.81682
153,129618_entry_00154_conf_01,-69.1283,-45.1283,-2.46887,-22.7651,-0.163117,-9.20316,-14.8615,-2.30428,4148836,16.8844
259,ZINC000106382957_entry_00260_conf_01,-69.1049,-51.1049,-3.0045599999999997,-24.2996,-0.21242600000000003,-10.0479,-17.9702,-2.65788,2128755,7.9257100000000005
171,84265_entry_00172_conf_01,-69.0112,-55.0112,-4.60074,-27.9827,-0.311971,-11.4108,-22.3059,-3.45056,1236374,3.60086
186,5300_entry_00187_conf_01,-68.9646,-54.9646,-3.8313599999999997,-26.3149,-0.26001799999999997,-10.7338,-20.9729,-2.9984599999999997,1337101,4.31976
130,439281_entry_00131_conf_01,-68.9639,-56.9639,-4.59759,-27.9635,-0.311758,-11.402999999999999,-23.0977,-3.4481900000000003,1128674,3.15035
295,ZINC000616582453_entry_00296_conf_01,-68.9397,-44.9397,-3.28284,-24.9879,-0.22576100000000002,-10.2375,-16.2888,-2.87249,3410251,12.6117
192,ZINC000001471333_entry_00193_conf_01,-68.9006,-54.9006,-3.13184,-24.5894,-0.22131199999999998,-10.166,-19.5931,-2.65002,1682103,5.62756
72,12302999_entry_00073_conf_01,-68.8832,-56.8832,-5.74026,-30.0875,-0.384449,-12.2186,-24.846,-4.05195,839136,2.26839
136,433580_entry_00137_conf_01,-68.8749,-52.8749,-4.05147,-26.7862,-0.274144,-10.9153,-20.5636,-3.27976,1674557,5.3182599999999995
177,35717_entry_00178_conf_01,-68.82300000000001,-56.823,-4.5882,-27.9064,-0.311121,-11.3797,-23.0406,-3.44115,1005260,2.79453
170,84265_entry_00171_conf_01,-68.7018,-54.7018,-4.58012,-27.8572,-0.310573,-11.3597,-22.1805,-3.61588,1179593,3.4472099999999997
125,440271_entry_00126_conf_01,-68.6519,-54.6519,-3.61326,-25.7277,-0.22864,-10.2522,-20.4811,-2.98486,1546332,4.8143
151,193108_entry_00152_conf_01,-68.6375,-54.6375,-4.28984,-27.2388,-0.228714,-10.2519,-21.6829,-3.4318699999999995,1243682,3.6439800000000004
135,439174_entry_00136_conf_01,-68.5562,-56.5562,-4.57041,-27.7982,-0.309915,-11.3356,-22.9324,-3.42781,1048495,2.91436
52,44119773_entry_00053_conf_01,-68.5252,-54.5252,-4.56835,-27.7856,-0.309774,-11.3305,-22.1089,-3.4262599999999996,1140270,3.33345
118,441477_entry_00119_conf_01,-68.4865,-56.4865,-5.70721,-29.9142,-0.382235,-12.1482,-24.6728,-4.02862,838599,2.28117
184,18897_entry_00185_conf_01,-68.4806,-56.4806,-5.70672,-29.9117,-0.380064,-12.1245,-24.6702,-3.8044800000000003,865357,2.35627
302,ZINC000616583702_entry_00303_conf_01,-68.4763,-48.4763,-3.4238199999999996,-25.2269,-0.235039,-10.3294,-17.8588,-2.85318,2410306,8.224789999999999
133,439213_entry_00134_conf_01,-68.4459,-56.4459,-5.70383,-29.8965,-0.382008,-12.140999999999998,-24.655,-4.02623,842227,2.2736
230,ZINC000100342293_entry_00231_conf_01,-68.4378,-52.4378,-3.25894,-24.805999999999997,-0.230196,-10.2541,-19.0066,-2.73751,1749939,5.72471
303,ZINC000616583702_entry_00304_conf_01,-68.366,-46.36600000000001,-3.4183,-25.1862,-0.23465999999999998,-10.3127,-17.0814,-2.84858,2690354,9.47526
237,ZINC000101073479_entry_00238_conf_01,-68.3503,-52.3503,-3.25478,-24.7743,-0.229902,-10.241,-18.9749,-2.73401,1997127,6.7478
65,22833605_entry_00066_conf_01,-68.2804,-52.2804,-4.0165,-26.555,-0.271778,-10.821,-20.3324,-3.1036599999999996,1767307,5.5253
202,ZINC000013545464_entry_00203_conf_01,-68.2662,-52.2662,-3.25077,-24.7438,-0.22961900000000002,-10.2284,-18.9444,-2.73065,1552534,5.25726
85,6713972_entry_00086_conf_01,-68.1672,-50.1672,-3.7870699999999995,-26.0106,-0.25603899999999996,-10.5962,-19.1424,-2.8403,1955739,6.54502
93,5317448_entry_00094_conf_01,-68.1648,-56.1648,-5.6804,-29.7737,-0.38043899999999997,-12.0912,-24.5322,-4.0097,866616,2.30717
70,12600646_entry_00071_conf_01,-68.154,-50.153999999999996,-3.4077,-25.1081,-0.21656399999999998,-10.0197,-18.4769,-2.96322,2015031,7.12995
124,440271_entry_00125_conf_01,-68.054,-54.053999999999995,-3.5817900000000003,-25.5037,-0.226649,-10.163,-20.2571,-2.95887,1488951,4.63091
20,54758613_entry_00021_conf_01,-68.0337,-54.0337,-3.58072,-25.4961,-0.226581,-10.1599,-20.2495,-2.95799,1506241,4.564690000000001
185,18897_entry_00186_conf_01,-68.0251,-56.0251,-5.66875,-29.7127,-0.377535,-12.0438,-24.4712,-3.7791699999999997,906010,2.49095
49,44341508_entry_00050_conf_01,-67.9918,-49.9918,-2.51822,-22.6639,-0.18016600000000002,-9.40868,-16.6639,-2.19328,2314303,8.6967
21,54758613_entry_00022_conf_01,-67.9554,-53.9554,-3.5766,-25.4667,-0.22632,-10.1482,-20.2201,-2.95458,1479028,4.55525
282,ZINC000307565252_entry_00283_conf_01,-67.9288,-55.9288,-2.95343,-23.8861,-0.21011300000000002,-9.89739,-19.6665,-2.61265,1300662,4.18609
53,44119773_entry_00054_conf_01,-67.8865,-55.8865,-4.52577,-27.5266,-0.30688699999999997,-11.2249,-22.6609,-3.39433,1007703,2.8023599999999997
209,ZINC000015205946_entry_00210_conf_01,-67.8358,-49.8358,-2.82649,-23.5174,-0.198174,-9.697389999999999,-17.2771,-2.60907,2180755,8.27219
74,11908605_entry_00075_conf_01,-67.8339,-55.8339,-4.52226,-27.5053,-0.306649,-11.2162,-22.6395,-3.39169,1044751,2.891
122,440552_entry_00123_conf_01,-67.8121,-53.8121,-4.52081,-27.4965,-0.306551,-11.2126,-21.8197,-3.3906,1172847,3.3925099999999997
0,134695375_entry_00001_conf_01,-67.7773,-53.7773,-3.7654,-25.8619,-0.25457399999999997,-10.5356,-20.5199,-2.82405,1425763,4.513319999999999
83,6971258_entry_00084_conf_01,-67.7413,-53.7413,-4.51609,-27.4677,-0.306231,-11.2009,-21.791,-3.38706,1223747,3.5365300000000004
139,408523_entry_00140_conf_01,-67.6062,-47.6062,-2.81692,-23.4378,-0.194652,-9.61783,-16.5041,-2.70425,3128203,10.9574
76,11096158_entry_00077_conf_01,-67.5938,-55.5938,-4.50625,-27.4079,-0.305564,-11.1765,-22.5422,-3.37969,1080013,2.96875
86,6420074_entry_00087_conf_01,-67.5131,-53.5131,-3.7507300000000003,-25.7611,-0.254546,-10.5079,-20.4191,-2.93535,1353108,4.22749
54,42612215_entry_00055_conf_01,-67.5002,-49.5002,-3.75001,-25.7561,-0.25740599999999997,-10.5457,-18.8879,-2.81251,1977305,6.74816
48,44341508_entry_00049_conf_01,-67.4515,-49.4515,-2.49821,-22.4838,-0.17873499999999998,-9.333919999999999,-16.4838,-2.1758599999999997,2228554,8.4233
223,ZINC000044021353_entry_00224_conf_01,-67.4149,-51.4149,-3.21023,-24.4352,-0.22675599999999999,-10.1008,-18.6358,-2.69659,1692617,5.5604
168,90220_entry_00169_conf_01,-67.3395,-51.3395,-2.8058099999999997,-23.3453,-0.196724,-9.62645,-17.7984,-2.40498,2116717,7.662160000000001
55,42612215_entry_00056_conf_01,-67.2898,-49.2898,-3.73832,-25.6759,-0.256604,-10.5129,-18.8076,-2.92564,1838699,6.21416
211,ZINC000015205949_entry_00212_conf_01,-67.2366,-49.2366,-2.80153,-23.3096,-0.196424,-9.61174,-17.0694,-2.40131,2145348,8.09983
263,ZINC000106384102_entry_00264_conf_01,-67.2059,-51.2059,-3.05481,-23.9846,-0.215869,-9.91596,-18.2745,-2.68824,1728493,6.08703
283,ZINC000307565252_entry_00284_conf_01,-67.1854,-55.1854,-2.9211099999999997,-23.6247,-0.207168,-9.77892,-19.4051,-2.58406,1274895,4.30786
216,ZINC000019898298_entry_00217_conf_01,-67.1805,-53.1805,-3.19907,-24.3502,-0.225967,-10.0657,-19.2758,-2.68722,1562710,4.951569999999999
246,ZINC000102205030_entry_00247_conf_01,-67.17,-47.17,-3.3585,-24.7456,-0.23139400000000002,-10.1446,-17.3776,-2.79875,2382348,8.67132
292,ZINC000575124647_entry_00293_conf_01,-67.1323,-51.1323,-3.72957,-25.6158,-0.254977,-10.4742,-19.5106,-3.05147,1749807,5.43256
82,6971258_entry_00083_conf_01,-67.1071,-55.1071,-4.47381,-27.2106,-0.30336399999999997,-11.095999999999998,-22.3448,-3.53195,1043168,2.87797
195,ZINC000003956714_entry_00196_conf_01,-66.9873,-50.9873,-3.04488,-23.9066,-0.215166,-9.8837,-18.1965,-2.5764299999999998,2017666,6.8929
112,447448_entry_00113_conf_01,-66.9606,-48.9606,-3.93886,-26.0417,-0.268636,-10.6398,-19.0413,-3.1886,1852432,6.01774
196,ZINC000004027857_entry_00197_conf_01,-66.8997,-58.8997,-3.04089,-23.8754,-0.216286,-9.89218,-21.0203,-2.78749,905018,2.6680900000000003
75,11908605_entry_00076_conf_01,-66.8699,-52.8699,-4.457990000000001,-27.1144,-0.302292,-11.0568,-21.4377,-3.3435,1168935,3.37761
179,29327_entry_00180_conf_01,-66.7542,-52.7542,-3.70857,-25.4715,-0.251684,-10.3897,-20.1295,-3.17877,1337060,4.373530000000001
50,44229083_entry_00051_conf_01,-66.6992,-50.6992,-3.5104800000000003,-24.9959,-0.222946,-9.972719999999999,-18.9998,-2.8999599999999996,1821962,5.8877
229,ZINC000082114392_entry_00230_conf_01,-66.6579,-54.6579,-5.12753,-28.349,-0.34323000000000004,-11.5105,-23.2455,-3.92105,922744,2.4741
1,134695375_entry_00002_conf_01,-66.6489,-52.6489,-3.70272,-25.4313,-0.250336,-10.3602,-20.0893,-2.89778,1327005,4.269
123,440552_entry_00124_conf_01,-66.6315,-52.6315,-4.4421,-27.0177,-0.301214,-11.0174,-21.340999999999998,-3.5069199999999996,1173331,3.32237
163,102416_entry_00164_conf_01,-66.5406,-50.5406,-2.77252,-23.0683,-0.19439,-9.51223,-17.5214,-2.46447,2101936,7.55611
102,2733787_entry_00103_conf_01,-66.4876,-50.4876,-2.4625,-22.1625,-0.175264,-9.18455,-16.8292,-2.1447599999999998,2073165,7.84086
208,ZINC000015205946_entry_00209_conf_01,-66.4675,-48.4675,-2.7694799999999997,-23.043000000000003,-0.194177,-9.50179,-16.8028,-2.46176,2229583,8.4194
227,ZINC000077269504_entry_00228_conf_01,-66.4625,-56.4625,-3.02102,-23.7193,-0.21487199999999998,-9.82753,-20.1505,-2.6585,1033721,3.25117
