,Label,Molecule,Index,Score,Aromatic,Hydrophobic,Donors,Aceptors,Negatives
277,18897,93,58.0,7.36764,0.61397,0.5262600000000001,0.460478,0.669786,0.566742
287,739,96,59.0,7.36764,0.61397,0.5262600000000001,0.460478,0.669786,0.566742
270,24154,91,61.0,7.366960000000001,0.613913,0.526211,0.46043500000000004,0.669724,0.566689
85,25243963,29,62.0,7.36768,0.387773,0.306987,0.254058,0.5667449999999999,0.409316
5,129878031,2,64.0,7.36764,0.43338999999999994,0.334893,0.272875,0.491176,0.36838200000000004
146,4282259,49,65.0,7.36716,0.350817,0.272858,0.22324699999999997,0.61393,0.409287
384,ZINC000106382931,129,66.0,7.36716,0.33487100000000003,0.263113,0.21668099999999998,0.61393,0.40928600000000004
313,ZINC000015205946,105,67.0,7.36718,0.30696599999999996,0.23765100000000003,0.193873,0.613931,0.387746
316,ZINC000015205949,106,68.0,7.367089999999999,0.306962,0.24556999999999998,0.20464100000000002,0.566699,0.38774200000000003
19,57376616,7,69.0,7.3677600000000005,0.491184,0.40931999999999996,0.350846,0.566751,0.46048500000000003
256,84265,86,70.0,7.36769,0.491179,0.387773,0.320334,0.613974,0.46048100000000003
80,44119773,27,71.0,7.3666,0.49110699999999996,0.409256,0.35079099999999996,0.566662,0.460413
175,445621,59,73.0,7.36759,0.613966,0.5262560000000001,0.460474,0.6697810000000001,0.566738
71,44630437,24,75.0,7.367610000000001,0.460475,0.38776900000000003,0.334891,0.526258,0.433389
32,54758613,11,77.0,7.36753,0.387765,0.306981,0.25405300000000003,0.566733,0.40930700000000003
213,254124,72,78.0,7.36689,0.46043100000000003,0.350804,0.283342,0.613908,0.43334700000000004
106,12600646,36,79.0,7.366619999999999,0.368331,0.294665,0.245554,0.613885,0.43333
194,440049,65,83.0,7.367560000000001,0.6139640000000001,0.526255,0.46047299999999997,0.669778,0.566736
342,ZINC000082114392,115,84.0,7.36675,0.566673,0.460422,0.38772399999999996,0.669704,0.526196
380,ZINC000105341667,127,85.0,7.3666100000000005,0.566663,0.460413,0.387716,0.669692,0.526187
260,82398,87,86.0,7.363910000000001,0.30683,0.245464,0.20455299999999998,0.566455,0.387574
51,46174147,18,88.0,7.36757,0.40930900000000003,0.320329,0.263127,0.526255,0.38776700000000003
283,899,95,89.0,7.367889999999999,0.491192,0.409327,0.350852,0.56676,0.46049300000000004
264,35717,89,92.0,7.3677,0.49118,0.38777399999999995,0.320335,0.613975,0.46048100000000003
261,82313,88,93.0,7.367660000000001,0.49117700000000003,0.387771,0.320333,0.613971,0.460478
123,6971258,42,95.0,7.367610000000001,0.491174,0.38776900000000003,0.320331,0.6139680000000001,0.460476
377,ZINC000102974493,126,96.0,7.364719999999999,0.33476,0.272767,0.230147,0.566517,0.40915100000000004
393,ZINC000106384102,132,97.0,7.36716,0.33487100000000003,0.272858,0.23022399999999998,0.49114399999999997,0.368358
362,ZINC000101136391,121,100.0,7.36678,0.387725,0.30694899999999997,0.254027,0.6697069999999999,0.460424
294,ZINC000004027857,99,101.0,7.3677600000000005,0.33489800000000003,0.283375,0.245592,0.6697960000000001,0.491184
59,45933887,20,102.0,7.36627,0.6138560000000001,0.526163,0.460392,0.669661,0.566637
44,51351654,15,103.0,7.3676,0.460475,0.36838000000000004,0.306983,0.613966,0.460475
181,441038,61,106.0,7.3674100000000005,0.43337700000000007,0.334882,0.272867,0.5262439999999999,0.387758
242,112106,81,108.0,7.36446,0.294578,0.245482,0.21041300000000002,0.526033,0.38760300000000003
112,11908605,38,109.0,7.3677600000000005,0.491184,0.40931999999999996,0.350846,0.566751,0.46048500000000003
311,ZINC000015205840,104,114.0,7.36757,0.30698200000000003,0.237663,0.193883,0.6139640000000001,0.38776700000000003
318,ZINC000015205956,107,118.0,7.367000000000001,0.35081,0.272852,0.223243,0.613917,0.40927800000000003
135,5462244,46,119.0,7.36751,0.368375,0.27287100000000003,0.216691,0.491167,0.334887
12,90659182,5,120.0,7.36763,0.40931300000000004,0.306985,0.245588,0.5667409999999999,0.38777
433,ZINC000396869768,145,121.0,7.366460000000001,0.491097,0.368323,0.294658,0.669678,0.460404
397,ZINC000164373873,133,123.0,7.36711,0.566701,0.46044399999999996,0.387743,0.669737,0.5262220000000001
81,42612215,28,124.0,7.36455,0.409141,0.320198,0.26302,0.566504,0.409141
122,7067772,41,128.0,7.36755,0.409308,0.320328,0.263127,0.49117,0.368377
420,ZINC000307008534,141,129.0,7.36678,0.5261979999999999,0.409265,0.334853,0.6138979999999999,0.46042299999999997
156,2733335,53,135.0,7.36769,0.409316,0.350842,0.306987,0.5667449999999999,0.46048
269,29327,90,136.0,7.36759,0.40931100000000004,0.350838,0.306983,0.566738,0.460474
117,9816401,40,137.0,7.367560000000001,0.433386,0.334889,0.272873,0.526255,0.38776700000000003
96,22833605,33,138.0,7.3674100000000005,0.43337700000000007,0.334882,0.272867,0.5262439999999999,0.387759
274,24139,92,141.0,7.367539999999999,0.49116899999999997,0.387765,0.320328,0.613961,0.460471
101,16738680,34,142.0,7.36768,0.368384,0.28337199999999996,0.23024,0.46048,0.334895
133,6323218,45,143.0,7.36768,0.368384,0.28337199999999996,0.23024,0.46048,0.334895
451,ZINC000616582904,151,148.0,7.364,0.409111,0.29456,0.230125,0.613667,0.387579
356,ZINC000101073479,119,149.0,7.36755,0.35083600000000004,0.283367,0.237663,0.566735,0.409308
217,202260,73,150.0,7.36773,0.306989,0.216698,0.167448,0.49118199999999995,0.294709
142,5284365,48,151.0,7.36768,0.368384,0.294707,0.24558899999999997,0.5667439999999999,0.409315
457,ZINC000616583781,153,153.0,7.3677600000000005,0.387777,0.283375,0.223266,0.491184,0.33489800000000003
170,447448,57,158.0,7.366289999999999,0.43331099999999995,0.334831,0.272825,0.49108599999999997,0.368314
403,ZINC000252694384,135,159.0,7.361460000000001,0.32006399999999996,0.21032800000000001,0.156627,0.40897,0.24538200000000002
369,ZINC000102205030,124,162.0,7.36791,0.368395,0.272885,0.216703,0.566762,0.368395
388,ZINC000106382957,130,163.0,7.3624,0.320104,0.24541300000000002,0.198984,0.566338,0.36812
290,ZINC000001471333,97,164.0,7.36724,0.334874,0.26311599999999996,0.216683,0.526231,0.36836199999999997
383,ZINC000106381125,128,165.0,7.36791,0.368395,0.283381,0.23024699999999998,0.46049399999999996,0.334905
210,312829,71,167.0,7.36775,0.27288,0.188917,0.144466,0.460484,0.26313400000000003
226,193108,76,169.0,7.367439999999999,0.46046499999999996,0.368372,0.306977,0.613954,0.46046499999999996
183,440552,62,175.0,7.36694,0.49113,0.387734,0.320302,0.613912,0.460434
307,ZINC000015205814,103,181.0,7.362410000000001,0.306767,0.245414,0.204511,0.566339,0.387495
0,134695375,1,182.0,7.36769,0.409316,0.35084299999999996,0.306987,0.5262640000000001,0.43339399999999995
94,24779679,32,187.0,7.367539999999999,0.350835,0.25405300000000003,0.199123,0.460471,0.306981
391,ZINC000106382965,131,188.0,7.362369999999999,0.320103,0.245412,0.198983,0.566336,0.368118
246,99461,83,189.0,7.36758,0.272873,0.188912,0.14446199999999998,0.460474,0.26312800000000003
104,12917651,35,193.0,7.36751,0.368375,0.27287100000000003,0.216691,0.491167,0.334887
167,448882,56,197.0,7.36775,0.46048500000000003,0.368388,0.30699,0.56675,0.43339700000000003
281,5300,94,199.0,7.36745,0.40930300000000003,0.350831,0.306977,0.5667270000000001,0.460466
401,ZINC000196304985,134,200.0,7.36716,0.46044700000000005,0.350817,0.283352,0.61393,0.43336199999999997
25,57339290,9,202.0,7.367369999999999,0.320321,0.237657,0.188907,0.409298,0.28336
251,96523,84,203.0,7.3639399999999995,0.460246,0.350664,0.283229,0.613662,0.433173
427,ZINC000383920275,143,205.0,7.36724,0.491149,0.40929099999999996,0.350821,0.6697489999999999,0.526231
439,ZINC000575124647,147,209.0,7.3677600000000005,0.40931999999999996,0.30699,0.245592,0.526269,0.368388
443,ZINC000616582453,148,211.0,7.36702,0.35081,0.245567,0.188898,0.433354,0.28334699999999996
297,ZINC000004027859,100,214.0,7.36753,0.334888,0.283367,0.24558400000000002,0.669776,0.49116899999999997
147,3052142,50,216.0,7.36751,0.263125,0.18418800000000002,0.141683,0.46046899999999996,0.263125
236,122253,79,218.0,7.36677,0.334853,0.26309899999999997,0.21666999999999997,0.566675,0.387725
449,ZINC000616582813,150,219.0,7.366910000000001,0.43334799999999996,0.33486,0.27284899999999995,0.5666859999999999,0.409273
252,90220,85,220.0,7.36775,0.30699,0.245592,0.20465999999999998,0.56675,0.387777
60,45357367,21,225.0,7.3675,0.409306,0.350833,0.306979,0.566731,0.46046899999999996
337,ZINC000056871016,113,226.0,7.367030000000001,0.46043900000000004,0.36835100000000004,0.30696,0.566695,0.43335500000000005
323,ZINC000019893747,108,230.0,7.36825,0.29473,0.230258,0.18892899999999999,0.491217,0.33492
222,198514,75,231.0,7.36769,0.26313200000000003,0.188915,0.14735399999999998,0.46048,0.272877
231,127132,78,232.0,7.36764,0.272876,0.188914,0.144464,0.460478,0.26313000000000003
454,ZINC000616583702,152,234.0,7.3677399999999995,0.36838699999999996,0.26313400000000003,0.20465999999999998,0.460484,0.306989
413,ZINC000257346903,138,237.0,7.3681600000000005,0.283391,0.21671100000000001,0.175432,0.49121099999999995,0.320355
92,24847493,31,241.0,7.36627,0.368314,0.294651,0.245542,0.6138560000000001,0.43331000000000003
209,408523,70,246.0,7.36773,0.306989,0.216698,0.167448,0.49118199999999995,0.294709
229,129618,77,247.0,7.36773,0.263133,0.188916,0.14735499999999999,0.460483,0.272879
131,6420074,44,251.0,7.3674,0.4093,0.350829,0.306975,0.566723,0.460463
89,25243937,30,257.0,7.365660000000001,0.387666,0.306902,0.253988,0.566589,0.40920300000000004
365,ZINC000101178654,122,258.0,7.367889999999999,0.409327,0.320343,0.263139,0.526278,0.387784
152,2801971,51,261.0,7.36765,0.334893,0.26313000000000003,0.216696,0.566742,0.387771
48,49802606,17,265.0,7.3677399999999995,0.409319,0.334897,0.283375,0.6139789999999999,0.460484
459,ZINC000616589990,154,269.0,7.36751,0.491167,0.387763,0.320326,0.613959,0.46046899999999996
22,57339292,8,272.0,7.367369999999999,0.368369,0.272866,0.216687,0.46046099999999995,0.320321
243,102416,82,279.0,7.364330000000001,0.306847,0.24547800000000003,0.204565,0.566487,0.387596
353,ZINC000100815672,118,284.0,7.366969999999999,0.29467899999999997,0.223242,0.17968199999999998,0.669725,0.387735
345,ZINC000100342293,116,285.0,7.367610000000001,0.350839,0.28336999999999996,0.23766500000000002,0.566739,0.409312
10,91820057,4,288.0,7.36775,0.387777,0.30699,0.25406100000000004,0.56675,0.40931999999999996
325,ZINC000019898298,109,296.0,7.36773,0.350844,0.28337399999999996,0.23766900000000002,0.5667479999999999,0.40931799999999996
350,ZINC000100656214,117,306.0,7.3679,0.334905,0.263139,0.216703,0.566762,0.387784
335,ZINC000044021353,112,309.0,7.36764,0.35084,0.283371,0.237666,0.566742,0.40931300000000004
374,ZINC000102863660,125,317.0,7.36752,0.387764,0.30698000000000003,0.254052,0.49116800000000005,0.36837600000000004
446,ZINC000616582683,149,333.0,7.3677600000000005,0.40931999999999996,0.30699,0.245592,0.566751,0.387777
358,ZINC000101135603,120,339.0,7.3671,0.254038,0.1889,0.150349,0.613925,0.334868
304,ZINC000013545464,102,341.0,7.3677600000000005,0.350846,0.283375,0.23767,0.566751,0.40931999999999996
190,440235,64,350.0,7.3677600000000005,0.387777,0.30699,0.25406100000000004,0.566751,0.40931999999999996
366,ZINC000101361998,123,369.0,7.367710000000001,0.25405900000000003,0.19388699999999998,0.15675999999999998,0.526265,0.320335
64,45266822,22,371.0,7.36758,0.294703,0.210502,0.163724,0.460474,0.283368
291,ZINC000003956714,98,383.0,7.36753,0.334888,0.25405300000000003,0.204654,0.613961,0.387765
221,198515,74,400.0,7.3679,0.263139,0.184198,0.14169,0.46049399999999996,0.263139
56,45934204,19,412.0,7.3677600000000005,0.368388,0.283375,0.230242,0.46048500000000003,0.33489800000000003
464,ZINC000616591357,155,415.0,7.36773,0.320336,0.272879,0.23766900000000002,0.613977,0.460483
197,439281,66,423.0,7.3677600000000005,0.491184,0.40931999999999996,0.350846,0.566751,0.46048500000000003
188,440271,63,447.0,7.36775,0.387776,0.30699,0.25406,0.56675,0.40931999999999996
